,ENSGGOT00000056965,ENSGGOT00000063128,ENSPCOT00000033046,ENSMICT00000036911,ENSMICT00000065267,ENSGGOT00000009985,ENSPCOT00000033043,ENSGGOT00000053012,ENSGGOT00000054842,ENSOGAT00000009042
ENSGGOT00000056965,1.0,0.43424317617866004,0.37055417700578985,0.36476426799007444,0.37799834574028124,0.40198511166253104,0.3829611248966087,0.3870967741935484,0.902398676592225,0.3267162944582299
ENSGGOT00000063128,0.43424317617866004,1.0,0.8974358974358975,0.8891645988420182,0.902398676592225,0.9528535980148883,0.9098428453267163,0.9379652605459057,0.4739454094292803,0.8213399503722084
ENSPCOT00000033046,0.37055417700578985,0.8974358974358975,1.0,0.9743589743589743,0.9619520264681555,0.9421009098428453,0.9851116625310173,0.956989247311828,0.41025641025641024,0.7849462365591398
ENSMICT00000036911,0.36476426799007444,0.8891645988420182,0.9743589743589743,1.0,0.9826302729528535,0.9338296112489661,0.9594706368899917,0.9487179487179487,0.40529363110008276,0.7799834574028123
ENSMICT00000065267,0.37799834574028124,0.902398676592225,0.9619520264681555,0.9826302729528535,1.0,0.9470636889991728,0.9751861042183623,0.9363110008271298,0.41852770885028945,0.7948717948717948
ENSGGOT00000009985,0.40198511166253104,0.9528535980148883,0.9421009098428453,0.9338296112489661,0.9470636889991728,1.0,0.9545078577336642,0.9851116625310173,0.4416873449131513,0.7890818858560794
ENSPCOT00000033043,0.3829611248966087,0.9098428453267163,0.9851116625310173,0.9594706368899917,0.9751861042183623,0.9545078577336642,1.0,0.9421009098428453,0.4226633581472291,0.7973531844499586
ENSGGOT00000053012,0.3870967741935484,0.9379652605459057,0.956989247311828,0.9487179487179487,0.9363110008271298,0.9851116625310173,0.9421009098428453,1.0,0.42679900744416877,0.7775020678246485
ENSGGOT00000054842,0.902398676592225,0.4739454094292803,0.41025641025641024,0.40529363110008276,0.41852770885028945,0.4416873449131513,0.4226633581472291,0.42679900744416877,1.0,0.36724565756823824
ENSOGAT00000009042,0.3267162944582299,0.8213399503722084,0.7849462365591398,0.7799834574028123,0.7948717948717948,0.7890818858560794,0.7973531844499586,0.7775020678246485,0.36724565756823824,1.0
