,ENSGAGT00000006739,ENSSPUT00000001632,ENSPVIT00000037640,ENSGAGT00000004561,ENSGAGT00000006737,ENSPVIT00000037641,ENSSMRT00000009647,ENSSMRT00000009643,ENSNSUT00000011950,ENSGAGT00000007770,ENSGAGT00000025397
ENSGAGT00000006739,1.0,0.5385356454720617,0.5077071290944123,0.47928709055876684,0.9730250481695568,0.49084778420038533,0.5202312138728323,0.5057803468208093,0.48892100192678223,0.48121387283236994,0.4161849710982659
ENSSPUT00000001632,0.5385356454720617,1.0,0.861271676300578,0.7129094412331407,0.5134874759152216,0.7403660886319846,0.8631984585741811,0.7943159922928709,0.726878612716763,0.720616570327553,0.5226396917148363
ENSPVIT00000037640,0.5077071290944123,0.861271676300578,1.0,0.684971098265896,0.4865125240847784,0.865606936416185,0.882466281310212,0.8106936416184971,0.7504816955684007,0.6936416184971098,0.5110789980732178
ENSGAGT00000004561,0.47928709055876684,0.7129094412331407,0.684971098265896,1.0,0.4527938342967245,0.6122350674373795,0.6897880539499036,0.6247591522157996,0.6897880539499036,0.958092485549133,0.37042389210019266
ENSGAGT00000006737,0.9730250481695568,0.5134874759152216,0.4865125240847784,0.4527938342967245,1.0,0.5139691714836223,0.5,0.48554913294797686,0.5120423892100193,0.45423892100192687,0.4393063583815029
ENSPVIT00000037641,0.49084778420038533,0.7403660886319846,0.865606936416185,0.6122350674373795,0.5139691714836223,1.0,0.7687861271676301,0.7543352601156069,0.7779383429672447,0.619942196531792,0.5038535645472062
ENSSMRT00000009647,0.5202312138728323,0.8631984585741811,0.882466281310212,0.6897880539499036,0.5,0.7687861271676301,1.0,0.9229287090558767,0.7586705202312138,0.6994219653179191,0.5154142581888247
ENSSMRT00000009643,0.5057803468208093,0.7943159922928709,0.8106936416184971,0.6247591522157996,0.48554913294797686,0.7543352601156069,0.9229287090558767,1.0,0.7442196531791907,0.6339113680154143,0.5009633911368016
ENSNSUT00000011950,0.48892100192678223,0.726878612716763,0.7504816955684007,0.6897880539499036,0.5120423892100193,0.7779383429672447,0.7586705202312138,0.7442196531791907,1.0,0.6960500963391136,0.50626204238921
ENSGAGT00000007770,0.48121387283236994,0.720616570327553,0.6936416184971098,0.958092485549133,0.45423892100192687,0.619942196531792,0.6994219653179191,0.6339113680154143,0.6960500963391136,1.0,0.37813102119460495
ENSGAGT00000025397,0.4161849710982659,0.5226396917148363,0.5110789980732178,0.37042389210019266,0.4393063583815029,0.5038535645472062,0.5154142581888247,0.5009633911368016,0.50626204238921,0.37813102119460495,1.0
