	ENSPANT00000011850	ENSCJAT00000031211	ENSPANT00000047988	ENSANAT00000044644	ENSCJAT00000074965	ENSANAT00000044677	ENSCJAT00000055482	ENSCJAT00000095513	ENSPTET00000031301	ENSANAT00000044704	ENSPTET00000031304	ENSANAT00000044702
ENSPANT00000011850	1.0	0.961218836565097	0.5706371191135734	0.5457063711911357	0.5498614958448753	0.9639889196675899	0.5484764542936288	0.5526315789473685	0.9958448753462604	0.5457063711911357	0.5678670360110804	0.5512465373961218
ENSCJAT00000031211	0.961218836565097	1.0	0.5498614958448753	0.5595567867036011	0.5664819944598338	0.9833795013850416	0.5734072022160664	0.5706371191135734	0.961218836565097	0.554016620498615	0.5512465373961218	0.5609418282548476
ENSPANT00000047988	0.5706371191135734	0.5498614958448753	1.0	0.18005540166204992	0.8074792243767313	0.5512465373961218	0.1842105263157895	0.8601108033240997	0.5678670360110804	0.9722991689750692	0.9972299168975071	0.8088642659279779
ENSANAT00000044644	0.5457063711911357	0.5595567867036011	0.18005540166204992	1.0	0.35734072022160657	0.5692520775623269	0.9778393351800554	0.19806094182825484	0.5443213296398892	0.1911357340720221	0.18005540166204992	0.3587257617728532
ENSCJAT00000074965	0.5498614958448753	0.5664819944598338	0.8074792243767313	0.35734072022160657	1.0	0.5609418282548476	0.3628808864265928	0.8407202216066482	0.5512465373961218	0.8268698060941828	0.8088642659279779	0.994459833795014
ENSANAT00000044677	0.9639889196675899	0.9833795013850416	0.5512465373961218	0.5692520775623269	0.5609418282548476	1.0	0.5637119113573407	0.5623268698060941	0.9639889196675899	0.5623268698060941	0.5526315789473685	0.5664819944598338
ENSCJAT00000055482	0.5484764542936288	0.5734072022160664	0.1842105263157895	0.9778393351800554	0.3628808864265928	0.5637119113573407	1.0	0.2036011080332409	0.5470914127423823	0.19390581717451527	0.1842105263157895	0.3614958448753463
ENSCJAT00000095513	0.5526315789473685	0.5706371191135734	0.8601108033240997	0.19806094182825484	0.8407202216066482	0.5623268698060941	0.2036011080332409	1.0	0.554016620498615	0.8781163434903048	0.8614958448753463	0.8351800554016621
ENSPTET00000031301	0.9958448753462604	0.961218836565097	0.5678670360110804	0.5443213296398892	0.5512465373961218	0.9639889196675899	0.5470914127423823	0.554016620498615	1.0	0.5470914127423823	0.5706371191135734	0.5526315789473685
ENSANAT00000044704	0.5457063711911357	0.554016620498615	0.9722991689750692	0.1911357340720221	0.8268698060941828	0.5623268698060941	0.19390581717451527	0.8781163434903048	0.5470914127423823	1.0	0.9736842105263158	0.832409972299169
ENSPTET00000031304	0.5678670360110804	0.5512465373961218	0.9972299168975071	0.18005540166204992	0.8088642659279779	0.5526315789473685	0.1842105263157895	0.8614958448753463	0.5706371191135734	0.9736842105263158	1.0	0.8102493074792244
ENSANAT00000044702	0.5512465373961218	0.5609418282548476	0.8088642659279779	0.3587257617728532	0.994459833795014	0.5664819944598338	0.3614958448753463	0.8351800554016621	0.5526315789473685	0.832409972299169	0.8102493074792244	1.0
