	ENSARWT00000014589	ENSAOWT00000021038	ENSAOWT00000021043	ENSDNVT00000028484	ENSAHAT00000024731	ENSARWT00000014590	ENSARWT00000014587	ENSDNVT00000028498	ENSDNVT00000028487	ENSDNVT00000028493	ENSDNVT00000028490
ENSARWT00000014589	1.0	0.99929676511955	0.99929676511955	0.9247538677918424	0.9985935302391	1.0	1.0	0.9585091420534458	0.9753867791842477	0.9922644163150492	0.9922644163150492
ENSAOWT00000021038	0.99929676511955	1.0	1.0	0.9240506329113924	0.99929676511955	0.99929676511955	0.99929676511955	0.9578059071729956	0.9746835443037974	0.9915611814345991	0.9915611814345991
ENSAOWT00000021043	0.99929676511955	1.0	1.0	0.9240506329113924	0.99929676511955	0.99929676511955	0.99929676511955	0.9578059071729956	0.9746835443037974	0.9915611814345991	0.9915611814345991
ENSDNVT00000028484	0.9247538677918424	0.9240506329113924	0.9240506329113924	1.0	0.9233473980309423	0.9247538677918424	0.9247538677918424	0.8987341772151899	0.9156118143459916	0.9324894514767932	0.9324894514767932
ENSAHAT00000024731	0.9985935302391	0.99929676511955	0.99929676511955	0.9233473980309423	1.0	0.9985935302391	0.9985935302391	0.9571026722925458	0.9739803094233472	0.990857946554149	0.990857946554149
ENSARWT00000014590	1.0	0.99929676511955	0.99929676511955	0.9247538677918424	0.9985935302391	1.0	1.0	0.9585091420534458	0.9753867791842477	0.9922644163150492	0.9922644163150492
ENSARWT00000014587	1.0	0.99929676511955	0.99929676511955	0.9247538677918424	0.9985935302391	1.0	1.0	0.9585091420534458	0.9753867791842477	0.9922644163150492	0.9922644163150492
ENSDNVT00000028498	0.9585091420534458	0.9578059071729956	0.9578059071729956	0.8987341772151899	0.9571026722925458	0.9585091420534458	0.9585091420534458	1.0	0.9493670886075948	0.9662447257383966	0.9662447257383966
ENSDNVT00000028487	0.9753867791842477	0.9746835443037974	0.9746835443037974	0.9156118143459916	0.9739803094233472	0.9753867791842477	0.9753867791842477	0.9493670886075948	1.0	0.9831223628691984	0.9831223628691984
ENSDNVT00000028493	0.9922644163150492	0.9915611814345991	0.9915611814345991	0.9324894514767932	0.990857946554149	0.9922644163150492	0.9922644163150492	0.9662447257383966	0.9831223628691984	1.0	1.0
ENSDNVT00000028490	0.9922644163150492	0.9915611814345991	0.9915611814345991	0.9324894514767932	0.990857946554149	0.9922644163150492	0.9922644163150492	0.9662447257383966	0.9831223628691984	1.0	1.0
