,ENSPCAT00000016088,ENSETET00000008748,ENSLAFT00000008540,ENSCCNT00000037498,ENSDORT00000006586,ENSOPRT00000003313,ENSTBET00000012411,ENSDNOT00000039809,ENSOCUT00000007793,ENSLAFT00000034172
ENSPCAT00000016088,1.0,0.6696258719086874,0.8744451490171211,0.7888395688015218,0.7856689917564997,0.6880152187698161,0.6886493341788206,0.8351299936588459,0.8383005707038681,0.8402029169308814
ENSETET00000008748,0.6696258719086874,1.0,0.7108433734939759,0.6518706404565631,0.6461636017755231,0.6949904882688649,0.689283449587825,0.6842105263157895,0.6848446417247939,0.6759670259987318
ENSLAFT00000008540,0.8744451490171211,0.7108433734939759,1.0,0.8414711477488903,0.8224476854787571,0.7285986049461002,0.7362079898541535,0.8807863031071655,0.8890298034242232,0.958148383005707
ENSCCNT00000037498,0.7888395688015218,0.6518706404565631,0.8414711477488903,1.0,0.8928344958782498,0.7152821813570069,0.7228915662650602,0.8344958782498415,0.8693722257450857,0.8833227647431833
ENSDORT00000006586,0.7856689917564997,0.6461636017755231,0.8224476854787571,0.8928344958782498,1.0,0.6848446417247939,0.6886493341788206,0.8097653772986684,0.833861762840837,0.8642993024730501
ENSOPRT00000003313,0.6880152187698161,0.6949904882688649,0.7285986049461002,0.7152821813570069,0.6848446417247939,1.0,0.8763474952441345,0.7190868738110336,0.7710843373493976,0.6987951807228916
ENSTBET00000012411,0.6886493341788206,0.689283449587825,0.7362079898541535,0.7228915662650602,0.6886493341788206,0.8763474952441345,1.0,0.7266962587190868,0.7590361445783133,0.7025998731769182
ENSDNOT00000039809,0.8351299936588459,0.6842105263157895,0.8807863031071655,0.8344958782498415,0.8097653772986684,0.7190868738110336,0.7266962587190868,1.0,0.8738110336081166,0.844007609384908
ENSOCUT00000007793,0.8383005707038681,0.6848446417247939,0.8890298034242232,0.8693722257450857,0.833861762840837,0.7710843373493976,0.7590361445783133,0.8738110336081166,1.0,0.8579581483830057
ENSLAFT00000034172,0.8402029169308814,0.6759670259987318,0.958148383005707,0.8833227647431833,0.8642993024730501,0.6987951807228916,0.7025998731769182,0.844007609384908,0.8579581483830057,1.0
