,ENSAOWT00000004230,ENSNPET00000009860,ENSAHAT00000027035,ENSNPET00000009856,ENSAHAT00000027038,ENSNPET00000009848,ENSAOWT00000004227,ENSAOWT00000004235,ENSARWT00000007904,ENSDNVT00000018638
ENSAOWT00000004230,1.0,0.441711229946524,0.4577540106951872,0.49732620320855614,0.23208556149732618,0.22139037433155084,1.0,0.8032085561497326,0.8021390374331551,0.7871657754010695
ENSNPET00000009860,0.441711229946524,1.0,0.9743315508021391,0.9433155080213904,0.3197860962566845,0.3197860962566845,0.441711229946524,0.38395721925133697,0.3850267379679144,0.3850267379679144
ENSAHAT00000027035,0.4577540106951872,0.9743315508021391,1.0,0.9390374331550803,0.3262032085561497,0.3262032085561497,0.4577540106951872,0.4,0.4,0.39358288770053473
ENSNPET00000009856,0.49732620320855614,0.9433155080213904,0.9390374331550803,1.0,0.3294117647058823,0.3294117647058823,0.49732620320855614,0.439572192513369,0.44064171122994655,0.44064171122994655
ENSAHAT00000027038,0.23208556149732618,0.3197860962566845,0.3262032085561497,0.3294117647058823,1.0,0.9807486631016042,0.23208556149732618,0.42887700534759365,0.427807486631016,0.41925133689839567
ENSNPET00000009848,0.22139037433155084,0.3197860962566845,0.3262032085561497,0.3294117647058823,0.9807486631016042,1.0,0.22139037433155084,0.4096256684491979,0.40855614973262033,0.4128342245989305
ENSAOWT00000004227,1.0,0.441711229946524,0.4577540106951872,0.49732620320855614,0.23208556149732618,0.22139037433155084,1.0,0.8032085561497326,0.8021390374331551,0.7871657754010695
ENSAOWT00000004235,0.8032085561497326,0.38395721925133697,0.4,0.439572192513369,0.42887700534759365,0.4096256684491979,0.8032085561497326,1.0,0.9978609625668449,0.9786096256684492
ENSARWT00000007904,0.8021390374331551,0.3850267379679144,0.4,0.44064171122994655,0.427807486631016,0.40855614973262033,0.8021390374331551,0.9978609625668449,1.0,0.9786096256684492
ENSDNVT00000018638,0.7871657754010695,0.3850267379679144,0.39358288770053473,0.44064171122994655,0.41925133689839567,0.4128342245989305,0.7871657754010695,0.9786096256684492,0.9786096256684492,1.0
