,ENSPPYT00000012847,ENSRBIT00000022866,ENSPPAT00000058999,ENSPTET00000033592,ENSMMUT00000081251,ENSNLET00000008614,ENSMLET00000030362,ENSMNET00000002853,ENSMFAT00000016747,ENSPTRT00000100513,ENSGGOT00000032355,ENSRROT00000050221,ENST00000618797,ENSPTRT00000025231,ENSTGET00000029329,ENST00000324384,ENST00000356562,ENSPANT00000006684,ENSCATT00000053163
ENSPPYT00000012847,1.0,0.9469026548672567,0.9852507374631269,0.9351032448377581,0.9469026548672567,0.9823008849557522,0.9469026548672567,0.9469026548672567,0.9469026548672567,0.7079646017699115,0.9793510324483776,0.943952802359882,0.9823008849557522,0.9852507374631269,0.9498525073746312,0.9823008849557522,0.9823008849557522,0.9498525073746312,0.943952802359882
ENSRBIT00000022866,0.9469026548672567,1.0,0.9498525073746312,0.9852507374631269,0.9823008849557522,0.9410029498525073,0.9823008849557522,0.9823008849557522,0.9823008849557522,0.6784660766961652,0.943952802359882,0.9970501474926253,0.9469026548672567,0.9498525073746312,0.9852507374631269,0.9469026548672567,0.9469026548672567,0.9852507374631269,0.9793510324483776
ENSPPAT00000058999,0.9852507374631269,0.9498525073746312,1.0,0.9380530973451328,0.9557522123893806,0.9852507374631269,0.9498525073746312,0.9557522123893806,0.9557522123893806,0.7168141592920354,0.9882005899705014,0.9469026548672567,0.9911504424778761,1.0,0.9528023598820059,0.9911504424778761,0.9911504424778761,0.9528023598820059,0.9469026548672567
ENSPTET00000033592,0.9351032448377581,0.9852507374631269,0.9380530973451328,1.0,0.976401179941003,0.9292035398230089,0.976401179941003,0.976401179941003,0.976401179941003,0.6696165191740413,0.9380530973451328,0.9823008849557522,0.9410029498525073,0.9380530973451328,0.9793510324483776,0.9410029498525073,0.9410029498525073,0.9793510324483776,0.9734513274336283
ENSMMUT00000081251,0.9469026548672567,0.9823008849557522,0.9557522123893806,0.976401179941003,1.0,0.9410029498525073,0.9941002949852508,1.0,1.0,0.6843657817109144,0.9498525073746312,0.9793510324483776,0.9528023598820059,0.9557522123893806,0.9970501474926253,0.9528023598820059,0.9528023598820059,0.9970501474926253,0.9911504424778761
ENSNLET00000008614,0.9823008849557522,0.9410029498525073,0.9852507374631269,0.9292035398230089,0.9410029498525073,1.0,0.9410029498525073,0.9410029498525073,0.9410029498525073,0.7020648967551623,0.9793510324483776,0.9380530973451328,0.9823008849557522,0.9852507374631269,0.943952802359882,0.9823008849557522,0.9823008849557522,0.943952802359882,0.9380530973451328
ENSMLET00000030362,0.9469026548672567,0.9823008849557522,0.9498525073746312,0.976401179941003,0.9941002949852508,0.9410029498525073,1.0,0.9941002949852508,0.9941002949852508,0.6784660766961652,0.9498525073746312,0.9793510324483776,0.9528023598820059,0.9498525073746312,0.9970501474926253,0.9528023598820059,0.9528023598820059,0.9970501474926253,0.9941002949852508
ENSMNET00000002853,0.9469026548672567,0.9823008849557522,0.9557522123893806,0.976401179941003,1.0,0.9410029498525073,0.9941002949852508,1.0,1.0,0.6843657817109144,0.9498525073746312,0.9793510324483776,0.9528023598820059,0.9557522123893806,0.9970501474926253,0.9528023598820059,0.9528023598820059,0.9970501474926253,0.9911504424778761
ENSMFAT00000016747,0.9469026548672567,0.9823008849557522,0.9557522123893806,0.976401179941003,1.0,0.9410029498525073,0.9941002949852508,1.0,1.0,0.6843657817109144,0.9498525073746312,0.9793510324483776,0.9528023598820059,0.9557522123893806,0.9970501474926253,0.9528023598820059,0.9528023598820059,0.9970501474926253,0.9911504424778761
ENSPTRT00000100513,0.7079646017699115,0.6784660766961652,0.7168141592920354,0.6696165191740413,0.6843657817109144,0.7020648967551623,0.6784660766961652,0.6843657817109144,0.6843657817109144,1.0,0.7050147492625368,0.6755162241887905,0.7109144542772862,0.7168141592920354,0.6814159292035398,0.7109144542772862,0.7109144542772862,0.6814159292035398,0.6755162241887905
ENSGGOT00000032355,0.9793510324483776,0.943952802359882,0.9882005899705014,0.9380530973451328,0.9498525073746312,0.9793510324483776,0.9498525073746312,0.9498525073746312,0.9498525073746312,0.7050147492625368,1.0,0.9410029498525073,0.9911504424778761,0.9882005899705014,0.9528023598820059,0.9911504424778761,0.9911504424778761,0.9528023598820059,0.9469026548672567
ENSRROT00000050221,0.943952802359882,0.9970501474926253,0.9469026548672567,0.9823008849557522,0.9793510324483776,0.9380530973451328,0.9793510324483776,0.9793510324483776,0.9793510324483776,0.6755162241887905,0.9410029498525073,1.0,0.943952802359882,0.9469026548672567,0.9823008849557522,0.943952802359882,0.943952802359882,0.9823008849557522,0.976401179941003
ENST00000618797,0.9823008849557522,0.9469026548672567,0.9911504424778761,0.9410029498525073,0.9528023598820059,0.9823008849557522,0.9528023598820059,0.9528023598820059,0.9528023598820059,0.7109144542772862,0.9911504424778761,0.943952802359882,1.0,0.9911504424778761,0.9557522123893806,1.0,1.0,0.9557522123893806,0.9498525073746312
ENSPTRT00000025231,0.9852507374631269,0.9498525073746312,1.0,0.9380530973451328,0.9557522123893806,0.9852507374631269,0.9498525073746312,0.9557522123893806,0.9557522123893806,0.7168141592920354,0.9882005899705014,0.9469026548672567,0.9911504424778761,1.0,0.9528023598820059,0.9911504424778761,0.9911504424778761,0.9528023598820059,0.9469026548672567
ENSTGET00000029329,0.9498525073746312,0.9852507374631269,0.9528023598820059,0.9793510324483776,0.9970501474926253,0.943952802359882,0.9970501474926253,0.9970501474926253,0.9970501474926253,0.6814159292035398,0.9528023598820059,0.9823008849557522,0.9557522123893806,0.9528023598820059,1.0,0.9557522123893806,0.9557522123893806,1.0,0.9941002949852508
ENST00000324384,0.9823008849557522,0.9469026548672567,0.9911504424778761,0.9410029498525073,0.9528023598820059,0.9823008849557522,0.9528023598820059,0.9528023598820059,0.9528023598820059,0.7109144542772862,0.9911504424778761,0.943952802359882,1.0,0.9911504424778761,0.9557522123893806,1.0,1.0,0.9557522123893806,0.9498525073746312
ENST00000356562,0.9823008849557522,0.9469026548672567,0.9911504424778761,0.9410029498525073,0.9528023598820059,0.9823008849557522,0.9528023598820059,0.9528023598820059,0.9528023598820059,0.7109144542772862,0.9911504424778761,0.943952802359882,1.0,0.9911504424778761,0.9557522123893806,1.0,1.0,0.9557522123893806,0.9498525073746312
ENSPANT00000006684,0.9498525073746312,0.9852507374631269,0.9528023598820059,0.9793510324483776,0.9970501474926253,0.943952802359882,0.9970501474926253,0.9970501474926253,0.9970501474926253,0.6814159292035398,0.9528023598820059,0.9823008849557522,0.9557522123893806,0.9528023598820059,1.0,0.9557522123893806,0.9557522123893806,1.0,0.9941002949852508
ENSCATT00000053163,0.943952802359882,0.9793510324483776,0.9469026548672567,0.9734513274336283,0.9911504424778761,0.9380530973451328,0.9941002949852508,0.9911504424778761,0.9911504424778761,0.6755162241887905,0.9469026548672567,0.976401179941003,0.9498525073746312,0.9469026548672567,0.9941002949852508,0.9498525073746312,0.9498525073746312,0.9941002949852508,1.0
