	ENSMMOT00000002841	ENSMMOT00000002840	ENSELUT00000002354	ENSCHAT00000061396	ENSSDUT00000007473	ENSHHUT00000028037	ENSLCAT00010038096	ENSLCAT00010038098	ENSTRUT00000042298	ENSCHAT00000061410	ENSCGOT00000054807	ENSCGOT00000054804	ENSMALT00000022013	ENSLCAT00010038100	ENSSDUT00000007360	ENSELUT00000002367	ENSCSET00000013899	ENSSMAT00000000714	ENSSDUT00000007396	ENSHHUT00000016020	ENSMAMT00000015545
ENSMMOT00000002841	1.0	0.9365027142622142	0.627405823326205	0.5987826945221254	0.9105938476723144	0.9098535943411744	0.9270439216976476	0.9250699128146076	0.5982069419312387	0.6081592367165652	0.9607665734495804	0.9576410593847672	0.9192301365356144	0.9779569008060536	0.5691725612765257	0.9479355157098208	0.5040302681362067	0.9205461424576412	0.5738608323737456	0.8466030597137687	0.9792729067280804
ENSMMOT00000002840	0.9365027142622142	1.0	0.6064319789439052	0.5743543345945057	0.9531995393979272	0.8812304655370949	0.979355157098207	0.9670998519493338	0.5602895213028458	0.5837308767889455	0.947853265339694	0.950814278664254	0.9600263201184406	0.9286066787300544	0.5405494324724461	0.9269616713275208	0.4590393156769206	0.9344464550090475	0.5452377035696659	0.8179799309096891	0.9314854416844875
ENSELUT00000002354	0.627405823326205	0.6064319789439052	1.0	0.74543510445797	0.5883368975160388	0.6049514722816253	0.6054449745023852	0.6034709656193453	0.5394801776607995	0.7548116466524101	0.6298733344300049	0.627405823326205	0.6185227833525251	0.6230465537094917	0.4508965290343807	0.6761802928113176	0.4192301365356144	0.6253495640730383	0.4555848001316005	0.6589077150847179	0.6292153314689916
ENSCHAT00000061396	0.5987826945221254	0.5743543345945057	0.74543510445797	1.0	0.5566705050172726	0.5711465701595657	0.5727093271919723	0.5707353183089324	0.5547787465043593	0.9906234578055602	0.5968086856390854	0.5943411745352855	0.581921368646159	0.5948346767560454	0.4720348741569337	0.6115315018917585	0.4461260075670341	0.5869386412238855	0.4690738608323737	0.6159730218785985	0.5962329330481987
ENSSDUT00000007473	0.9105938476723144	0.9531995393979272	0.5883368975160388	0.5566705050172726	1.0	0.8630531337391019	0.9613423260404672	0.9587103141964138	0.5407139332126994	0.5660470472117125	0.9353512090804408	0.9383944727751274	0.9484290179305808	0.9173383780227012	0.5227833525250863	0.9088665898996544	0.44629050830728745	0.9231781543016944	0.5274716236223063	0.8000493502220759	0.9164336239513078
ENSHHUT00000028037	0.9098535943411744	0.8812304655370949	0.6049514722816253	0.5711465701595657	0.8630531337391019	1.0	0.879996709985195	0.878022701102155	0.5556835005757526	0.5805231123540056	0.8844382299720349	0.8819707188682349	0.8729231781543016	0.9071393321269946	0.6207435433459451	0.9003125514064814	0.4652080934364205	0.8452048034216154	0.6254318144431651	0.9236716565224544	0.9050008225037012
ENSLCAT00010038096	0.9270439216976476	0.979355157098207	0.6054449745023852	0.5727093271919723	0.9613423260404672	0.879996709985195	1.0	0.9842079289356802	0.5578220101990459	0.5820858693864123	0.9526237868070406	0.9555848001316006	0.9666886000987004	0.9389702253660142	0.5395624280309261	0.9259746668860008	0.4628228327027472	0.9407797335088008	0.544250699128146	0.8169929264681691	0.9337884520480342
ENSLCAT00010038098	0.9250699128146076	0.9670998519493338	0.6034709656193453	0.5707353183089324	0.9587103141964138	0.878022701102155	0.9842079289356802	1.0	0.5558480013160059	0.5801118605033723	0.9506497779240006	0.9536107912485606	0.9641388386247738	0.9369962164829742	0.5375884191478861	0.9240006580029609	0.4608488238197073	0.9381477216647476	0.542276690245106	0.8150189175851291	0.9318144431649944
ENSTRUT00000042298	0.5982069419312387	0.5602895213028458	0.5394801776607995	0.5547787465043593	0.5407139332126994	0.5556835005757526	0.5578220101990459	0.5558480013160059	1.0	0.5641552886987992	0.5882546471459121	0.5857871360421122	0.5662937983220925	0.5954926797170588	0.6461589077150847	0.5800296101332456	0.6189340352031584	0.5729560783023524	0.6418818884684981	0.5752590886658989	0.5995229478532653
ENSCHAT00000061410	0.6081592367165652	0.5837308767889455	0.7548116466524101	0.9906234578055602	0.5660470472117125	0.5805231123540056	0.5820858693864123	0.5801118605033723	0.5641552886987992	1.0	0.6061852278335252	0.6037177167297253	0.5912979108405988	0.6042112189504852	0.4814114163513736	0.6209080440861984	0.4378187201842408	0.5963151834183253	0.4784504030268136	0.6253495640730383	0.6056094752426386
ENSCGOT00000054807	0.9607665734495804	0.947853265339694	0.6298733344300049	0.5968086856390854	0.9353512090804408	0.8844382299720349	0.9526237868070406	0.9506497779240006	0.5882546471459121	0.6061852278335252	1.0	0.9968744859351868	0.9435762460931074	0.9649613423260404	0.5437571969073861	0.9504030268136208	0.4874979437407469	0.9439874979437408	0.548445468004606	0.8214344464550091	0.9661950978779404
ENSCGOT00000054804	0.9576410593847672	0.950814278664254	0.627405823326205	0.5943411745352855	0.9383944727751274	0.8819707188682349	0.9555848001316006	0.9536107912485606	0.5857871360421122	0.6037177167297253	0.9968744859351868	1.0	0.946619509787794	0.9624938312222404	0.5412896858035862	0.9479355157098208	0.4850304326369468	0.9469485112683008	0.5459779569008061	0.8189669353512091	0.9630695838131272
ENSMALT00000022013	0.9192301365356144	0.9600263201184406	0.6185227833525251	0.581921368646159	0.9484290179305808	0.8729231781543016	0.9666886000987004	0.9641388386247738	0.5662937983220925	0.5912979108405988	0.9435762460931074	0.946619509787794	1.0	0.9245764105938477	0.5324066458299063	0.9187366343148544	0.4670998519493338	0.9528705379174206	0.5370949169271262	0.8285902286560289	0.9262214179963809
ENSLCAT00010038100	0.9779569008060536	0.9286066787300544	0.6230465537094917	0.5948346767560454	0.9173383780227012	0.9071393321269946	0.9389702253660142	0.9369962164829742	0.5954926797170588	0.6042112189504852	0.9649613423260404	0.9624938312222404	0.9245764105938477	1.0	0.5667050501727258	0.9457147557164008	0.5101990458957065	0.9276196742885344	0.5713933212699457	0.8441355486099688	0.9760651422931405
ENSSDUT00000007360	0.5691725612765257	0.5405494324724461	0.4508965290343807	0.4720348741569337	0.5227833525250863	0.6207435433459451	0.5395624280309261	0.5375884191478861	0.6461589077150847	0.4814114163513736	0.5437571969073861	0.5412896858035862	0.5324066458299063	0.5667050501727258	1.0	0.5585622635301859	0.5457312057904261	0.5045237703569666	0.99531172890278	0.5775620990294457	0.5644842901793058
ENSELUT00000002367	0.9479355157098208	0.9269616713275208	0.6761802928113176	0.6115315018917585	0.9088665898996544	0.9003125514064814	0.9259746668860008	0.9240006580029609	0.5800296101332456	0.6209080440861984	0.9504030268136208	0.9479355157098208	0.9187366343148544	0.9457147557164008	0.5585622635301859	1.0	0.479601908208587	0.9119098535943412	0.5632505346274058	0.8373087678894555	0.9497450238526072
ENSCSET00000013899	0.5040302681362067	0.4590393156769206	0.4192301365356144	0.4461260075670341	0.44629050830728745	0.4652080934364205	0.4628228327027472	0.4608488238197073	0.6189340352031584	0.4378187201842408	0.4874979437407469	0.4850304326369468	0.4670998519493338	0.5101990458957065	0.5457312057904261	0.479601908208587	1.0	0.47713439710478706	0.550419476887646	0.4879914459615069	0.4991774962987334
ENSSMAT00000000714	0.9205461424576412	0.9344464550090475	0.6253495640730383	0.5869386412238855	0.9231781543016944	0.8452048034216154	0.9407797335088008	0.9381477216647476	0.5729560783023524	0.5963151834183253	0.9439874979437408	0.9469485112683008	0.9528705379174206	0.9276196742885344	0.5045237703569666	0.9119098535943412	0.47713439710478706	1.0	0.5092120414541865	0.8108241487086691	0.9252344135548609
ENSSDUT00000007396	0.5738608323737456	0.5452377035696659	0.4555848001316005	0.4690738608323737	0.5274716236223063	0.6254318144431651	0.544250699128146	0.542276690245106	0.6418818884684981	0.4784504030268136	0.548445468004606	0.5459779569008061	0.5370949169271262	0.5713933212699457	0.99531172890278	0.5632505346274058	0.550419476887646	0.5092120414541865	1.0	0.5822503701266656	0.5691725612765257
ENSHHUT00000016020	0.8466030597137687	0.8179799309096891	0.6589077150847179	0.6159730218785985	0.8000493502220759	0.9236716565224544	0.8169929264681691	0.8150189175851291	0.5752590886658989	0.6253495640730383	0.8214344464550091	0.8189669353512091	0.8285902286560289	0.8441355486099688	0.5775620990294457	0.8373087678894555	0.4879914459615069	0.8108241487086691	0.5822503701266656	1.0	0.8419970389866754
ENSMAMT00000015545	0.9792729067280804	0.9314854416844875	0.6292153314689916	0.5962329330481987	0.9164336239513078	0.9050008225037012	0.9337884520480342	0.9318144431649944	0.5995229478532653	0.6056094752426386	0.9661950978779404	0.9630695838131272	0.9262214179963809	0.9760651422931405	0.5644842901793058	0.9497450238526072	0.4991774962987334	0.9252344135548609	0.5691725612765257	0.8419970389866754	1.0
