	FBtr0344198	FBtr0100501	FBtr0085828	FBtr0085829	FBtr0303228	FBtr0303227	FBtr0085830	FBtr0085825	FBtr0085826	FBtr0085827
FBtr0344198	1.0	0.9933398310591292	0.2612085769980507	0.17836257309941514	0.2612085769980507	0.17836257309941514	0.2612085769980507	0.17836257309941514	0.2612085769980507	0.17836257309941514
FBtr0100501	0.9933398310591292	1.0	0.25682261208576995	0.17397660818713456	0.25682261208576995	0.17397660818713456	0.25682261208576995	0.17397660818713456	0.25682261208576995	0.17397660818713456
FBtr0085828	0.2612085769980507	0.25682261208576995	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855
FBtr0085829	0.17836257309941514	0.17397660818713456	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0
FBtr0303228	0.2612085769980507	0.25682261208576995	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855
FBtr0303227	0.17836257309941514	0.17397660818713456	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0
FBtr0085830	0.2612085769980507	0.25682261208576995	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855
FBtr0085825	0.17836257309941514	0.17397660818713456	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0
FBtr0085826	0.2612085769980507	0.25682261208576995	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855
FBtr0085827	0.17836257309941514	0.17397660818713456	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0	0.5714749837556855	1.0
