,ENSSFOT00015009983,ENSPKIT00000041698,ENSPKIT00000041750,ENSPKIT00000041807,ENSPKIT00000041721,ENSPKIT00000006254,ENSSFOT00015009970,ENSPKIT00000006274,ENSPKIT00000006225,ENSSDUT00000017307,ENSPKIT00000041783,ENSSFOT00015027596,ENSSFOT00015009996,ENSSDUT00000017288,ENSSFOT00015027637,ENSSFOT00015009947,ENSPKIT00000006202
ENSSFOT00015009983,1.0,0.8712635869565217,0.8196331521739131,0.7764945652173914,0.8943614130434783,0.7951766304347826,0.9643342391304348,0.47282608695652173,0.7595108695652174,0.7951766304347826,0.6616847826086957,0.798233695652174,0.8899456521739131,0.6708559782608695,0.7849864130434783,0.9704483695652174,0.765625
ENSPKIT00000041698,0.8712635869565217,1.0,0.9174592391304348,0.8899456521739131,0.9653532608695652,0.7625679347826086,0.8862092391304348,0.44157608695652173,0.7781929347826086,0.772078804347826,0.6715353260869565,0.8209918478260869,0.8379755434782609,0.6460597826086957,0.7561141304347826,0.8916440217391305,0.7836277173913043
ENSPKIT00000041750,0.8196331521739131,0.9174592391304348,1.0,0.8094429347826086,0.8848505434782609,0.845108695652174,0.834578804347826,0.5241168478260869,0.860733695652174,0.8546195652173914,0.7520380434782609,0.765625,0.920516304347826,0.7286005434782609,0.7615489130434783,0.8400135869565217,0.8661684782608695
ENSPKIT00000041807,0.7764945652173914,0.8899456521739131,0.8094429347826086,1.0,0.8573369565217391,0.6661005434782609,0.7914402173913043,0.34510869565217384,0.6817255434782609,0.6803668478260869,0.5614809782608695,0.7608695652173914,0.7432065217391305,0.5543478260869565,0.7299592391304348,0.796875,0.6871603260869565
ENSPKIT00000041721,0.8943614130434783,0.9653532608695652,0.8848505434782609,0.8573369565217391,1.0,0.7856657608695652,0.8709239130434783,0.47622282608695654,0.7622282608695652,0.8067255434782609,0.7041440217391305,0.8046875,0.811141304347826,0.6807065217391305,0.7907608695652174,0.8648097826086957,0.7561141304347826
ENSPKIT00000006254,0.7951766304347826,0.7625679347826086,0.845108695652174,0.6661005434782609,0.7856657608695652,1.0,0.7595108695652174,0.6460597826086957,0.9643342391304348,0.8291440217391305,0.6871603260869565,0.6800271739130435,0.8461277173913043,0.7007472826086957,0.7292798913043478,0.765625,0.9704483695652174
ENSSFOT00015009970,0.9643342391304348,0.8862092391304348,0.834578804347826,0.7914402173913043,0.8709239130434783,0.7595108695652174,1.0,0.44938858695652173,0.7934782608695652,0.7717391304347826,0.6382472826086957,0.8288043478260869,0.9133831521739131,0.6474184782608695,0.7615489130434783,0.9938858695652174,0.7873641304347826
ENSPKIT00000006274,0.47282608695652173,0.44157608695652173,0.5241168478260869,0.34510869565217384,0.47622282608695654,0.6460597826086957,0.44938858695652173,1.0,0.6226222826086957,0.5258152173913043,0.6912364130434783,0.4313858695652174,0.5237771739130435,0.6103940217391305,0.42934782608695654,0.44327445652173914,0.6165081521739131
ENSPKIT00000006225,0.7595108695652174,0.7781929347826086,0.860733695652174,0.6817255434782609,0.7622282608695652,0.9643342391304348,0.7934782608695652,0.6226222826086957,1.0,0.8057065217391305,0.6637228260869565,0.7109375,0.8678668478260869,0.6773097826086957,0.7058423913043478,0.7873641304347826,0.9938858695652174
ENSSDUT00000017307,0.7951766304347826,0.772078804347826,0.8546195652173914,0.6803668478260869,0.8067255434782609,0.8291440217391305,0.7717391304347826,0.5258152173913043,0.8057065217391305,1.0,0.7167119565217391,0.7126358695652174,0.8461277173913043,0.8315217391304348,0.764266304347826,0.765625,0.7995923913043478
