	ENSMSIT00000012868	ENSMSIT00000012857	ENSCCNT00000039086	MGP_PahariEiJ_T0016210	MGP_CAROLIEiJ_T0079342	ENSMUGT00000013172	ENSMOCT00000018473	ENSDORT00000002820	ENSMUGT00000011605	ENSRNOT00000073798	ENSRNOT00000071503	MGP_SPRETEiJ_T0082675	ENSRNOT00000071054	ENSMUST00000085422	ENSRNOT00000070899
ENSMSIT00000012868	1.0	0.808955223880597	0.5671641791044776	0.7791044776119403	0.7895522388059701	0.7104477611940299	0.6656716417910448	0.5537313432835821	0.6447761194029851	0.7238805970149254	0.7238805970149254	0.8059701492537313	0.8238805970149253	0.8029850746268656	0.8238805970149253
ENSMSIT00000012857	0.808955223880597	1.0	0.7522388059701492	0.9611940298507464	0.971641791044776	0.6820895522388061	0.8522388059701492	0.7343283582089553	0.8298507462686567	0.9104477611940298	0.9104477611940298	0.9880597014925372	0.7895522388059701	0.9940298507462688	0.7895522388059701
ENSCCNT00000039086	0.5671641791044776	0.7522388059701492	1.0	0.7477611940298508	0.7477611940298508	0.5955223880597015	0.7671641791044777	0.7611940298507462	0.7358208955223879	0.7522388059701492	0.7522388059701492	0.7447761194029849	0.6313432835820896	0.7477611940298508	0.6313432835820896
MGP_PahariEiJ_T0016210	0.7791044776119403	0.9611940298507464	0.7477611940298508	1.0	0.9656716417910448	0.6835820895522388	0.8641791044776119	0.7328358208955223	0.8313432835820895	0.9164179104477612	0.9164179104477612	0.9701492537313432	0.7955223880597015	0.964179104477612	0.7955223880597015
MGP_CAROLIEiJ_T0079342	0.7895522388059701	0.971641791044776	0.7477611940298508	0.9656716417910448	1.0	0.6746268656716418	0.8507462686567164	0.7328358208955223	0.8208955223880597	0.9044776119402984	0.9044776119402984	0.9746268656716418	0.7835820895522388	0.9746268656716418	0.7835820895522388
ENSMUGT00000013172	0.7104477611940299	0.6820895522388061	0.5955223880597015	0.6835820895522388	0.6746268656716418	1.0	0.6955223880597015	0.5791044776119403	0.8477611940298507	0.6895522388059702	0.6895522388059702	0.6805970149253732	0.7746268656716417	0.6835820895522388	0.7746268656716417
ENSMOCT00000018473	0.6656716417910448	0.8522388059701492	0.7671641791044777	0.8641791044776119	0.8507462686567164	0.6955223880597015	1.0	0.7223880597014926	0.8417910447761194	0.8641791044776119	0.8641791044776119	0.8522388059701492	0.7432835820895523	0.8582089552238806	0.7432835820895523
ENSDORT00000002820	0.5537313432835821	0.7343283582089553	0.7611940298507462	0.7328358208955223	0.7328358208955223	0.5791044776119403	0.7223880597014926	1.0	0.7194029850746269	0.7298507462686568	0.7298507462686568	0.7328358208955223	0.6089552238805971	0.7343283582089553	0.6089552238805971
ENSMUGT00000011605	0.6447761194029851	0.8298507462686567	0.7358208955223879	0.8313432835820895	0.8208955223880597	0.8477611940298507	0.8417910447761194	0.7194029850746269	1.0	0.8373134328358209	0.8373134328358209	0.8298507462686567	0.7164179104477612	0.8328358208955224	0.7164179104477612
ENSRNOT00000073798	0.7238805970149254	0.9104477611940298	0.7522388059701492	0.9164179104477612	0.9044776119402984	0.6895522388059702	0.8641791044776119	0.7298507462686568	0.8373134328358209	1.0	1.0	0.9104477611940298	0.8791044776119403	0.9134328358208956	0.8791044776119403
ENSRNOT00000071503	0.7238805970149254	0.9104477611940298	0.7522388059701492	0.9164179104477612	0.9044776119402984	0.6895522388059702	0.8641791044776119	0.7298507462686568	0.8373134328358209	1.0	1.0	0.9104477611940298	0.8791044776119403	0.9134328358208956	0.8791044776119403
MGP_SPRETEiJ_T0082675	0.8059701492537313	0.9880597014925372	0.7447761194029849	0.9701492537313432	0.9746268656716418	0.6805970149253732	0.8522388059701492	0.7328358208955223	0.8298507462686567	0.9104477611940298	0.9104477611940298	1.0	0.7895522388059701	0.9910447761194029	0.7895522388059701
ENSRNOT00000071054	0.8238805970149253	0.7895522388059701	0.6313432835820896	0.7955223880597015	0.7835820895522388	0.7746268656716417	0.7432835820895523	0.6089552238805971	0.7164179104477612	0.8791044776119403	0.8791044776119403	0.7895522388059701	1.0	0.7925373134328358	1.0
ENSMUST00000085422	0.8029850746268656	0.9940298507462688	0.7477611940298508	0.964179104477612	0.9746268656716418	0.6835820895522388	0.8582089552238806	0.7343283582089553	0.8328358208955224	0.9134328358208956	0.9134328358208956	0.9910447761194029	0.7925373134328358	1.0	0.7925373134328358
ENSRNOT00000070899	0.8238805970149253	0.7895522388059701	0.6313432835820896	0.7955223880597015	0.7835820895522388	0.7746268656716417	0.7432835820895523	0.6089552238805971	0.7164179104477612	0.8791044776119403	0.8791044776119403	0.7895522388059701	1.0	0.7925373134328358	1.0
