	ENSGGOT00000045825	ENSMFAT00000040722	ENSPANT00000042580	ENSRROT00000014709	ENSNLET00000059206	ENSMNET00000030278	ENSPTRT00000100410	ENSTGET00000014403	ENSMLET00000006764	ENSPTRT00000101911	ENSPPAT00000060105	ENSRBIT00000036458	ENSCATT00000025176
ENSGGOT00000045825	1.0	0.42364532019704426	0.42364532019704426	0.3497536945812808	0.4334975369458128	0.4220032840722496	0.444991789819376	0.4220032840722496	0.42364532019704426	0.4433497536945813	0.4433497536945813	0.3497536945812808	0.18883415435139567
ENSMFAT00000040722	0.42364532019704426	1.0	0.9967159277504104	0.8998357963875205	0.90311986863711	0.9983579638752051	0.9064039408866996	0.9950738916256158	0.9983579638752051	0.9047619047619048	0.9047619047619048	0.8998357963875205	0.7471264367816092
ENSPANT00000042580	0.42364532019704426	0.9967159277504104	1.0	0.8965517241379308	0.8998357963875205	0.9950738916256158	0.90311986863711	0.9934318555008209	0.9950738916256158	0.9014778325123152	0.9014778325123152	0.8965517241379308	0.7438423645320197
ENSRROT00000014709	0.3497536945812808	0.8998357963875205	0.8965517241379308	1.0	0.8243021346469622	0.8998357963875205	0.8275862068965517	0.8965517241379308	0.8981937602627258	0.8259441707717571	0.8259441707717571	1.0	0.8111658456486043
ENSNLET00000059206	0.4334975369458128	0.90311986863711	0.8998357963875205	0.8243021346469622	1.0	0.9014778325123152	0.9802955665024632	0.8981937602627258	0.9014778325123152	0.9786535303776684	0.9770114942528736	0.8243021346469622	0.6666666666666666
ENSMNET00000030278	0.4220032840722496	0.9983579638752051	0.9950738916256158	0.8998357963875205	0.9014778325123152	1.0	0.9047619047619048	0.9934318555008209	0.9967159277504104	0.90311986863711	0.90311986863711	0.8998357963875205	0.7471264367816092
ENSPTRT00000100410	0.444991789819376	0.9064039408866996	0.90311986863711	0.8275862068965517	0.9802955665024632	0.9047619047619048	1.0	0.9014778325123152	0.9047619047619048	0.9983579638752051	0.9967159277504104	0.8275862068965517	0.6732348111658456
ENSTGET00000014403	0.4220032840722496	0.9950738916256158	0.9934318555008209	0.8965517241379308	0.8981937602627258	0.9934318555008209	0.9014778325123152	1.0	0.9967159277504104	0.8998357963875205	0.8998357963875205	0.8965517241379308	0.7438423645320197
ENSMLET00000006764	0.42364532019704426	0.9983579638752051	0.9950738916256158	0.8981937602627258	0.9014778325123152	0.9967159277504104	0.9047619047619048	0.9967159277504104	1.0	0.90311986863711	0.90311986863711	0.8981937602627258	0.7454844006568144
ENSPTRT00000101911	0.4433497536945813	0.9047619047619048	0.9014778325123152	0.8259441707717571	0.9786535303776684	0.90311986863711	0.9983579638752051	0.8998357963875205	0.90311986863711	1.0	0.9983579638752051	0.8259441707717571	0.6715927750410509
ENSPPAT00000060105	0.4433497536945813	0.9047619047619048	0.9014778325123152	0.8259441707717571	0.9770114942528736	0.90311986863711	0.9967159277504104	0.8998357963875205	0.90311986863711	0.9983579638752051	1.0	0.8259441707717571	0.6715927750410509
ENSRBIT00000036458	0.3497536945812808	0.8998357963875205	0.8965517241379308	1.0	0.8243021346469622	0.8998357963875205	0.8275862068965517	0.8965517241379308	0.8981937602627258	0.8259441707717571	0.8259441707717571	1.0	0.8111658456486043
ENSCATT00000025176	0.18883415435139567	0.7471264367816092	0.7438423645320197	0.8111658456486043	0.6666666666666666	0.7471264367816092	0.6732348111658456	0.7438423645320197	0.7454844006568144	0.6715927750410509	0.6715927750410509	0.8111658456486043	1.0
