	ENSDCDT00000022331	ENSDCDT00000022334	ENSDCDT00000022337	ENSDCDT00000022339	ENSCHAT00000058198	ENSPNAT00000038525	ENSCHAT00000058410	ENSCHAT00000058433	ENSPNAT00000026230	ENSPSIT00000019915	ENSDCDT00000022313	ENSCHAT00000058187	ENSDCDT00000022323	ENSDCDT00000022321	ENSCHAT00000058444	ENSDCDT00000022324	ENSPSIT00000002546	ENSCHAT00000058404	ENSDCDT00000022315	ENSCHAT00000058421	ENSSCAT00000008446	ENSCHAT00000058315	ENSCHAT00000058318	ENSCHAT00000058330
ENSDCDT00000022331	1.0	0.9870045484080572	0.9614468269439028	0.9672947801602771	0.8158977691141434	0.8726445743989604	0.8581329867879576	0.8598657136668832	0.850985488412389	0.4396794455273987	0.9527831925492743	0.8169807234134719	0.9449859215941088	0.94087069525666	0.8646307125839292	0.94996751137102	0.4466103530431016	0.8416720814381633	0.936538878059346	0.8473034437946718	0.39896036387264455	0.8657136668832576	0.8531513970110461	0.8544509421702404
ENSDCDT00000022334	0.9870045484080572	1.0	0.9623131903833658	0.9681611435997399	0.8167641325536062	0.8737275286982891	0.8589993502274204	0.8607320771063461	0.8520684427117176	0.4435780810049816	0.9536495559887372	0.8178470868529348	0.9458522850335715	0.9417370586961229	0.8654970760233918	0.9508338748104829	0.4496426250812216	0.8425384448776262	0.9374052414988088	0.8438379900368205	0.4028589993502274	0.8665800303227204	0.854017760450509	0.8553173056097033
ENSDCDT00000022337	0.9614468269439028	0.9623131903833658	1.0	0.9512670565302144	0.8007364089235435	0.8583495776478233	0.8429716265973576	0.8447043534762833	0.8366904916612519	0.4604721680745072	0.9367554689192116	0.8018193632228721	0.928958197964046	0.9248429716265972	0.8494693523933291	0.9339397877409572	0.4674030755902101	0.8265107212475633	0.9205111544292832	0.8189300411522634	0.41975308641975306	0.8505523066926576	0.8379900368204461	0.8392895819796404
ENSDCDT00000022339	0.9672947801602771	0.9681611435997399	0.9512670565302144	1.0	0.8390729911197747	0.8641975308641975	0.883474117392246	0.8847736625514403	0.8425384448776262	0.463721030972493	0.942603422135586	0.8401559454191033	0.9348061511804202	0.9306909248429716	0.8899718431882174	0.9397877409573316	0.4405458089668616	0.8648473034437947	0.9263591076456572	0.8572666233484947	0.4230019493177388	0.8756768464370803	0.8763266190166775	0.8776261641758718
ENSCHAT00000058198	0.8158977691141434	0.8167641325536062	0.8007364089235435	0.8390729911197747	1.0	0.8126489062161577	0.9324236517218972	0.9306909248429716	0.8401559454191033	0.4596058046350444	0.8496859432531947	0.9640459172622916	0.8347411739224605	0.8377734459605805	0.9389213775178687	0.8466536712150747	0.43794671864847295	0.9387047866580028	0.8360407190816548	0.9291747888239116	0.4089235434264674	0.9254927442061944	0.9525666016894088	0.9287416071041802
ENSPNAT00000038525	0.8726445743989604	0.8737275286982891	0.8583495776478233	0.8641975308641975	0.8126489062161577	1.0	0.8566168507688976	0.8581329867879576	0.9594975092051116	0.4444444444444444	0.8559670781893004	0.8132986787957548	0.8455707169157461	0.8440545808966862	0.863114576564869	0.8531513970110461	0.4513753519601473	0.8390729911197747	0.8423218540177605	0.8314923110244747	0.4056746805284817	0.8637643491444661	0.8514186701321205	0.8527182152913148
ENSCHAT00000058410	0.8581329867879576	0.8589993502274204	0.8429716265973576	0.883474117392246	0.9324236517218972	0.8566168507688976	1.0	0.9831059129304744	0.8330084470435347	0.4544076239982673	0.8423218540177605	0.9315572882824344	0.8317089018843404	0.8304093567251462	0.9935022742040286	0.8392895819796404	0.4307992202729045	0.965995235001083	0.8286766298462205	0.9564652371669916	0.4169374052414988	0.9779077322936972	0.9798570500324886	0.9811565951916827
ENSCHAT00000058433	0.8598657136668832	0.8607320771063461	0.8447043534762833	0.8847736625514403	0.9306909248429716	0.8581329867879576	0.9831059129304744	1.0	0.8345245830625948	0.4557071691574616	0.8440545808966862	0.9298245614035088	0.8334416287632662	0.8321420836040719	0.9896036387264456	0.8410223088585662	0.4323153562919645	0.9642625081221572	0.8304093567251462	0.9547325102880658	0.4182369504006931	0.9774745505739658	0.9781243231535628	0.9794238683127572
ENSPNAT00000026230	0.850985488412389	0.8520684427117176	0.8366904916612519	0.8425384448776262	0.8401559454191033	0.9594975092051116	0.8330084470435347	0.8345245830625948	1.0	0.4710851202079272	0.8947368421052632	0.8466536712150747	0.8696123023608404	0.8782759367554689	0.8395061728395061	0.8843404808317089	0.4780160277236301	0.815464587394412	0.8810916179337231	0.8078839072991121	0.4160710418020359	0.8401559454191033	0.8278102664067576	0.8291098115659519
ENSPSIT00000019915	0.4396794455273987	0.4435780810049816	0.4604721680745072	0.463721030972493	0.4596058046350444	0.4444444444444444	0.4544076239982673	0.4557071691574616	0.4710851202079272	1.0	0.4721680745072558	0.4661035304310158	0.4578730777561186	0.4624214858132986	0.4609053497942387	0.4663201212908815	0.6575698505523067	0.4537578514186702	0.4884123889971843	0.4550573965778644	0.8808750270738575	0.4466103530431016	0.4472601256226987	0.44855967078189307
ENSDCDT00000022313	0.9527831925492743	0.9536495559887372	0.9367554689192116	0.942603422135586	0.8496859432531947	0.8559670781893004	0.8423218540177605	0.8440545808966862	0.8947368421052632	0.4721680745072558	1.0	0.8561836690491661	0.9731427333766516	0.9820229586311456	0.8488195798137319	0.9880875027073858	0.4790989820229586	0.8258609486679662	0.9837556855100714	0.8182802685726662	0.4171539961013645	0.8499025341130604	0.8373402642408491	0.8386398094000433
