,ENSCATT00000041023,ENSPANT00000004482,ENSNLET00000009178,ENSPTRT00000106892,ENSMNET00000058830,ENSCSAT00000001217,ENSGGOT00000033003,ENSMFAT00000011706,ENSPPAT00000008421,ENST00000571244,ENSMMUT00000006029,ENSMLET00000038425,ENSPTET00000045933,ENSTGET00000019909
ENSCATT00000041023,1.0,0.9002123142250531,0.9476291578202406,0.9469214437367304,0.9943382873319179,0.9858457183297947,0.9469214437367304,0.9922151450813871,0.9490445859872612,0.9518754423213022,0.9922151450813871,0.9943382873319179,0.9858457183297947,0.9943382873319179
ENSPANT00000004482,0.9002123142250531,1.0,0.854210898796886,0.8520877565463553,0.9002123142250531,0.8952583156404812,0.8535031847133758,0.8980891719745223,0.854210898796886,0.8570417551309271,0.8980891719745223,0.9002123142250531,0.8931351733899504,0.9044585987261147
ENSNLET00000009178,0.9476291578202406,0.854210898796886,1.0,0.9646142958244869,0.9504600141542817,0.9483368719037509,0.9646142958244869,0.9483368719037509,0.9667374380750177,0.9695682944090588,0.9483368719037509,0.9490445859872612,0.9483368719037509,0.9476291578202406
ENSPTRT00000106892,0.9469214437367304,0.8520877565463553,0.9646142958244869,1.0,0.9469214437367304,0.9447983014861996,0.9865534324133051,0.943382873319179,0.9978768577494692,0.9936305732484076,0.943382873319179,0.9476291578202406,0.9469214437367304,0.9455060155697098
ENSMNET00000058830,0.9943382873319179,0.9002123142250531,0.9504600141542817,0.9469214437367304,1.0,0.9858457183297947,0.9483368719037509,0.9964614295824487,0.9490445859872612,0.9518754423213022,0.9964614295824487,0.9929228591648974,0.9858457183297947,0.9943382873319179
ENSCSAT00000001217,0.9858457183297947,0.8952583156404812,0.9483368719037509,0.9447983014861996,0.9858457183297947,1.0,0.9462137296532201,0.9837225760792639,0.9469214437367304,0.9497523000707714,0.9837225760792639,0.9900920028308563,0.9837225760792639,0.9886765746638358
ENSGGOT00000033003,0.9469214437367304,0.8535031847133758,0.9646142958244869,0.9865534324133051,0.9483368719037509,0.9462137296532201,1.0,0.9447983014861996,0.9886765746638358,0.9907997169143666,0.9447983014861996,0.9490445859872612,0.9476291578202406,0.9469214437367304
ENSMFAT00000011706,0.9922151450813871,0.8980891719745223,0.9483368719037509,0.943382873319179,0.9964614295824487,0.9837225760792639,0.9447983014861996,1.0,0.9455060155697098,0.9483368719037509,1.0,0.9907997169143666,0.9837225760792639,0.9922151450813871
ENSPPAT00000008421,0.9490445859872612,0.854210898796886,0.9667374380750177,0.9978768577494692,0.9490445859872612,0.9469214437367304,0.9886765746638358,0.9455060155697098,1.0,0.9957537154989384,0.9455060155697098,0.9497523000707714,0.9490445859872612,0.9476291578202406
ENST00000571244,0.9518754423213022,0.8570417551309271,0.9695682944090588,0.9936305732484076,0.9518754423213022,0.9497523000707714,0.9907997169143666,0.9483368719037509,0.9957537154989384,1.0,0.9483368719037509,0.9525831564048125,0.9511677282377919,0.9504600141542817
ENSMMUT00000006029,0.9922151450813871,0.8980891719745223,0.9483368719037509,0.943382873319179,0.9964614295824487,0.9837225760792639,0.9447983014861996,1.0,0.9455060155697098,0.9483368719037509,1.0,0.9907997169143666,0.9837225760792639,0.9922151450813871
ENSMLET00000038425,0.9943382873319179,0.9002123142250531,0.9490445859872612,0.9476291578202406,0.9929228591648974,0.9900920028308563,0.9490445859872612,0.9907997169143666,0.9497523000707714,0.9525831564048125,0.9907997169143666,1.0,0.9872611464968153,0.9943382873319179
ENSPTET00000045933,0.9858457183297947,0.8931351733899504,0.9483368719037509,0.9469214437367304,0.9858457183297947,0.9837225760792639,0.9476291578202406,0.9837225760792639,0.9490445859872612,0.9511677282377919,0.9837225760792639,0.9872611464968153,1.0,0.9872611464968153
ENSTGET00000019909,0.9943382873319179,0.9044585987261147,0.9476291578202406,0.9455060155697098,0.9943382873319179,0.9886765746638358,0.9469214437367304,0.9922151450813871,0.9476291578202406,0.9504600141542817,0.9922151450813871,0.9943382873319179,0.9872611464968153,1.0
