	ENSDCDT00000071669	ENSAMXT00000046720	ENSAMXT00000004413	ENSDCDT00000071680	ENSDCDT00000071683	ENSCHAT00000052941	ENSDCDT00000071721	ENSDCDT00000071701	ENSCHAT00000052434	ENSCHAT00000052784	ENSDCDT00000071709	ENSCHAT00000052393	ENSAMXT00000038257	ENSAMXT00000052145	ENSCHAT00000052492	ENSCHAT00000052816	ENSDCDT00000071693	ENSCHAT00000052891	ENSDCDT00000071694	ENSDCDT00000071634	ENSDCDT00000071636
ENSDCDT00000071669	1.0	0.8737707560857649	0.8276640335321619	0.9692084475253908	0.9055295824601	0.8357246493632113	0.9474447847815574	0.9105271642753506	0.7997743027567306	0.8863453167822022	0.950830243430598	0.8392713203288731	0.8708689343865872	0.8033209737223924	0.8378204094792843	0.842334354344672	0.8362082863130743	0.8860228921489601	0.8223440270836692	0.906496856359826	0.9455102369821056
ENSAMXT00000046720	0.8737707560857649	1.0	0.9509914557472192	0.8460422376269547	0.8191197807512494	0.8241173625665	0.8244397871997421	0.8237949379332581	0.7975173303240367	0.8971465419958085	0.8273416088989198	0.8350798000967274	0.9966145413509592	0.9216508141221991	0.8325004030307915	0.8534580041915202	0.7506045461873287	0.8955344188295986	0.7468966629050459	0.8205706916008383	0.8457198129937127
ENSAMXT00000004413	0.8276640335321619	0.9509914557472192	1.0	0.7999355150733516	0.7730130581976463	0.7775270030630341	0.7783330646461389	0.777688215379655	0.7509269708205707	0.8505561824923424	0.7812348863453168	0.7884894405932613	0.9476059970981784	0.9161695953570852	0.7859100435273255	0.8990810897952604	0.7044978236337256	0.8489440593261325	0.7007899403514428	0.7744639690472352	0.7996130904401096
ENSDCDT00000071680	0.9692084475253908	0.8460422376269547	0.7999355150733516	1.0	0.8863453167822022	0.8202482669675963	0.9234241496050298	0.8898919877478639	0.7783330646461389	0.8649040786716106	0.9200386909559891	0.8178300822182815	0.8494276962759955	0.7755924552635821	0.8163791713686925	0.8141221989359987	0.8121876511365468	0.8645816540383685	0.8286313074318878	0.8824762211832984	0.921489601805578
ENSDCDT00000071683	0.9055295824601	0.8191197807512494	0.7730130581976463	0.8863453167822022	1.0	0.8532967918748993	0.8597452845397389	0.9161695953570852	0.8171852329517976	0.8326616153474126	0.856359825890698	0.8566822505239399	0.8225052394002902	0.7486699983878768	0.8197646300177334	0.7818797356118008	0.8971465419958085	0.840883443495083	0.903272610027406	0.9667902627760759	0.8945671449298727
ENSCHAT00000052941	0.8357246493632113	0.8241173625665	0.7775270030630341	0.8202482669675963	0.8532967918748993	1.0	0.79316459777527	0.8857004675157182	0.9077865548927938	0.8976301789456714	0.7897791391262292	0.9503466064807352	0.8275028212155409	0.7551184910527164	0.9126229243914236	0.8452361760438497	0.7868773174270515	0.905852007093342	0.7947767209414799	0.857488312107045	0.8183137191681444
ENSDCDT00000071721	0.9474447847815574	0.8244397871997421	0.7783330646461389	0.9234241496050298	0.8597452845397389	0.79316459777527	1.0	0.8647428663549895	0.7697888118652265	0.8437852651942609	0.9966145413509592	0.8038046106722554	0.8278252458487828	0.7805900370788328	0.8023536998226665	0.7930033854586491	0.7904239883927132	0.8434628405610188	0.7765597291633081	0.873609543769144	0.9210059648557151
ENSDCDT00000071701	0.9105271642753506	0.8237949379332581	0.777688215379655	0.8898919877478639	0.9161695953570852	0.8857004675157182	0.8647428663549895	1.0	0.8155731097855876	0.8365307109463163	0.8613574077059487	0.8550701273577301	0.8271803965822989	0.7533451555698856	0.8207319039174593	0.7857488312107045	0.8565210382073191	0.8447525390939867	0.8460422376269547	0.9171368692568111	0.87296469450266
ENSCHAT00000052434	0.7997743027567306	0.7975173303240367	0.7509269708205707	0.7783330646461389	0.8171852329517976	0.9077865548927938	0.7697888118652265	0.8155731097855876	1.0	0.8705465097533451	0.7664033532161857	0.9574399484120588	0.8009027889730775	0.7406093825568273	0.9129453490246656	0.8181525068515234	0.7494760599709818	0.8787683379010156	0.7438336288892471	0.8305658552313396	0.7926809608254071
ENSCHAT00000052784	0.8863453167822022	0.8971465419958085	0.8505561824923424	0.8649040786716106	0.8326616153474126	0.8976301789456714	0.8437852651942609	0.8365307109463163	0.8705465097533451	1.0	0.8403998065452201	0.9131065613412864	0.9005320006448493	0.8281476704820249	0.9160083830404644	0.9476059970981784	0.7649524423665968	0.9917781718523296	0.7593100112848622	0.8347573754634854	0.8649040786716106
