,ENSAHAT00000029775,ENSAOWT00000019262,ENSDNVT00000006933,ENSAHAT00000029770,ENSAHAT00000029772,ENSDNVT00000006953,ENSDNVT00000006945,ENSAHAT00000029768,ENSARWT00000030846,ENSDNVT00000006906,ENSDNVT00000006967,ENSAOWT00000019257,ENSAOWT00000019254,ENSDNVT00000006919
ENSAHAT00000029775,1.0,0.8016060462919226,0.8762399622106755,0.9093056211620217,0.7775153519130845,0.9395370807746811,0.6660368445914029,0.9333963155408597,0.838923004251299,0.9395370807746811,0.9026924893717525,0.5106282475200756,0.6381672177609825,0.8393953708077468
ENSAOWT00000019262,0.8016060462919226,1.0,0.8549834671705243,0.8861596598960794,0.7543693906471421,0.8039678790741616,0.6447803495512517,0.7940481813887577,0.9527633443552197,0.8039678790741616,0.7671232876712328,0.4907888521492678,0.83656117146906,0.8181388757675957
ENSDNVT00000006933,0.8762399622106755,0.8549834671705243,1.0,0.9603212092583845,0.8318375059045819,0.9348134152102031,0.7675956542276807,0.8682097307510628,0.8951346244685876,0.9348134152102031,0.8979688238072745,0.5781766650921115,0.6976854038734057,0.9489844119036372
ENSAHAT00000029770,0.9093056211620217,0.8861596598960794,0.9603212092583845,1.0,0.8625413320736892,0.9093056211620217,0.7501180916391119,0.9022201228153047,0.9234766178554559,0.9093056211620217,0.872461029759093,0.5951818611242324,0.7227208313651393,0.9234766178554559
ENSAHAT00000029772,0.7775153519130845,0.7543693906471421,0.8318375059045819,0.8625413320736892,1.0,0.7808219178082192,0.726027397260274,0.7704298535663675,0.7926310817194142,0.7808219178082192,0.7439773264052905,0.5710911667453944,0.5909305621162022,0.7949929145016533
ENSDNVT00000006953,0.9395370807746811,0.8039678790741616,0.9348134152102031,0.9093056211620217,0.7808219178082192,1.0,0.7165800661313179,0.9315068493150684,0.8441190363722249,1.0,0.9631554085970713,0.5271610769957487,0.646669815777043,0.8979688238072745
ENSDNVT00000006945,0.6660368445914029,0.6447803495512517,0.7675956542276807,0.7501180916391119,0.726027397260274,0.7165800661313179,1.0,0.6580066131317903,0.6835144071799717,0.7165800661313179,0.6797354747283892,0.7879074161549362,0.48748228625413326,0.730751062824752
ENSAHAT00000029768,0.9333963155408597,0.7940481813887577,0.8682097307510628,0.9022201228153047,0.7704298535663675,0.9315068493150684,0.6580066131317903,1.0,0.8313651393481342,0.9315068493150684,0.9683514407179972,0.5030703826169107,0.6306093528578177,0.8313651393481342
ENSARWT00000030846,0.838923004251299,0.9527633443552197,0.8951346244685876,0.9234766178554559,0.7926310817194142,0.8441190363722249,0.6835144071799717,0.8313651393481342,1.0,0.8441190363722249,0.8072744449692961,0.5295229097779878,0.7902692489371752,0.858290033065659
ENSDNVT00000006906,0.9395370807746811,0.8039678790741616,0.9348134152102031,0.9093056211620217,0.7808219178082192,1.0,0.7165800661313179,0.9315068493150684,0.8441190363722249,1.0,0.9631554085970713,0.5271610769957487,0.646669815777043,0.8979688238072745
ENSDNVT00000006967,0.9026924893717525,0.7671232876712328,0.8979688238072745,0.872461029759093,0.7439773264052905,0.9631554085970713,0.6797354747283892,0.9683514407179972,0.8072744449692961,0.9631554085970713,1.0,0.49031648559282004,0.6098252243741143,0.8611242324043458
ENSAOWT00000019257,0.5106282475200756,0.4907888521492678,0.5781766650921115,0.5951818611242324,0.5710911667453944,0.5271610769957487,0.7879074161549362,0.5030703826169107,0.5295229097779878,0.5271610769957487,0.49031648559282004,1.0,0.6542276806802079,0.5413320736891828
ENSAOWT00000019254,0.6381672177609825,0.83656117146906,0.6976854038734057,0.7227208313651393,0.5909305621162022,0.646669815777043,0.48748228625413326,0.6306093528578177,0.7902692489371752,0.646669815777043,0.6098252243741143,0.6542276806802079,1.0,0.6608408124704771
ENSDNVT00000006919,0.8393953708077468,0.8181388757675957,0.9489844119036372,0.9234766178554559,0.7949929145016533,0.8979688238072745,0.730751062824752,0.8313651393481342,0.858290033065659,0.8979688238072745,0.8611242324043458,0.5413320736891828,0.6608408124704771,1.0
