	ENSCJPT00005008176	ENSCABT00000032104	ENSHHUT00000017566	ENSGALT00000067344	ENSGALT00000105416	ENSLCOT00000001764	ENSLCOT00000001765	ENSLCOT00000001760	ENSLCOT00000001761	ENSSCAT00000025799	ENSGAGT00000023554
ENSCJPT00005008176	1.0	0.8404439819632328	0.7898022892819979	0.8338536246964967	0.7086368366285122	0.3853624696496705	0.3062781824488381	0.2490461325008672	0.3135622615331253	0.8380159556018036	0.9483177245924383
ENSCABT00000032104	0.8404439819632328	1.0	0.8095733610822059	0.9788414845646896	0.7901491501907735	0.4360041623309053	0.4058272632674298	0.29968782518210196	0.36420395421435997	0.9791883454734652	0.8903919528269164
ENSHHUT00000017566	0.7898022892819979	0.8095733610822059	1.0	0.8026361429066944	0.7915365938258758	0.3041970169961845	0.274020117932709	0.1678806798473812	0.2323968088796393	0.8074921956295525	0.8335067637877211
ENSGALT00000067344	0.8338536246964967	0.9788414845646896	0.8026361429066944	1.0	0.8005549774540409	0.4290669441553937	0.39889004509191817	0.2927506070065904	0.3572667360388484	0.9826569545612208	0.8817204301075269
ENSGALT00000105416	0.7086368366285122	0.7901491501907735	0.7915365938258758	0.8005549774540409	1.0	0.3447797433229275	0.31460284425945195	0.20846340617412415	0.2729795352063822	0.798820672910163	0.7523413111342352
ENSLCOT00000001764	0.3853624696496705	0.4360041623309053	0.3041970169961845	0.4290669441553937	0.3447797433229275	1.0	0.8747832119320152	0.8636836628511967	0.9281997918834548	0.4360041623309053	0.434616718695803
ENSLCOT00000001765	0.3062781824488381	0.4058272632674298	0.274020117932709	0.39889004509191817	0.31460284425945195	0.8747832119320152	1.0	0.8633368019424211	0.9278529309746792	0.4058272632674298	0.3544918487686437
ENSLCOT00000001760	0.2490461325008672	0.29968782518210196	0.1678806798473812	0.2927506070065904	0.20846340617412415	0.8636836628511967	0.8633368019424211	1.0	0.9167533818938606	0.29968782518210196	0.2983003815469997
ENSLCOT00000001761	0.3135622615331253	0.36420395421435997	0.2323968088796393	0.3572667360388484	0.2729795352063822	0.9281997918834548	0.9278529309746792	0.9167533818938606	1.0	0.36420395421435997	0.3628165105792578
ENSSCAT00000025799	0.8380159556018036	0.9791883454734652	0.8074921956295525	0.9826569545612208	0.798820672910163	0.4360041623309053	0.4058272632674298	0.29968782518210196	0.36420395421435997	1.0	0.8876170655567117
ENSGAGT00000023554	0.9483177245924383	0.8903919528269164	0.8335067637877211	0.8817204301075269	0.7523413111342352	0.434616718695803	0.3544918487686437	0.2983003815469997	0.3628165105792578	0.8876170655567117	1.0
