	ENSIPUT00000003272	ENSAMXT00000049370	ENSAMXT00000054858	ENSDCDT00000002267	ENSEEET00000000434	ENSEEET00000000400	ENSDCDT00000002420	ENSDCDT00000002380	ENSEEET00000000392	ENSAMXT00000033065	ENSEEET00000000421	ENSEEET00000000368	ENSDCDT00000002384	ENSDCDT00000002393
ENSIPUT00000003272	1.0	0.7741069030351867	0.8039215686274509	0.7982809562181037	0.7082997582594682	0.7534246575342466	0.7990867579908676	0.8533440773569702	0.7961321514907332	0.8039215686274509	0.7714208971259737	0.7061509535320978	0.8033843674456084	0.8127853881278538
ENSAMXT00000049370	0.7741069030351867	1.0	0.9701853344077356	0.817351598173516	0.7308622078968574	0.7770615095353209	0.8063389739457427	0.7671232876712328	0.8017727639000806	0.9019607843137256	0.7684662906258394	0.7112543647596025	0.8229922105828633	0.8318560300832661
ENSAMXT00000054858	0.8039215686274509	0.9701853344077356	1.0	0.8471662637657803	0.7606768734891217	0.8068761751275852	0.836153639538007	0.7969379532634971	0.8315874294923449	0.9317754499059898	0.7982809562181037	0.7410690303518668	0.8528068761751276	0.8616706956755305
ENSDCDT00000002267	0.7982809562181037	0.817351598173516	0.8471662637657803	1.0	0.7518130539887188	0.7955949503088907	0.9503088906795596	0.8882621541767391	0.8369594413107709	0.8471662637657803	0.7955949503088907	0.7330110126242277	0.9607843137254902	0.9833467633628794
ENSEEET00000000434	0.7082997582594682	0.7308622078968574	0.7606768734891217	0.7518130539887188	1.0	0.8965887724952994	0.7424120333064733	0.7029277464410422	0.8141283910824604	0.7606768734891217	0.8963201719043782	0.9199570239054526	0.7681976900349181	0.7663174858984689
ENSEEET00000000400	0.7534246575342466	0.7770615095353209	0.8068761751275852	0.7955949503088907	0.8965887724952994	1.0	0.7861939296266451	0.7467096427612141	0.8718775181305399	0.8068761751275852	0.9148536126779478	0.8756379264034381	0.8049959709911362	0.8100993822186409
ENSDCDT00000002420	0.7990867579908676	0.8063389739457427	0.836153639538007	0.9503088906795596	0.7424120333064733	0.7861939296266451	1.0	0.8815471394037067	0.8184260005372012	0.836153639538007	0.7896857373086221	0.7332796132151491	0.9422508729519204	0.96696212731668
ENSDCDT00000002380	0.8533440773569702	0.7671232876712328	0.7969379532634971	0.8882621541767391	0.7029277464410422	0.7467096427612141	0.8815471394037067	1.0	0.7853881278538812	0.7969379532634971	0.763631479989256	0.7002417405318292	0.8947085683588504	0.9027665860864894
ENSEEET00000000392	0.7961321514907332	0.8017727639000806	0.8315874294923449	0.8369594413107709	0.8141283910824604	0.8718775181305399	0.8184260005372012	0.7853881278538812	1.0	0.8315874294923449	0.903303787268332	0.8130539887187752	0.8283642224012893	0.83266183185603
ENSAMXT00000033065	0.8039215686274509	0.9019607843137256	0.9317754499059898	0.8471662637657803	0.7606768734891217	0.8068761751275852	0.836153639538007	0.7969379532634971	0.8315874294923449	1.0	0.7982809562181037	0.7829707225355895	0.8528068761751276	0.8616706956755305
ENSEEET00000000421	0.7714208971259737	0.7684662906258394	0.7982809562181037	0.7955949503088907	0.8963201719043782	0.9148536126779478	0.7896857373086221	0.763631479989256	0.903303787268332	0.7982809562181037	1.0	0.8742949234488316	0.7996239591727102	0.8039215686274509
ENSEEET00000000368	0.7061509535320978	0.7112543647596025	0.7410690303518668	0.7330110126242277	0.9199570239054526	0.8756379264034381	0.7332796132151491	0.7002417405318292	0.8130539887187752	0.7829707225355895	0.8742949234488316	1.0	0.7386516250335751	0.747515444533978
ENSDCDT00000002384	0.8033843674456084	0.8229922105828633	0.8528068761751276	0.9607843137254902	0.7681976900349181	0.8049959709911362	0.9422508729519204	0.8947085683588504	0.8283642224012893	0.8528068761751276	0.7996239591727102	0.7386516250335751	1.0	0.9752887456352404
ENSDCDT00000002393	0.8127853881278538	0.8318560300832661	0.8616706956755305	0.9833467633628794	0.7663174858984689	0.8100993822186409	0.96696212731668	0.9027665860864894	0.83266183185603	0.8616706956755305	0.8039215686274509	0.747515444533978	0.9752887456352404	1.0
