,ENSNPET00000021232,ENSARWT00000029980,ENSAHAT00000013437,ENSSPUT00000012695,ENSSMRT00000032025,ENSMUNT00000006567,ENSAHAT00000013438,ENSARWT00000029982,ENSPVIT00000011207,ENSCPUT00000011773,ENSAOWT00000000745,ENSCPGT00000010647,ENSLCOT00000012190,ENSACAT00000009439,ENSMVIT00005023260,ENSAOWT00000000751,ENSNSUT00000017926,ENSNSUT00000017925
ENSNPET00000021232,1.0,0.748585795097423,0.7058453802639849,0.8604651162790697,0.8315524827152734,0.912005028284098,0.7718416090509114,0.8956631049654306,0.8378378378378378,0.9157762413576367,0.8378378378378378,0.9151477058453803,0.9151477058453803,0.8378378378378378,0.8642363293526084,0.9038340666247643,0.7184160905091138,0.6907605279698303
ENSARWT00000029980,0.748585795097423,1.0,0.5292269013199246,0.6725329981143935,0.650534255185418,0.7221873035826524,0.595223130106851,0.7316153362664991,0.6593337523570082,0.7265870521684475,0.671904462602137,0.7272155876807039,0.7247014456316782,0.6568196103079824,0.6744186046511628,0.7379006913890634,0.5336266499057196,0.5317410433689503
ENSAHAT00000013437,0.7058453802639849,0.5292269013199246,1.0,0.6599622878692646,0.6304211187932118,0.7089880578252671,0.8925204274041484,0.7837837837837838,0.6291640477686989,0.7077309868007542,0.8554368321810182,0.71024512884978,0.7115021998742929,0.6291640477686989,0.7498428661219358,0.7479572595851666,0.764299182903834,0.6907605279698303
ENSSPUT00000012695,0.8604651162790697,0.6725329981143935,0.6599622878692646,1.0,0.8271527341294783,0.8617221873035826,0.725958516656191,0.809553739786298,0.8334380892520428,0.8573224387177876,0.7529855436832181,0.8592080452545569,0.8585795097423005,0.8233815210559396,0.8089252042740415,0.8189817724701446,0.7297297297297297,0.7039597737272156
ENSSMRT00000032025,0.8315524827152734,0.650534255185418,0.6304211187932118,0.8271527341294783,1.0,0.8328095537397863,0.6964173475801383,0.7957259585166562,0.8988057825267127,0.8334380892520428,0.73852922690132,0.8365807668133249,0.8346951602765557,0.8818353236957888,0.7862979258328096,0.8045254556882464,0.7316153362664991,0.7033312382149591
ENSMUNT00000006567,0.912005028284098,0.7221873035826524,0.7089880578252671,0.8617221873035826,0.8328095537397863,1.0,0.7749842866121935,0.8742928975487115,0.8422375864236329,0.950345694531741,0.8177247014456317,0.9534883720930233,0.950345694531741,0.8321810182275299,0.8988057825267127,0.8837209302325582,0.7247014456316782,0.6964173475801383
ENSAHAT00000013438,0.7718416090509114,0.595223130106851,0.8925204274041484,0.725958516656191,0.6964173475801383,0.7749842866121935,1.0,0.8001257071024512,0.6951602765556254,0.7737272155876807,0.7479572595851666,0.7762413576367064,0.7774984286612193,0.6951602765556254,0.8158390949088623,0.8554368321810182,0.8302954116907605,0.7567567567567568
ENSARWT00000029982,0.8956631049654306,0.7316153362664991,0.7837837837837838,0.809553739786298,0.7957259585166562,0.8742928975487115,0.8001257071024512,1.0,0.8020113136392206,0.8786926461345066,0.9264613450659962,0.8793211816467631,0.8755499685732244,0.7976115650534256,0.825267127592709,0.9428032683846638,0.6939032055311125,0.666247642991829
ENSPVIT00000011207,0.8378378378378378,0.6593337523570082,0.6291640477686989,0.8334380892520428,0.8988057825267127,0.8422375864236329,0.6951602765556254,0.8020113136392206,1.0,0.8428661219358894,0.7460716530483973,0.8447517284726587,0.8384663733500943,0.9006913890634821,0.7856693903205532,0.8120678818353237,0.7347580138277813,0.7083595223130107
ENSCPUT00000011773,0.9157762413576367,0.7265870521684475,0.7077309868007542,0.8573224387177876,0.8334380892520428,0.950345694531741,0.7737272155876807,0.8786926461345066,0.8428661219358894,1.0,0.8208673790069139,0.9937146448774355,0.950345694531741,0.8277812696417347,0.896291640477687,0.8868636077938403,0.7184160905091138,0.6913890634820867
ENSAOWT00000000745,0.8378378378378378,0.671904462602137,0.8554368321810182,0.7529855436832181,0.73852922690132,0.8177247014456317,0.7479572595851666,0.9264613450659962,0.7460716530483973,0.8208673790069139,1.0,0.8227529855436833,0.8189817724701446,0.7416719044626021,0.7693274670018856,0.8925204274041484,0.6392206159648021,0.6115650534255186
ENSCPGT00000010647,0.9151477058453803,0.7272155876807039,0.71024512884978,0.8592080452545569,0.8365807668133249,0.9534883720930233,0.7762413576367064,0.8793211816467631,0.8447517284726587,0.9937146448774355,0.8227529855436833,1.0,0.9509742300439975,0.8296668761785041,0.8975487115021998,0.8887492143306097,0.721558768070396,0.6945317410433689
ENSLCOT00000012190,0.9151477058453803,0.7247014456316782,0.7115021998742929,0.8585795097423005,0.8346951602765557,0.950345694531741,0.7774984286612193,0.8755499685732244,0.8384663733500943,0.950345694531741,0.8189817724701446,0.9509742300439975,1.0,0.8284098051539912,0.9340037712130735,0.884978001257071,0.7253299811439347,0.6976744186046512
ENSACAT00000009439,0.8378378378378378,0.6568196103079824,0.6291640477686989,0.8233815210559396,0.8818353236957888,0.8321810182275299,0.6951602765556254,0.7976115650534256,0.9006913890634821,0.8277812696417347,0.7416719044626021,0.8296668761785041,0.8284098051539912,1.0,0.7818981772470145,0.8076681332495286,0.732872407291012,0.704588309239472
ENSMVIT00005023260,0.8642363293526084,0.6744186046511628,0.7498428661219358,0.8089252042740415,0.7862979258328096,0.8988057825267127,0.8158390949088623,0.825267127592709,0.7856693903205532,0.896291640477687,0.7693274670018856,0.8975487115021998,0.9340037712130735,0.7818981772470145,1.0,0.835323695788812,0.7605279698302954,0.732872407291012
