	ENSSHAT00000013897	MGP_CAROLIEiJ_T0080286	MGP_PahariEiJ_T0017140	ENSMAUT00000001306	ENSPTET00000052638	ENSMUST00000206039	ENSMUST00000206104	MGP_CAROLIEiJ_T0080290	MGP_SPRETEiJ_T0083637	MGP_SPRETEiJ_T0083636	MGP_SPRETEiJ_T0083635	MGP_SPRETEiJ_T0083633	ENSTGET00000010083	ENSTGET00000010086	ENSMSIT00000026390	ENSMAUT00000001305	ENSMSIT00000026399	ENSMMUT00000020808	ENSMFAT00000034335	MGP_SPRETEiJ_T0083634	ENSMUST00000049680	MGP_CAROLIEiJ_T0080287	MGP_CAROLIEiJ_T0080288	MGP_CAROLIEiJ_T0080289	ENSMLET00000035720	ENSFDAT00000020395	ENSPMGT00000008520	ENSCLAT00000011947	ENSCLAT00000011946	ENSMSIT00000026377	ENSMUST00000166250	ENSPANT00000003526	MGP_PahariEiJ_T0017139	MGP_PahariEiJ_T0017138	ENSMUST00000164056	ENSMNET00000065881	MGP_PahariEiJ_T0017137	MGP_PahariEiJ_T0017136	ENSFDAT00000020399
ENSSHAT00000013897	1.0	0.8189655172413793	0.3955172413793103	0.8258620689655173	0.8279310344827586	0.7203448275862069	0.3958620689655172	0.39620689655172414	0.3958620689655172	0.7213793103448276	0.8186206896551724	0.8186206896551724	0.8279310344827586	0.8279310344827586	0.8210344827586207	0.3955172413793103	0.7482758620689656	0.8296551724137929	0.83	0.7458620689655172	0.8196551724137932	0.7465517241379309	0.8189655172413793	0.7220689655172414	0.8282758620689655	0.7355172413793103	0.6596551724137931	0.7379310344827587	0.8355172413793104	0.7403448275862069	0.7468965517241379	0.8279310344827586	0.7282758620689656	0.8193103448275862	0.8196551724137932	0.8293103448275863	0.7475862068965518	0.8193103448275862	0.8324137931034483
MGP_CAROLIEiJ_T0080286	0.8189655172413793	1.0	0.3420689655172413	0.953103448275862	0.9189655172413792	0.8762068965517241	0.3427586206896551	0.3431034482758621	0.3427586206896551	0.8768965517241379	0.9903448275862068	0.9903448275862068	0.9182758620689656	0.9182758620689656	0.9913793103448276	0.3420689655172413	0.9048275862068964	0.9182758620689656	0.9182758620689656	0.9017241379310345	0.9893103448275862	0.9106896551724138	1.0	0.8858620689655172	0.9193103448275862	0.8158620689655173	0.6544827586206896	0.8172413793103448	0.9203448275862071	0.9106896551724138	0.903103448275862	0.9189655172413792	0.8758620689655172	0.9827586206896552	0.9893103448275862	0.9186206896551724	0.8955172413793103	0.9827586206896552	0.9182758620689656
MGP_PahariEiJ_T0017140	0.3955172413793103	0.3420689655172413	1.0	0.3413793103448276	0.3403448275862069	0.3424137931034483	0.9993103448275862	0.9989655172413792	0.9993103448275862	0.3434482758620689	0.3424137931034483	0.3424137931034483	0.3403448275862069	0.3403448275862069	0.3413793103448276	0.9993103448275862	0.3631034482758621	0.3403448275862069	0.3403448275862069	0.3641379310344828	0.3413793103448276	0.3637931034482759	0.3420689655172413	0.3431034482758621	0.3403448275862069	0.34379310344827585	0.3568965517241379	0.34379310344827585	0.3406896551724138	0.2606896551724138	0.3631034482758621	0.3403448275862069	0.3493103448275863	0.3431034482758621	0.3413793103448276	0.3403448275862069	0.3648275862068966	0.3431034482758621	0.3406896551724138
ENSMAUT00000001306	0.8258620689655173	0.953103448275862	0.3413793103448276	1.0	0.9248275862068964	0.8413793103448276	0.3413793103448276	0.3410344827586207	0.3413793103448276	0.8417241379310345	0.953103448275862	0.953103448275862	0.9241379310344828	0.9241379310344828	0.9555172413793104	0.3420689655172413	0.8689655172413793	0.9248275862068964	0.9251724137931034	0.8665517241379309	0.9551724137931036	0.8672413793103448	0.953103448275862	0.8424137931034483	0.9244827586206896	0.8210344827586207	0.6596551724137931	0.8227586206896552	0.9275862068965516	0.8748275862068966	0.8682758620689656	0.9241379310344828	0.8489655172413794	0.953103448275862	0.9551724137931036	0.9255172413793104	0.8686206896551724	0.953103448275862	0.9248275862068964
ENSPTET00000052638	0.8279310344827586	0.9189655172413792	0.3403448275862069	0.9248275862068964	1.0	0.8110344827586207	0.3403448275862069	0.3403448275862069	0.3403448275862069	0.8124137931034483	0.9186206896551724	0.9186206896551724	0.9948275862068966	0.9948275862068966	0.9203448275862071	0.3410344827586207	0.8389655172413794	0.9948275862068966	0.9948275862068966	0.8372413793103448	0.9196551724137932	0.8379310344827586	0.9189655172413792	0.8131034482758621	0.9944827586206896	0.83	0.6565517241379311	0.8320689655172414	0.9358620689655172	0.8396551724137931	0.8379310344827586	0.9948275862068966	0.8220689655172414	0.9217241379310344	0.9196551724137932	0.9944827586206896	0.8417241379310345	0.9217241379310344	0.933103448275862
ENSMUST00000206039	0.7203448275862069	0.8762068965517241	0.3424137931034483	0.8413793103448276	0.8110344827586207	1.0	0.3431034482758621	0.3427586206896551	0.3431034482758621	0.9958620689655172	0.8817241379310344	0.8817241379310344	0.8103448275862069	0.8103448275862069	0.88	0.3424137931034483	0.9527586206896552	0.8106896551724138	0.8106896551724138	0.9034482758620691	0.8837931034482759	0.8979310344827586	0.8762068965517241	0.9896551724137932	0.8113793103448276	0.8924137931034483	0.5941379310344828	0.8917241379310344	0.8131034482758621	0.7993103448275862	0.9055172413793104	0.8110344827586207	0.9748275862068966	0.8675862068965517	0.8837931034482759	0.8110344827586207	0.8893103448275862	0.8675862068965517	0.8127586206896552
ENSMUST00000206104	0.3958620689655172	0.3427586206896551	0.9993103448275862	0.3413793103448276	0.3403448275862069	0.3431034482758621	1.0	0.9996551724137932	1.0	0.3441379310344828	0.3431034482758621	0.3431034482758621	0.3403448275862069	0.3403448275862069	0.3420689655172413	0.9993103448275862	0.3637931034482759	0.3403448275862069	0.3403448275862069	0.3648275862068966	0.3420689655172413	0.3644827586206896	0.3427586206896551	0.34379310344827585	0.3403448275862069	0.3434482758620689	0.356551724137931	0.3441379310344828	0.3410344827586207	0.26137931034482764	0.3637931034482759	0.3403448275862069	0.3486206896551725	0.3424137931034483	0.3420689655172413	0.3403448275862069	0.3641379310344828	0.3424137931034483	0.3403448275862069
MGP_CAROLIEiJ_T0080290	0.39620689655172414	0.3431034482758621	0.9989655172413792	0.3410344827586207	0.3403448275862069	0.3427586206896551	0.9996551724137932	1.0	0.9996551724137932	0.34379310344827585	0.3427586206896551	0.3427586206896551	0.3403448275862069	0.3403448275862069	0.3417241379310345	0.9989655172413792	0.36344827586206896	0.3403448275862069	0.3403448275862069	0.3644827586206896	0.3417241379310345	0.3648275862068966	0.3431034482758621	0.3441379310344828	0.3403448275862069	0.3434482758620689	0.3562068965517242	0.34379310344827585	0.3406896551724138	0.2610344827586206	0.36344827586206896	0.3403448275862069	0.34827586206896544	0.3420689655172413	0.3417241379310345	0.3403448275862069	0.3637931034482759	0.3420689655172413	0.3403448275862069
MGP_SPRETEiJ_T0083637	0.3958620689655172	0.3427586206896551	0.9993103448275862	0.3413793103448276	0.3403448275862069	0.3431034482758621	1.0	0.9996551724137932	1.0	0.3441379310344828	0.3431034482758621	0.3431034482758621	0.3403448275862069	0.3403448275862069	0.3420689655172413	0.9993103448275862	0.3637931034482759	0.3403448275862069	0.3403448275862069	0.3648275862068966	0.3420689655172413	0.3644827586206896	0.3427586206896551	0.34379310344827585	0.3403448275862069	0.3434482758620689	0.356551724137931	0.3441379310344828	0.3410344827586207	0.26137931034482764	0.3637931034482759	0.3403448275862069	0.3486206896551725	0.3424137931034483	0.3420689655172413	0.3403448275862069	0.3641379310344828	0.3424137931034483	0.3403448275862069
MGP_SPRETEiJ_T0083636	0.7213793103448276	0.8768965517241379	0.3434482758620689	0.8417241379310345	0.8124137931034483	0.9958620689655172	0.3441379310344828	0.34379310344827585	0.3441379310344828	1.0	0.8858620689655172	0.8858620689655172	0.8117241379310345	0.8117241379310345	0.8806896551724138	0.3434482758620689	0.9534482758620688	0.8120689655172414	0.8120689655172414	0.9075862068965516	0.8817241379310344	0.8986206896551724	0.8768965517241379	0.9903448275862068	0.8127586206896552	0.8927586206896552	0.5951724137931035	0.8927586206896552	0.8141379310344827	0.8	0.9034482758620691	0.8124137931034483	0.9755172413793104	0.8682758620689656	0.8817241379310344	0.8131034482758621	0.89	0.8682758620689656	0.8131034482758621
MGP_SPRETEiJ_T0083635	0.8186206896551724	0.9903448275862068	0.3424137931034483	0.953103448275862	0.9186206896551724	0.8817241379310344	0.3431034482758621	0.3427586206896551	0.3431034482758621	0.8858620689655172	1.0	1.0	0.9179310344827586	0.9179310344827586	0.9948275862068966	0.3424137931034483	0.9075862068965516	0.9179310344827586	0.9179310344827586	0.9106896551724138	0.9955172413793104	0.9017241379310345	0.9903448275862068	0.8768965517241379	0.9189655172413792	0.8151724137931035	0.6551724137931034	0.8162068965517242	0.9189655172413792	0.9141379310344828	0.9086206896551724	0.9186206896551724	0.8734482758620691	0.9803448275862068	0.9955172413793104	0.9189655172413792	0.8931034482758621	0.9803448275862068	0.9172413793103448
MGP_SPRETEiJ_T0083633	0.8186206896551724	0.9903448275862068	0.3424137931034483	0.953103448275862	0.9186206896551724	0.8817241379310344	0.3431034482758621	0.3427586206896551	0.3431034482758621	0.8858620689655172	1.0	1.0	0.9179310344827586	0.9179310344827586	0.9948275862068966	0.3424137931034483	0.9075862068965516	0.9179310344827586	0.9179310344827586	0.9106896551724138	0.9955172413793104	0.9017241379310345	0.9903448275862068	0.8768965517241379	0.9189655172413792	0.8151724137931035	0.6551724137931034	0.8162068965517242	0.9189655172413792	0.9141379310344828	0.9086206896551724	0.9186206896551724	0.8734482758620691	0.9803448275862068	0.9955172413793104	0.9189655172413792	0.8931034482758621	0.9803448275862068	0.9172413793103448
ENSTGET00000010083	0.8279310344827586	0.9182758620689656	0.3403448275862069	0.9241379310344828	0.9948275862068966	0.8103448275862069	0.3403448275862069	0.3403448275862069	0.3403448275862069	0.8117241379310345	0.9179310344827586	0.9179310344827586	1.0	1.0	0.9196551724137932	0.3410344827586207	0.8382758620689655	0.9979310344827588	0.9975862068965518	0.8365517241379309	0.9189655172413792	0.8372413793103448	0.9182758620689656	0.8124137931034483	0.9975862068965518	0.8296551724137929	0.6582758620689655	0.8324137931034483	0.9362068965517242	0.8389655172413794	0.8372413793103448	0.9993103448275862	0.8220689655172414	0.9217241379310344	0.9189655172413792	0.9975862068965518	0.8417241379310345	0.9217241379310344	0.9327586206896552
ENSTGET00000010086	0.8279310344827586	0.9182758620689656	0.3403448275862069	0.9241379310344828	0.9948275862068966	0.8103448275862069	0.3403448275862069	0.3403448275862069	0.3403448275862069	0.8117241379310345	0.9179310344827586	0.9179310344827586	1.0	1.0	0.9196551724137932	0.3410344827586207	0.8382758620689655	0.9979310344827588	0.9975862068965518	0.8365517241379309	0.9189655172413792	0.8372413793103448	0.9182758620689656	0.8124137931034483	0.9975862068965518	0.8296551724137929	0.6582758620689655	0.8324137931034483	0.9362068965517242	0.8389655172413794	0.8372413793103448	0.9993103448275862	0.8220689655172414	0.9217241379310344	0.9189655172413792	0.9975862068965518	0.8417241379310345	0.9217241379310344	0.9327586206896552
ENSMSIT00000026390	0.8210344827586207	0.9913793103448276	0.3413793103448276	0.9555172413793104	0.9203448275862071	0.88	0.3420689655172413	0.3417241379310345	0.3420689655172413	0.8806896551724138	0.9948275862068966	0.9948275862068966	0.9196551724137932	0.9196551724137932	1.0	0.3413793103448276	0.9106896551724138	0.9196551724137932	0.9196551724137932	0.9055172413793104	0.9958620689655172	0.9027586206896552	0.9913793103448276	0.8779310344827587	0.9206896551724136	0.8148275862068965	0.6562068965517242	0.8175862068965517	0.9224137931034484	0.9193103448275862	0.906896551724138	0.9203448275862071	0.8744827586206897	0.9813793103448276	0.9958620689655172	0.92	0.8941379310344828	0.9813793103448276	0.9182758620689656
ENSMAUT00000001305	0.3955172413793103	0.3420689655172413	0.9993103448275862	0.3420689655172413	0.3410344827586207	0.3424137931034483	0.9993103448275862	0.9989655172413792	0.9993103448275862	0.3434482758620689	0.3424137931034483	0.3424137931034483	0.3410344827586207	0.3410344827586207	0.3413793103448276	1.0	0.3631034482758621	0.3410344827586207	0.3410344827586207	0.3641379310344828	0.3413793103448276	0.3637931034482759	0.3420689655172413	0.3431034482758621	0.3410344827586207	0.34379310344827585	0.3568965517241379	0.3444827586206897	0.3413793103448276	0.2606896551724138	0.3631034482758621	0.3410344827586207	0.3486206896551725	0.3424137931034483	0.3413793103448276	0.3410344827586207	0.3641379310344828	0.3424137931034483	0.3406896551724138
