	ENSXMAT00000016960	ENSPMET00000029440	ENSPRET00000012705	ENSFHET00000000847	ENSPLAT00000007613	ENSCVAT00000016279	ENSPLAT00000007516	ENSPLAT00000007633	ENSPFOT00000024316	ENSGAFT00000016012	ENSPMET00000029451	ENSPLAT00000007581	ENSKMAT00000026325	ENSXMAT00000027701	ENSPFOT00000013084	ENSPMET00000029472
ENSXMAT00000016960	1.0	0.8984651711924441	0.454073199527745	0.4557260920897285	0.5015348288075561	0.8618654073199528	0.5395513577331759	0.44391971664698937	0.8420306965761511	0.9645808736717828	0.8984651711924441	0.5076741440377804	0.7933884297520661	0.9685950413223141	0.8370720188902007	0.9518299881936244
ENSPMET00000029440	0.8984651711924441	1.0	0.4361275088547816	0.41298701298701296	0.5166469893742621	0.8146399055489965	0.5079102715466352	0.4080283353010625	0.8295159386068477	0.9017709563164108	1.0	0.5234946871310507	0.7567886658795749	0.9291617473435656	0.8715466351829988	0.9459268004722551
ENSPRET00000012705	0.454073199527745	0.4361275088547816	1.0	0.9343565525383708	0.8365997638724911	0.4406139315230224	0.8363636363636363	0.9055489964580874	0.3693034238488784	0.4606847697756789	0.4361275088547816	0.8316410861865408	0.4323494687131051	0.44368358913813455	0.3865407319952774	0.469185360094451
ENSFHET00000000847	0.4557260920897285	0.41298701298701296	0.9343565525383708	1.0	0.8047225501770956	0.4569067296340024	0.8342384887839434	0.9036599763872492	0.3667060212514758	0.4635182998819362	0.41298701298701296	0.8092089728453364	0.4443919716646989	0.4266824085005903	0.36505312868949225	0.464935064935065
ENSPLAT00000007613	0.5015348288075561	0.5166469893742621	0.8365997638724911	0.8047225501770956	1.0	0.4791027154663519	0.8925619834710744	0.7917355371900826	0.4245572609208973	0.5086186540731995	0.5166469893742621	0.9742621015348288	0.4569067296340024	0.517827626918536	0.5105076741440377	0.5230224321133412
ENSCVAT00000016279	0.8618654073199528	0.8146399055489965	0.4406139315230224	0.4569067296340024	0.4791027154663519	1.0	0.5138134592680047	0.42384887839433294	0.7567886658795749	0.8689492325855962	0.8146399055489965	0.4835891381345927	0.792443919716647	0.833530106257379	0.753482880755608	0.8656434474616292
ENSPLAT00000007516	0.5395513577331759	0.5079102715466352	0.8363636363636363	0.8342384887839434	0.8925619834710744	0.5138134592680047	1.0	0.8878394332939787	0.4635182998819362	0.5466351829988194	0.5079102715466352	0.899409681227863	0.4828807556080283	0.5088547815820543	0.4597402597402598	0.5619834710743802
ENSPLAT00000007633	0.44391971664698937	0.4080283353010625	0.9055489964580874	0.9036599763872492	0.7917355371900826	0.42384887839433294	0.8878394332939787	1.0	0.3631641086186541	0.4512396694214875	0.4080283353010625	0.8051948051948052	0.40070838252656427	0.4132231404958677	0.3593860684769776	0.4621015348288076
ENSPFOT00000024316	0.8420306965761511	0.8295159386068477	0.3693034238488784	0.3667060212514758	0.4245572609208973	0.7567886658795749	0.4635182998819362	0.3631641086186541	1.0	0.8462809917355372	0.8295159386068477	0.431404958677686	0.6965761511216056	0.8113341204250295	0.8672963400236128	0.8835891381345927
ENSGAFT00000016012	0.9645808736717828	0.9017709563164108	0.4606847697756789	0.4635182998819362	0.5086186540731995	0.8689492325855962	0.5466351829988194	0.4512396694214875	0.8462809917355372	1.0	0.9017709563164108	0.5140495867768595	0.7995277449822904	0.9336481700118064	0.8410861865407321	0.9556080283353008
ENSPMET00000029451	0.8984651711924441	1.0	0.4361275088547816	0.41298701298701296	0.5166469893742621	0.8146399055489965	0.5079102715466352	0.4080283353010625	0.8295159386068477	0.9017709563164108	1.0	0.5234946871310507	0.7567886658795749	0.9291617473435656	0.8715466351829988	0.9459268004722551
ENSPLAT00000007581	0.5076741440377804	0.5234946871310507	0.8316410861865408	0.8092089728453364	0.9742621015348288	0.4835891381345927	0.899409681227863	0.8051948051948052	0.431404958677686	0.5140495867768595	0.5234946871310507	1.0	0.4547815820543093	0.5239669421487604	0.5173553719008265	0.5298701298701298
ENSKMAT00000026325	0.7933884297520661	0.7567886658795749	0.4323494687131051	0.4443919716646989	0.4569067296340024	0.792443919716647	0.4828807556080283	0.40070838252656427	0.6965761511216056	0.7995277449822904	0.7567886658795749	0.4547815820543093	1.0	0.7683589138134592	0.6963400236127509	0.8049586776859504
ENSXMAT00000027701	0.9685950413223141	0.9291617473435656	0.44368358913813455	0.4266824085005903	0.517827626918536	0.833530106257379	0.5088547815820543	0.4132231404958677	0.8113341204250295	0.9336481700118064	0.9291617473435656	0.5239669421487604	0.7683589138134592	1.0	0.8533648170011806	0.9211334120425029
ENSPFOT00000013084	0.8370720188902007	0.8715466351829988	0.3865407319952774	0.36505312868949225	0.5105076741440377	0.753482880755608	0.4597402597402598	0.3593860684769776	0.8672963400236128	0.8410861865407321	0.8715466351829988	0.5173553719008265	0.6963400236127509	0.8533648170011806	1.0	0.8779220779220779
ENSPMET00000029472	0.9518299881936244	0.9459268004722551	0.469185360094451	0.464935064935065	0.5230224321133412	0.8656434474616292	0.5619834710743802	0.4621015348288076	0.8835891381345927	0.9556080283353008	0.9459268004722551	0.5298701298701298	0.8049586776859504	0.9211334120425029	0.8779220779220779	1.0
