,ENSPTRT00000077406,ENST00000393578,ENSPTRT00000094815,ENSPTRT00000085440,ENSPTRT00000104746,ENST00000403681,ENSPTRT00000058688,ENST00000425208,ENSPTRT00000102634,ENST00000536545,ENST00000354636,ENSPTRT00000102046
ENSPTRT00000077406,1.0,0.9975669099756691,0.8394160583941606,0.6605839416058394,0.8832116788321168,0.8710462287104623,0.7335766423357665,0.9330900243309003,0.9343065693430657,0.732360097323601,0.8819951338199513,0.8722627737226277
ENST00000393578,0.9975669099756691,1.0,0.8381995133819952,0.6605839416058394,0.8819951338199513,0.8722627737226277,0.732360097323601,0.9343065693430657,0.9330900243309003,0.7335766423357665,0.8832116788321168,0.8710462287104623
ENSPTRT00000094815,0.8394160583941606,0.8381995133819952,1.0,0.5583941605839416,0.781021897810219,0.8491484184914841,0.6313868613138686,0.8309002433090025,0.8321167883211679,0.6301703163017032,0.7798053527980535,0.8503649635036497
ENSPTRT00000085440,0.6605839416058394,0.6605839416058394,0.5583941605839416,1.0,0.7773722627737226,0.5912408759124088,0.45255474452554745,0.6532846715328468,0.6532846715328468,0.45255474452554745,0.7773722627737226,0.5912408759124088
ENSPTRT00000104746,0.8832116788321168,0.8819951338199513,0.781021897810219,0.7773722627737226,1.0,0.8126520681265207,0.6751824817518248,0.8746958637469586,0.8759124087591241,0.6739659367396593,0.9987834549878345,0.8138686131386861
ENST00000403681,0.8710462287104623,0.8722627737226277,0.8491484184914841,0.5912408759124088,0.8126520681265207,1.0,0.6630170316301703,0.864963503649635,0.8637469586374696,0.6642335766423357,0.8138686131386861,0.9987834549878345
ENSPTRT00000058688,0.7335766423357665,0.732360097323601,0.6313868613138686,0.45255474452554745,0.6751824817518248,0.6630170316301703,1.0,0.7250608272506083,0.7262773722627737,0.9914841849148418,0.6739659367396593,0.6642335766423357
ENST00000425208,0.9330900243309003,0.9343065693430657,0.8309002433090025,0.6532846715328468,0.8746958637469586,0.864963503649635,0.7250608272506083,1.0,0.9987834549878345,0.7262773722627737,0.8759124087591241,0.8637469586374696
ENSPTRT00000102634,0.9343065693430657,0.9330900243309003,0.8321167883211679,0.6532846715328468,0.8759124087591241,0.8637469586374696,0.7262773722627737,0.9987834549878345,1.0,0.7250608272506083,0.8746958637469586,0.864963503649635
ENST00000536545,0.732360097323601,0.7335766423357665,0.6301703163017032,0.45255474452554745,0.6739659367396593,0.6642335766423357,0.9914841849148418,0.7262773722627737,0.7250608272506083,1.0,0.6751824817518248,0.6630170316301703
ENST00000354636,0.8819951338199513,0.8832116788321168,0.7798053527980535,0.7773722627737226,0.9987834549878345,0.8138686131386861,0.6739659367396593,0.8759124087591241,0.8746958637469586,0.6751824817518248,1.0,0.8126520681265207
ENSPTRT00000102046,0.8722627737226277,0.8710462287104623,0.8503649635036497,0.5912408759124088,0.8138686131386861,0.9987834549878345,0.6642335766423357,0.8637469586374696,0.864963503649635,0.6630170316301703,0.8126520681265207,1.0
