,ENSLACT00000006541,Y39B6A.39a.1,Y39B6A.39b.1,ENSAMXT00000015574,ENSDCDT00000064275,ENSXETT00000046843,ENSCHAT00000023051,FBtr0301626,ENSEBUT00000011186,ENSEBUT00000011195
ENSLACT00000006541,1.0,0.9444277380164792,0.940157575028568,0.9527876345702773,0.9580200878089854,0.9592229506224815,0.9574787995429122,0.9499007638178866,0.9503217658026102,0.9486979010043904
Y39B6A.39a.1,0.9444277380164792,1.0,0.9613881036867745,0.9484573284416912,0.9536897816803993,0.9501413363805858,0.9543513562278222,0.9548325013532206,0.9348048355085102,0.9408792927166657
Y39B6A.39b.1,0.940157575028568,0.9613881036867745,1.0,0.9443675948758045,0.9498406206772118,0.949118902989114,0.9491790461297889,0.9477957538942684,0.9489384735670897,0.9550129307752451
ENSAMXT00000015574,0.9527876345702773,0.9484573284416912,0.9443675948758045,1.0,0.975822457448728,0.964635833283214,0.9752210260419799,0.9586215192157335,0.9421422986708365,0.9495399049738378
ENSDCDT00000064275,0.9580200878089854,0.9536897816803993,0.9498406206772118,0.975822457448728,1.0,0.9706501473506947,0.9831599206110543,0.9627713959222951,0.9465327479400975,0.9536296385397245
ENSXETT00000046843,0.9592229506224815,0.9501413363805858,0.949118902989114,0.964635833283214,0.9706501473506947,1.0,0.9690262825524749,0.9609671017020509,0.9423828712335358,0.9491790461297889
ENSCHAT00000023051,0.9574787995429122,0.9543513562278222,0.9491790461297889,0.9752210260419799,0.9831599206110543,0.9690262825524749,1.0,0.9604859565766525,0.9459914596740242,0.9531484934143261
FBtr0301626,0.9499007638178866,0.9548325013532206,0.9477957538942684,0.9586215192157335,0.9627713959222951,0.9609671017020509,0.9604859565766525,1.0,0.9438864497504059,0.9508630540686834
ENSEBUT00000011186,0.9503217658026102,0.9348048355085102,0.9489384735670897,0.9421422986708365,0.9465327479400975,0.9423828712335358,0.9459914596740242,0.9438864497504059,1.0,0.9891140915378601
ENSEBUT00000011195,0.9486979010043904,0.9408792927166657,0.9550129307752451,0.9495399049738378,0.9536296385397245,0.9491790461297889,0.9531484934143261,0.9508630540686834,0.9891140915378601,1.0
