	ENSAMXT00000040778	ENSCHAT00000019987	ENSEEET00000042749	ENSIPUT00000033507	ENSAMXT00000008466	ENSEEET00000042748	ENSEEET00000042772	ENSCHAT00000020010	ENSEEET00000042639	ENSCHAT00000020459	ENSDCDT00000014157
ENSAMXT00000040778	1.0	0.7822158820732287	0.8292914883499762	0.8197812648597242	0.8687589158345221	0.8335710889205896	0.7722301474084641	0.6595339990489777	0.7522586780789349	0.6923442700903472	0.7760342368045648
ENSCHAT00000019987	0.7822158820732287	1.0	0.7731811697574893	0.8212077983832622	0.7655729909652876	0.8250118877793629	0.7669995244888255	0.8630527817403709	0.7470280551592963	0.8949120304327152	0.85924869234427
ENSEEET00000042749	0.8292914883499762	0.7731811697574893	1.0	0.8193057536852116	0.7617689015691869	0.9386590584878745	0.8701854493580599	0.6975748930099858	0.8502139800285307	0.6842605801236329	0.7788873038516405
ENSIPUT00000033507	0.8197812648597242	0.8212077983832622	0.8193057536852116	1.0	0.8012363290537328	0.8763670946267237	0.8150261531145981	0.6980504041844984	0.7950546837850689	0.72943414170233	0.8140751307655729
ENSAMXT00000008466	0.8687589158345221	0.7655729909652876	0.7617689015691869	0.8012363290537328	1.0	0.8169281978126486	0.8202567760342369	0.6928197812648598	0.8002853067047075	0.7988587731811697	0.7584403233475987
ENSEEET00000042748	0.8335710889205896	0.8250118877793629	0.9386590584878745	0.8763670946267237	0.8169281978126486	1.0	0.9315263908701854	0.7056585829766999	0.9115549215406562	0.7360912981455064	0.8302425106990015
ENSEEET00000042772	0.7722301474084641	0.7669995244888255	0.8701854493580599	0.8150261531145981	0.8202567760342369	0.9315263908701854	1.0	0.6947218259629101	0.9305753685211604	0.7370423204945317	0.7731811697574893
ENSCHAT00000020010	0.6595339990489777	0.8630527817403709	0.6975748930099858	0.6980504041844984	0.6928197812648598	0.7056585829766999	0.6947218259629101	1.0	0.6747503566333809	0.8178792201616738	0.7346647646219686
ENSEEET00000042639	0.7522586780789349	0.7470280551592963	0.8502139800285307	0.7950546837850689	0.8002853067047075	0.9115549215406562	0.9305753685211604	0.6747503566333809	1.0	0.7170708511650024	0.7532097004279601
ENSCHAT00000020459	0.6923442700903472	0.8949120304327152	0.6842605801236329	0.72943414170233	0.7988587731811697	0.7360912981455064	0.7370423204945317	0.8178792201616738	0.7170708511650024	1.0	0.7684260580123633
ENSDCDT00000014157	0.7760342368045648	0.85924869234427	0.7788873038516405	0.8140751307655729	0.7584403233475987	0.8302425106990015	0.7731811697574893	0.7346647646219686	0.7532097004279601	0.7684260580123633	1.0
