	ENSAMXT00000051898	ENSDCDT00000027461	ENSAMXT00000032889	ENSDCDT00000027284	ENSAMXT00000048532	ENSAMXT00000045240	ENSDCDT00000028105	ENSCHAT00000005532	ENSCHAT00000005778	ENSDCDT00000027279	ENSDCDT00000027198
ENSAMXT00000051898	1.0	0.6460628863208815	0.9314700349368448	0.6350443429185703	0.9137328675087342	0.9887127116366567	0.4732598763773179	0.6664875033593121	0.6288632088148347	0.6409567320612739	0.6715936576189196
ENSDCDT00000027461	0.6460628863208815	1.0	0.6165009406073636	0.8516527815103467	0.5786079011018543	0.6347755979575384	0.6291319537758667	0.6484815909701693	0.6396130072561139	0.8739586132760011	0.930663800053749
ENSAMXT00000032889	0.9314700349368448	0.6165009406073636	1.0	0.6036011824778286	0.8677774791722656	0.942757323300188	0.4238108035474335	0.6345068529965063	0.6041386723998925	0.6095135716205321	0.640150497178178
ENSDCDT00000027284	0.6350443429185703	0.8516527815103467	0.6036011824778286	1.0	0.5882827196990057	0.6444504165546896	0.6780435366836872	0.6498253157753292	0.6702499328137598	0.9535071217414672	0.9080892233270628
ENSAMXT00000048532	0.9137328675087342	0.5786079011018543	0.8677774791722656	0.5882827196990057	1.0	0.9250201558720774	0.5369524321418974	0.6218758398280032	0.5627519484009674	0.5941951088417092	0.624832034399355
ENSAMXT00000045240	0.9887127116366567	0.6347755979575384	0.942757323300188	0.6444504165546896	0.9250201558720774	1.0	0.4619725880139746	0.6766998118785272	0.6175759204514916	0.6503628056973931	0.680999731255039
ENSDCDT00000028105	0.4732598763773179	0.6291319537758667	0.4238108035474335	0.6780435366836872	0.5369524321418974	0.4619725880139746	1.0	0.4418167159365762	0.5108841709217952	0.6353130878796023	0.639344262295082
ENSCHAT00000005532	0.6664875033593121	0.6484815909701693	0.6345068529965063	0.6498253157753292	0.6218758398280032	0.6766998118785272	0.4418167159365762	1.0	0.8460091373286751	0.6627250739048642	0.708680462241333
ENSCHAT00000005778	0.6288632088148347	0.6396130072561139	0.6041386723998925	0.6702499328137598	0.5627519484009674	0.6175759204514916	0.5108841709217952	0.8460091373286751	1.0	0.6538564901908089	0.6514377855415211
ENSDCDT00000027279	0.6409567320612739	0.8739586132760011	0.6095135716205321	0.9535071217414672	0.5941951088417092	0.6503628056973931	0.6353130878796023	0.6627250739048642	0.6538564901908089	1.0	0.9303950550927171
ENSDCDT00000027198	0.6715936576189196	0.930663800053749	0.640150497178178	0.9080892233270628	0.624832034399355	0.680999731255039	0.639344262295082	0.708680462241333	0.6514377855415211	0.9303950550927171	1.0
