,ENSCHAT00000056274,ENSDCDT00000063615,ENSDCDT00000063616,ENSCHAT00000056193,ENSDCDT00000063585,ENSDCDT00000063611,ENSCHAT00000056295,ENSCHAT00000056176,ENSDCDT00000063608,ENSDCDT00000063609,ENSCHAT00000056243,ENSCHAT00000056205,ENSCHAT00000056262,ENSDCDT00000063599,ENSPMAT00000006561,ENSCHAT00000056255,ENSCHAT00000056223,ENSEBUT00000021594,ENSAMXT00000008899,ENSCHAT00000056283
ENSCHAT00000056274,1.0,0.7853361566966649,0.8155108523028057,0.9364743250397035,0.8178930651138169,0.7911593435680254,0.9457384859714134,0.9452091053467443,0.8115404976177872,0.8115404976177872,0.9115934356802541,0.9409740603493912,0.8893594494441504,0.8118051879301218,0.754632080465855,0.9168872419269455,0.876124933827422,0.7461619904711487,0.8046585494970884,0.8904182106934886
ENSDCDT00000063615,0.7853361566966649,1.0,0.9240338803599788,0.81286394917946,0.9346214928533616,0.9002117522498676,0.8255690841715193,0.8189518263631551,0.9205929062996294,0.9200635256749603,0.8483324510322923,0.8152461619904712,0.8343038644785601,0.9203282159872949,0.7781895182636316,0.793276866066702,0.8814187400741132,0.7837480148226575,0.8456855479089466,0.833774483853891
ENSDCDT00000063616,0.8155108523028057,0.9240338803599788,1.0,0.863155108523028,0.9645314981471678,0.9634727368978295,0.8507146638433033,0.8591847538380095,0.9838538909475913,0.9854420328215987,0.8091582848067761,0.8591847538380095,0.8835362625727898,0.9857067231339333,0.8168343038644785,0.8425092641609317,0.8422445738485972,0.8033350979354156,0.8660667019587083,0.8787718369507675
ENSCHAT00000056193,0.9364743250397035,0.81286394917946,0.863155108523028,1.0,0.853361566966649,0.8377448385389095,0.9642668078348332,0.9801482265749074,0.8695076760190577,0.8591847538380095,0.9301217575436739,0.9801482265749074,0.9359449444150344,0.8594494441503441,0.7908946532556909,0.9634727368978295,0.8946532556908418,0.7805717310746426,0.8403917416622552,0.9311805187930122
ENSDCDT00000063585,0.8178930651138169,0.9346214928533616,0.9645314981471678,0.853361566966649,1.0,0.9407093700370567,0.8456855479089466,0.8594494441503441,0.9610905240868184,0.9605611434621493,0.8115404976177872,0.8557437797776601,0.874801482265749,0.9608258337744838,0.8181577554261514,0.833774483853891,0.8446267866596082,0.8054526204340922,0.8689782953943885,0.8742721016410799
ENSDCDT00000063611,0.7911593435680254,0.9002117522498676,0.9634727368978295,0.8377448385389095,0.9407093700370567,1.0,0.8189518263631551,0.8348332451032292,0.9600317628374802,0.959502382212811,0.7848067760719958,0.8348332451032292,0.8591847538380095,0.9687665431445209,0.7927474854420328,0.8523028057173108,0.8178930651138169,0.7789835892006353,0.8419798835362625,0.8544203282159873
ENSCHAT00000056295,0.9457384859714134,0.8255690841715193,0.8507146638433033,0.9642668078348332,0.8456855479089466,0.8189518263631551,1.0,0.973001588141874,0.8393329804129169,0.8393329804129169,0.9547379565907887,0.9687665431445209,0.91715193223928,0.8395976707252515,0.7824245632609846,0.9446797247220752,0.9192694547379566,0.7832186341979883,0.8419798835362625,0.9182106934886183
ENSCHAT00000056176,0.9452091053467443,0.8189518263631551,0.8591847538380095,0.9801482265749074,0.8594494441503441,0.8348332451032292,0.973001588141874,1.0,0.855214399152991,0.855214399152991,0.9388565378507147,0.984647961884595,0.9330333509793541,0.8620963472736898,0.7953943885653785,0.9605611434621493,0.9033880359978825,0.7850714663843303,0.8456855479089466,0.9340921122286925
ENSDCDT00000063608,0.8115404976177872,0.9205929062996294,0.9838538909475913,0.8695076760190577,0.9610905240868184,0.9600317628374802,0.8393329804129169,0.855214399152991,1.0,0.9798835362625727,0.8051879301217575,0.855214399152991,0.8795659078877713,0.9801482265749074,0.81286394917946,0.8385389094759131,0.8382742191635786,0.7993647432503971,0.8618316569613552,0.874801482265749
ENSDCDT00000063609,0.8115404976177872,0.9200635256749603,0.9854420328215987,0.8591847538380095,0.9605611434621493,0.959502382212811,0.8393329804129169,0.855214399152991,0.9798835362625727,1.0,0.8051879301217575,0.8644785600847009,0.8795659078877713,0.9817363684489148,0.81286394917946,0.8385389094759131,0.8382742191635786,0.7993647432503971,0.8620963472736898,0.874801482265749
