,ENSARWT00000030757,ENSARWT00000030756,ENSOPRT00000010561,ENSZALT00000001438,ENSMEUT00000015006,ENSSART00000013854,ENSZALT00000001441,ENSPCAT00000005214,ENSGMOT00000000952,ENSXCOT00000000115,ENSODET00000014742,ENSDORT00000014647
ENSARWT00000030757,1.0,0.8108632395732299,0.530552861299709,0.6159068865179438,0.7090203685741998,0.7225994180407371,0.9175557710960233,0.5431619786614937,0.5111542192046556,0.6275460717749758,0.8050436469447139,0.7429679922405431
ENSARWT00000030756,0.8108632395732299,1.0,0.38603297769156164,0.469447138700291,0.5615906886517944,0.5897187196896218,0.7710960232783706,0.3850630455868089,0.38797284190106684,0.5121241513094084,0.6789524733268671,0.612027158098933
ENSOPRT00000010561,0.530552861299709,0.38603297769156164,1.0,0.4471387002909797,0.7643064985451018,0.7381183317167799,0.5431619786614937,0.962172647914646,0.944713870029098,0.4946653734238604,0.6246362754607178,0.5431619786614937
ENSZALT00000001438,0.6159068865179438,0.469447138700291,0.4471387002909797,1.0,0.600387972841901,0.45489815712900095,0.6808923375363725,0.4306498545101842,0.4471387002909797,0.41222114451988356,0.5169738118331717,0.4364694471387003
ENSMEUT00000015006,0.7090203685741998,0.5615906886517944,0.7643064985451018,0.600387972841901,1.0,0.5266731328806984,0.6964112512124151,0.7710960232783706,0.7342386032977691,0.483996120271581,0.6110572259941804,0.550921435499515
ENSSART00000013854,0.7225994180407371,0.5897187196896218,0.7381183317167799,0.45489815712900095,0.5266731328806984,1.0,0.7584869059165859,0.7225994180407371,0.7274490785645005,0.6401551891367604,0.8244422890397672,0.7342386032977691
ENSZALT00000001441,0.9175557710960233,0.7710960232783706,0.5431619786614937,0.6808923375363725,0.6964112512124151,0.7584869059165859,1.0,0.5266731328806984,0.5431619786614937,0.6488845780795345,0.8137730358874878,0.7255092143549952
ENSPCAT00000005214,0.5431619786614937,0.3850630455868089,0.962172647914646,0.4306498545101842,0.7710960232783706,0.7225994180407371,0.5266731328806984,1.0,0.92725509214355,0.4801163918525704,0.6159068865179438,0.5577109602327837
ENSGMOT00000000952,0.5111542192046556,0.38797284190106684,0.944713870029098,0.4471387002909797,0.7342386032977691,0.7274490785645005,0.5431619786614937,0.92725509214355,1.0,0.5140640155189137,0.5955383123181377,0.5237633365664404
ENSXCOT00000000115,0.6275460717749758,0.5121241513094084,0.4946653734238604,0.41222114451988356,0.483996120271581,0.6401551891367604,0.6488845780795345,0.4801163918525704,0.5140640155189137,1.0,0.7487875848690592,0.7129000969932104
ENSODET00000014742,0.8050436469447139,0.6789524733268671,0.6246362754607178,0.5169738118331717,0.6110572259941804,0.8244422890397672,0.8137730358874878,0.6159068865179438,0.5955383123181377,0.7487875848690592,1.0,0.8428709990300679
ENSDORT00000014647,0.7429679922405431,0.612027158098933,0.5431619786614937,0.4364694471387003,0.550921435499515,0.7342386032977691,0.7255092143549952,0.5577109602327837,0.5237633365664404,0.7129000969932104,0.8428709990300679,1.0
