	ENSCVAT00000010993	ENSELUT00000034963	ENSACLT00000042149	ENSACLT00000042148	ENSAOCT00000004248	ENSAPET00000010554	ENSGMOT00000016641	ENSBSLT00000032389	ENSAOCT00000004228	ENSBSLT00000032383	ENSCVAT00000010965	ENSCVAT00000010980	ENSELUT00000034959	ENSELUT00000035097	ENSGAGT00000028561	ENSATET00000035909	ENSATET00000035907
ENSCVAT00000010993	1.0	0.8315315315315316	0.9045045045045044	0.7531531531531531	0.872072072072072	0.7693693693693694	0.6315315315315315	0.6072072072072072	0.7450450450450451	0.8936936936936937	0.8396396396396396	0.9945945945945946	0.6054054054054054	0.7018018018018019	0.6531531531531531	0.8891891891891892	0.8333333333333334
ENSELUT00000034963	0.8315315315315316	1.0	0.8324324324324325	0.6882882882882883	0.8297297297297297	0.7189189189189189	0.6162162162162163	0.5612612612612613	0.7108108108108108	0.8378378378378378	0.6918918918918919	0.8351351351351352	0.7378378378378379	0.8585585585585586	0.6333333333333333	0.8369369369369369	0.7810810810810811
ENSACLT00000042149	0.9045045045045044	0.8324324324324325	1.0	0.8423423423423423	0.872072072072072	0.7747747747747747	0.6396396396396397	0.6306306306306306	0.7495495495495496	0.9045045045045044	0.7594594594594595	0.9081081081081082	0.6036036036036037	0.7045045045045045	0.6594594594594595	0.9117117117117116	0.8558558558558559
ENSACLT00000042148	0.7531531531531531	0.6882882882882883	0.8423423423423423	1.0	0.7216216216216216	0.8477477477477477	0.4927927927927929	0.6009009009009009	0.8225225225225226	0.7603603603603604	0.8648648648648649	0.7567567567567568	0.6828828828828829	0.7837837837837838	0.6297297297297297	0.7765765765765765	0.7441441441441441
ENSAOCT00000004248	0.872072072072072	0.8297297297297297	0.872072072072072	0.7216216216216216	1.0	0.8396396396396396	0.5972972972972973	0.5846846846846847	0.8666666666666667	0.872072072072072	0.7234234234234235	0.872072072072072	0.6027027027027027	0.6990990990990991	0.6225225225225225	0.881981981981982	0.8243243243243243
ENSAPET00000010554	0.7693693693693694	0.7189189189189189	0.7747747747747747	0.8477477477477477	0.8396396396396396	1.0	0.5018018018018018	0.6054054054054054	0.972972972972973	0.7774774774774775	0.8396396396396396	0.7747747747747747	0.6972972972972973	0.7918918918918919	0.645045045045045	0.8	0.7675675675675676
ENSGMOT00000016641	0.6315315315315315	0.6162162162162163	0.6396396396396397	0.4927927927927929	0.5972972972972973	0.5018018018018018	1.0	0.4891891891891892	0.4783783783783784	0.6387387387387388	0.4936936936936938	0.636936936936937	0.3900900900900901	0.4846846846846846	0.5702702702702702	0.6207207207207207	0.563963963963964
ENSBSLT00000032389	0.6072072072072072	0.5612612612612613	0.6306306306306306	0.6009009009009009	0.5846846846846847	0.6054054054054054	0.4891891891891892	1.0	0.5828828828828829	0.6747747747747748	0.5837837837837838	0.6108108108108108	0.4477477477477477	0.5477477477477477	0.6288288288288288	0.6306306306306306	0.5981981981981982
ENSAOCT00000004228	0.7450450450450451	0.7108108108108108	0.7495495495495496	0.8225225225225226	0.8666666666666667	0.972972972972973	0.4783783783783784	0.5828828828828829	1.0	0.754054054054054	0.8153153153153153	0.7504504504504504	0.6891891891891891	0.7837837837837838	0.6225225225225225	0.7747747747747747	0.7423423423423423
ENSBSLT00000032383	0.8936936936936937	0.8378378378378378	0.9045045045045044	0.7603603603603604	0.872072072072072	0.7774774774774775	0.6387387387387388	0.6747747747747748	0.754054054054054	1.0	0.7549549549549549	0.8972972972972973	0.6081081081081081	0.7081081081081081	0.6585585585585586	0.9162162162162162	0.8594594594594595
ENSCVAT00000010965	0.8396396396396396	0.6918918918918919	0.7594594594594595	0.8648648648648649	0.7234234234234235	0.8396396396396396	0.4936936936936938	0.5837837837837838	0.8153153153153153	0.7549549549549549	1.0	0.8450450450450451	0.6873873873873874	0.781981981981982	0.6315315315315315	0.7612612612612613	0.7288288288288288
ENSCVAT00000010980	0.9945945945945946	0.8351351351351352	0.9081081081081082	0.7567567567567568	0.872072072072072	0.7747747747747747	0.636936936936937	0.6108108108108108	0.7504504504504504	0.8972972972972973	0.8450450450450451	1.0	0.6108108108108108	0.7054054054054054	0.6585585585585586	0.8927927927927928	0.8369369369369369
