,ENSMSIT00000023732,ENSMUGT00000016175,ENSRNOT00000087933,ENSMUST00000079379,MGP_CAROLIEiJ_T0075928,ENSMSIT00000023755,MGP_CAROLIEiJ_T0075924,MGP_CAROLIEiJ_T0075926,MGP_SPRETEiJ_T0079108,MGP_SPRETEiJ_T0079109,ENSMUGT00000032453,ENSMUGT00000032455,ENSMUST00000032248,MGP_CAROLIEiJ_T0075925,MGP_PahariEiJ_T0052222,MGP_PahariEiJ_T0052220,MGP_PahariEiJ_T0052221,ENSMUST00000161636,MGP_CAROLIEiJ_T0075927,ENSRNOT00000051525,ENSRNOT00000039855,ENSMUST00000041779,ENSMUST00000161365,ENSMUST00000159891,MGP_CAROLIEiJ_T0075929,ENSMUGT00000032461,MGP_SPRETEiJ_T0079112,MGP_SPRETEiJ_T0079111,MGP_SPRETEiJ_T0079110,MGP_PahariEiJ_T0052218,MGP_PahariEiJ_T0052219
ENSMSIT00000023732,1.0,0.7468910021945867,0.7995610826627652,0.8580833942940747,0.9290416971470373,0.825164594001463,0.5310899780541332,0.9231894659839064,0.5354791514264814,0.48427212874908565,0.858814923189466,0.8332114118507681,0.9787856620336504,0.5852231163130943,0.9188002926115582,0.8814923189465984,0.8258961228968544,0.5852231163130943,0.9231894659839064,0.839063643013899,0.8697878566203365,0.9392831016825165,0.9392831016825165,0.48354059985369424,0.7044623262618873,0.5537673738112655,0.6627651792245793,0.9392831016825165,0.5683979517190929,0.8566203365032918,0.584491587417703
ENSMUGT00000016175,0.7468910021945867,1.0,0.8792977322604243,0.8185808339429408,0.7117776152158011,0.8514996342355523,0.45208485735186543,0.797366495976591,0.45501097293343085,0.4469641550841259,0.7798098024871982,0.8244330651060717,0.7461594732991953,0.5325530358449159,0.717629846378932,0.7710314557425019,0.7212874908558888,0.5325530358449159,0.797366495976591,0.7988295537673739,0.8046817849305048,0.7988295537673739,0.7988295537673739,0.4469641550841259,0.7212874908558888,0.6466715435259692,0.6656912948061449,0.7951719092904169,0.514996342355523,0.8090709583028529,0.5340160936356986
ENSRNOT00000087933,0.7995610826627652,0.8792977322604243,1.0,0.831016825164594,0.75932699341624,0.8778346744696416,0.48207754206291153,0.84491587417703,0.48207754206291153,0.45574250182882226,0.7776152158010241,0.8222384784198976,0.7944403803950256,0.5457205559619605,0.761521580102414,0.8149231894659839,0.7607900512070227,0.5457205559619605,0.84491587417703,0.8207754206291149,0.9239209948792977,0.8471104608632041,0.8471104608632041,0.45574250182882226,0.7629846378931968,0.6583760058522312,0.7088514996342355,0.8478419897585955,0.528895391367959,0.8324798829553768,0.5464520848573519
ENSMUST00000079379,0.8580833942940747,0.8185808339429408,0.831016825164594,1.0,0.8200438917337235,0.7900512070226774,0.5749817117776153,0.9056327724945136,0.5757132406730066,0.5332845647403073,0.8522311631309437,0.8975859546452085,0.8595464520848574,0.6327724945135332,0.825164594001463,0.8785662033650329,0.8222384784198976,0.6371616678858815,0.9056327724945136,0.908558888076079,0.9012435991221653,0.9122165325530358,0.9122165325530358,0.5340160936356986,0.6971470373079737,0.6232626188734455,0.6422823701536211,0.9041697147037308,0.6159473299195318,0.9539136795903438,0.6320409656181419
MGP_CAROLIEiJ_T0075928,0.9290416971470373,0.7117776152158011,0.75932699341624,0.8200438917337235,1.0,0.7644476956839795,0.5032918800292612,0.9144111192392099,0.49743964886613024,0.4506217995610826,0.8178493050475494,0.7929773226042429,0.9348939283101683,0.5544989027066569,0.8873445501097293,0.8412582297000731,0.7841989758595465,0.5501097293343087,0.9144111192392099,0.7980980248719824,0.8288222384784198,0.8880760790051208,0.8880760790051208,0.4498902706656913,0.6912948061448427,0.5157278712509145,0.6174103877103145,0.8895391367959035,0.5332845647403073,0.8178493050475494,0.5493782004389174
ENSMSIT00000023755,0.825164594001463,0.8514996342355523,0.8778346744696416,0.7900512070226774,0.7644476956839795,1.0,0.4630577907827359,0.8500365764447696,0.46744696415508413,0.41185076810534016,0.7220190197512801,0.7673738112655449,0.8134601316752011,0.5120702267739575,0.7549378200438918,0.8083394294074616,0.7527432333577176,0.5120702267739575,0.8500365764447696,0.7710314557425019,0.8017556693489393,0.8661302121433797,0.8661302121433797,0.41185076810534016,0.7505486466715435,0.5998536942209217,0.7088514996342355,0.8653986832479883,0.4945135332845647,0.7885881492318947,0.5113386978785662
MGP_CAROLIEiJ_T0075924,0.5310899780541332,0.45208485735186543,0.48207754206291153,0.5749817117776153,0.5032918800292612,0.4630577907827359,1.0,0.5888807607900512,0.9824433065106072,0.5332845647403073,0.5171909290416972,0.5523043160204828,0.5267008046817849,0.6327724945135332,0.48354059985369424,0.5369422092172641,0.4798829553767374,0.634235552304316,0.5888807607900512,0.5479151426481346,0.5523043160204828,0.5793708851499634,0.5793708851499634,0.5340160936356986,0.38258961228968547,0.2713972201901975,0.31894659839063644,0.5801024140453548,0.6166788588149232,0.5683979517190929,0.6320409656181419
MGP_CAROLIEiJ_T0075926,0.9231894659839064,0.797366495976591,0.84491587417703,0.9056327724945136,0.9144111192392099,0.8500365764447696,0.5888807607900512,1.0,0.5830285296269203,0.5362106803218727,0.8332114118507681,0.8785662033650329,0.9209948792977323,0.640087783467447,0.8734455010972934,0.9268471104608632,0.8697878566203365,0.6356986100950988,1.0,0.8836869056327725,0.9144111192392099,0.9736649597659107,0.9736649597659107,0.5354791514264814,0.7768836869056328,0.6013167520117044,0.7029992684711046,0.9751280175566935,0.6188734455010972,0.9034381858083395,0.6349670811997074
MGP_SPRETEiJ_T0079108,0.5354791514264814,0.45501097293343085,0.48207754206291153,0.5757132406730066,0.49743964886613024,0.46744696415508413,0.9824433065106072,0.5830285296269203,1.0,0.5332845647403073,0.5171909290416972,0.5523043160204828,0.5354791514264814,0.6327724945135332,0.48280907095830283,0.5362106803218727,0.4813460131675201,0.6356986100950988,0.5830285296269203,0.5471836137527433,0.5523043160204828,0.5881492318946598,0.5881492318946598,0.5340160936356986,0.373811265544989,0.2706656912948062,0.3277249451353328,0.590343818580834,0.6159473299195318,0.5676664228237015,0.6320409656181419
MGP_SPRETEiJ_T0079109,0.48427212874908565,0.4469641550841259,0.45574250182882226,0.5332845647403073,0.4506217995610826,0.41185076810534016,0.5332845647403073,0.5362106803218727,0.5332845647403073,1.0,0.5047549378200439,0.5398683247988295,0.4813460131675201,0.8961228968544257,0.5186539868324799,0.5691294806144843,0.6393562545720556,0.8961228968544257,0.5362106803218727,0.5354791514264814,0.5245062179956108,0.5340160936356986,0.5340160936356986,0.9992684711046086,0.6356986100950988,0.5501097293343087,0.5808339429407462,0.5369422092172641,0.9144111192392099,0.5354791514264814,0.8961228968544257
