,ENSTRUT00000025441,ENSELUT00000005933,ENSHHUT00000034428,ENSIPUT00000005898,ENSBSLT00000018814,ENSGWIT00000057547,ENSCSET00000010104,ENSDCDT00000047624,ENSLCRT00005010571,ENSDART00000020616,ENSSMAT00000030064,ENSMMOT00000012092,ENSLCAT00010010615,ENSCGOT00000034481,ENSSDUT00000010861
ENSTRUT00000025441,1.0,0.7016029593094945,0.7009864364981504,0.6646115906288532,0.7324290998766955,0.7281134401972873,0.7311960542540074,0.5369913686806412,0.7971639950678175,0.7133168927250308,0.8261405672009864,0.7669543773119606,0.8236744759556104,0.6553637484586929,0.8212083847102343
ENSELUT00000005933,0.7016029593094945,1.0,0.8674475955610358,0.7311960542540074,0.6775585696670777,0.6948212083847103,0.6979038224414303,0.56288532675709,0.7392108508014796,0.7472256473489519,0.7256473489519112,0.7022194821208385,0.7410604192355117,0.6103575832305795,0.752157829839704
ENSHHUT00000034428,0.7009864364981504,0.8674475955610358,1.0,0.7108508014796547,0.6676942046855734,0.6646115906288532,0.6695437731196054,0.5221948212083847,0.7361282367447596,0.7379778051787916,0.7151664611590629,0.689272503082614,0.7361282367447596,0.5838471023427867,0.7416769420468557
ENSIPUT00000005898,0.6646115906288532,0.7311960542540074,0.7108508014796547,1.0,0.6263871763255241,0.6491985203452528,0.6411837237977805,0.5369913686806412,0.6787916152897657,0.7577065351418002,0.6812577065351418,0.654747225647349,0.6824907521578298,0.5832305795314426,0.686189889025894
ENSBSLT00000018814,0.7324290998766955,0.6775585696670777,0.6676942046855734,0.6263871763255241,1.0,0.7077681874229347,0.6676942046855734,0.4802712700369913,0.7860665844636252,0.6584463625154131,0.781134401972873,0.7281134401972873,0.7953144266337855,0.5992601726263872,0.8002466091245376
ENSGWIT00000057547,0.7281134401972873,0.6948212083847103,0.6646115906288532,0.6491985203452528,0.7077681874229347,1.0,0.7059186189889026,0.5147965474722564,0.7577065351418002,0.6609124537607891,0.7527743526510481,0.7127003699136868,0.7644882860665845,0.6528976572133169,0.7718865598027127
ENSCSET00000010104,0.7311960542540074,0.6979038224414303,0.6695437731196054,0.6411837237977805,0.6676942046855734,0.7059186189889026,1.0,0.561035758323058,0.7231812577065352,0.6683107274969173,0.7379778051787916,0.6905055487053021,0.7293464858199753,0.6405672009864365,0.7379778051787916
ENSDCDT00000047624,0.5369913686806412,0.56288532675709,0.5221948212083847,0.5369913686806412,0.4802712700369913,0.5147965474722564,0.561035758323058,1.0,0.5277435265104808,0.5647348951911221,0.5277435265104808,0.6011097410604193,0.5295930949445129,0.5715166461159062,0.530826140567201
ENSLCRT00005010571,0.7971639950678175,0.7392108508014796,0.7361282367447596,0.6787916152897657,0.7860665844636252,0.7577065351418002,0.7231812577065352,0.5277435265104808,1.0,0.717632552404439,0.8323057953144266,0.7922318125770653,0.8705302096177558,0.6652281134401973,0.8877928483353884
ENSDART00000020616,0.7133168927250308,0.7472256473489519,0.7379778051787916,0.7577065351418002,0.6584463625154131,0.6609124537607891,0.6683107274969173,0.5647348951911221,0.717632552404439,1.0,0.7281134401972873,0.7003699136868065,0.720098643649815,0.5912453760789149,0.7281134401972873
ENSSMAT00000030064,0.8261405672009864,0.7256473489519112,0.7151664611590629,0.6812577065351418,0.781134401972873,0.7527743526510481,0.7379778051787916,0.5277435265104808,0.8323057953144266,0.7281134401972873,1.0,0.782367447595561,0.872996300863132,0.6713933415536375,0.8717632552404438
ENSMMOT00000012092,0.7669543773119606,0.7022194821208385,0.689272503082614,0.654747225647349,0.7281134401972873,0.7127003699136868,0.6905055487053021,0.6011097410604193,0.7922318125770653,0.7003699136868065,0.782367447595561,1.0,0.7971639950678175,0.7225647348951911,0.8008631319358817
ENSLCAT00010010615,0.8236744759556104,0.7410604192355117,0.7361282367447596,0.6824907521578298,0.7953144266337855,0.7644882860665845,0.7293464858199753,0.5295930949445129,0.8705302096177558,0.720098643649815,0.872996300863132,0.7971639950678175,1.0,0.7016029593094945,0.9106041923551171
ENSCGOT00000034481,0.6553637484586929,0.6103575832305795,0.5838471023427867,0.5832305795314426,0.5992601726263872,0.6528976572133169,0.6405672009864365,0.5715166461159062,0.6652281134401973,0.5912453760789149,0.6713933415536375,0.7225647348951911,0.7016029593094945,1.0,0.7022194821208385
ENSSDUT00000010861,0.8212083847102343,0.752157829839704,0.7416769420468557,0.686189889025894,0.8002466091245376,0.7718865598027127,0.7379778051787916,0.530826140567201,0.8877928483353884,0.7281134401972873,0.8717632552404438,0.8008631319358817,0.9106041923551171,0.7022194821208385,1.0
