,ENSPPAT00000042550,ENSNLET00000019608,ENSMODT00000052542,ENSVURT00010020032,ENSRBIT00000037852,ENSPCIT00000000489,ENST00000325144,ENSSHAT00000015425,ENSMEUT00000012865,ENSRROT00000059871,ENSPTRT00000034541,ENSGGOT00000010570,ENSPPYT00000019909
ENSPPAT00000042550,1.0,0.9916820702402958,0.9043438077634011,0.8955637707948244,0.9893715341959335,0.8969500924214417,0.9958410351201479,0.890018484288355,0.3456561922365988,0.9898336414048059,0.9990757855822551,0.9963031423290203,0.9935304990757856
ENSNLET00000019608,0.9916820702402958,1.0,0.9015711645101664,0.8937153419593346,0.9870609981515711,0.8946395563770795,0.9907578558225508,0.88909426987061,0.3442698706099816,0.9875231053604436,0.9916820702402958,0.9916820702402958,0.9912199630314233
ENSMODT00000052542,0.9043438077634011,0.9015711645101664,1.0,0.966728280961183,0.9020332717190388,0.9653419593345656,0.9061922365988909,0.9639556377079482,0.371996303142329,0.9024953789279113,0.9043438077634011,0.9034195933456562,0.9043438077634011
ENSVURT00010020032,0.8955637707948244,0.8937153419593346,0.966728280961183,1.0,0.8923290203327172,0.9856746765249538,0.8978743068391867,0.9768946395563771,0.3784658040665434,0.8927911275415896,0.8955637707948244,0.8960258780036968,0.8955637707948244
ENSRBIT00000037852,0.9893715341959335,0.9870609981515711,0.9020332717190388,0.8923290203327172,1.0,0.8937153419593346,0.9898336414048059,0.8881700554528651,0.34611829944547134,0.9995378927911276,0.9893715341959335,0.9902957486136784,0.9912199630314233
ENSPCIT00000000489,0.8969500924214417,0.8946395563770795,0.9653419593345656,0.9856746765249538,0.8937153419593346,1.0,0.899260628465804,0.9755083179297597,0.378003696857671,0.8941774491682071,0.8969500924214417,0.8964879852125693,0.8969500924214417
ENST00000325144,0.9958410351201479,0.9907578558225508,0.9061922365988909,0.8978743068391867,0.9898336414048059,0.899260628465804,1.0,0.8927911275415896,0.3470425138632163,0.9902957486136784,0.9958410351201479,0.9958410351201479,0.993992606284658
ENSSHAT00000015425,0.890018484288355,0.88909426987061,0.9639556377079482,0.9768946395563771,0.8881700554528651,0.9755083179297597,0.8927911275415896,1.0,0.3756931608133087,0.8886321626617375,0.890018484288355,0.8909426987060998,0.8914048059149723
ENSMEUT00000012865,0.3456561922365988,0.3442698706099816,0.371996303142329,0.3784658040665434,0.34611829944547134,0.378003696857671,0.3470425138632163,0.3756931608133087,1.0,0.34611829944547134,0.3451940850277264,0.344731977818854,0.3451940850277264
ENSRROT00000059871,0.9898336414048059,0.9875231053604436,0.9024953789279113,0.8927911275415896,0.9995378927911276,0.8941774491682071,0.9902957486136784,0.8886321626617375,0.34611829944547134,1.0,0.9898336414048059,0.9907578558225508,0.9916820702402958
ENSPTRT00000034541,0.9990757855822551,0.9916820702402958,0.9043438077634011,0.8955637707948244,0.9893715341959335,0.8969500924214417,0.9958410351201479,0.890018484288355,0.3451940850277264,0.9898336414048059,1.0,0.9963031423290203,0.9935304990757856
ENSGGOT00000010570,0.9963031423290203,0.9916820702402958,0.9034195933456562,0.8960258780036968,0.9902957486136784,0.8964879852125693,0.9958410351201479,0.8909426987060998,0.344731977818854,0.9907578558225508,0.9963031423290203,1.0,0.9944547134935305
ENSPPYT00000019909,0.9935304990757856,0.9912199630314233,0.9043438077634011,0.8955637707948244,0.9912199630314233,0.8969500924214417,0.993992606284658,0.8914048059149723,0.3451940850277264,0.9916820702402958,0.9935304990757856,0.9944547134935305,1.0
