,ENSCSET00000015338,ENSELUT00000035114,ENSGWIT00000040679,ENSPRET00000017003,ENSMMOT00000007078,ENSTNIT00000008214,ENSPMGT00000029059,ENSSPAT00000029226,ENSAMXT00000041929,ENSCVAT00000012322,ENSHHUT00000023805,ENSNBRT00000032315,ENSGAFT00000025576
ENSCSET00000015338,1.0,0.9307415877164326,0.8668735707285201,0.8998693237504084,0.9797451813132964,0.414407056517478,0.9459327017314603,0.9400522704998366,0.827670695851029,0.8805945769356419,0.8912120222149624,0.928781443972558,0.8714472394642274
ENSELUT00000035114,0.9307415877164326,1.0,0.8467820973538059,0.8556027442012414,0.9258412283567462,0.3691604050963737,0.8998693237504084,0.893498856582816,0.7918980725253185,0.8340411630186214,0.8717739300882065,0.882391375367527,0.8262005880431231
ENSGWIT00000040679,0.8668735707285201,0.8467820973538059,1.0,0.8394315583142764,0.8706305129042796,0.3547860176412937,0.8549493629532833,0.8489055864096701,0.7489382554720679,0.807579222476315,0.8670369160405096,0.8160731786997714,0.8146030708918655
ENSPRET00000017003,0.8998693237504084,0.8556027442012414,0.8394315583142764,1.0,0.9060764456060111,0.41555047370140474,0.8859849722312969,0.8766742894478928,0.8034955896765763,0.8368180333224436,0.8461287161058477,0.8500490035935969,0.9124469127736033
ENSMMOT00000007078,0.9797451813132964,0.9258412283567462,0.8706305129042796,0.9060764456060111,1.0,0.41947076118915394,0.9472394642273767,0.9441359032995753,0.8283240770989873,0.8846782097353806,0.893498856582816,0.9289447892845475,0.8740607644560601
ENSTNIT00000008214,0.414407056517478,0.3691604050963737,0.3547860176412937,0.41555047370140474,0.41947076118915394,1.0,0.4059131002940215,0.37863443319176737,0.3441685723619732,0.4619405423064358,0.38418817379941195,0.36426004573668735,0.4312316236524012
ENSPMGT00000029059,0.9459327017314603,0.8998693237504084,0.8549493629532833,0.8859849722312969,0.9472394642273767,0.4059131002940215,1.0,0.9095066971577915,0.8175432865076773,0.8707938582162692,0.8703038222803006,0.8933355112708266,0.8598497223129696
ENSSPAT00000029226,0.9400522704998366,0.893498856582816,0.8489055864096701,0.8766742894478928,0.9441359032995753,0.37863443319176737,0.9095066971577915,1.0,0.7959817053250572,0.8467820973538059,0.8786344331917674,0.9067298268539693,0.8436785364260045
ENSAMXT00000041929,0.827670695851029,0.7918980725253185,0.7489382554720679,0.8034955896765763,0.8283240770989873,0.3441685723619732,0.8175432865076773,0.7959817053250572,1.0,0.7613524991832734,0.7605357726233257,0.7789937928781444,0.7703364913426984
ENSCVAT00000012322,0.8805945769356419,0.8340411630186214,0.807579222476315,0.8368180333224436,0.8846782097353806,0.4619405423064358,0.8707938582162692,0.8467820973538059,0.7613524991832734,1.0,0.8266906239790918,0.8293041489709245,0.8332244364586736
ENSHHUT00000023805,0.8912120222149624,0.8717739300882065,0.8670369160405096,0.8461287161058477,0.893498856582816,0.38418817379941195,0.8703038222803006,0.8786344331917674,0.7605357726233257,0.8266906239790918,1.0,0.8859849722312969,0.8776543613198301
ENSNBRT00000032315,0.928781443972558,0.882391375367527,0.8160731786997714,0.8500490035935969,0.9289447892845475,0.36426004573668735,0.8933355112708266,0.9067298268539693,0.7789937928781444,0.8293041489709245,0.8859849722312969,1.0,0.8583796145050637
ENSGAFT00000025576,0.8714472394642274,0.8262005880431231,0.8146030708918655,0.9124469127736033,0.8740607644560601,0.4312316236524012,0.8598497223129696,0.8436785364260045,0.7703364913426984,0.8332244364586736,0.8776543613198301,0.8583796145050637,1.0
