	ENSCSAT00000010002	ENSPPYT00000016528	ENSMMUT00000026395	ENST00000356517	ENSMLET00000047381	ENSPPAT00000032519	ENSMFAT00000009491	ENSCATT00000050469	ENSPTRT00000045974	ENSNLET00000004485	ENSTGET00000008263	ENSGGOT00000008952	ENSPANT00000011552	ENSMNET00000044930
ENSCSAT00000010002	1.0	0.980115990057995	0.9892294946147472	0.975973487986744	0.9892294946147472	0.9743164871582436	0.9884009942004972	0.9875724937862468	0.9751449875724938	0.975973487986744	0.9875724937862468	0.9718309859154929	0.9850869925434964	0.9867439933719968
ENSPPYT00000016528	0.980115990057995	1.0	0.9809444904722452	0.9892294946147472	0.9792874896437448	0.9875724937862468	0.980115990057995	0.9792874896437448	0.9884009942004972	0.9892294946147472	0.9792874896437448	0.9850869925434964	0.980115990057995	0.9784589892294946
ENSMMUT00000026395	0.9892294946147472	0.9809444904722452	1.0	0.9768019884009942	0.9933719966859984	0.9751449875724938	0.9991714995857498	0.9950289975144988	0.975973487986744	0.9776304888152444	0.9950289975144988	0.9726594863297432	0.992543496271748	0.9975144987572494
ENST00000356517	0.975973487986744	0.9892294946147472	0.9768019884009942	1.0	0.9751449875724938	0.9950289975144988	0.975973487986744	0.9751449875724938	0.995857497928749	0.9867439933719968	0.9751449875724938	0.9908864954432476	0.975973487986744	0.9743164871582436
ENSMLET00000047381	0.9892294946147472	0.9792874896437448	0.9933719966859984	0.9751449875724938	1.0	0.9743164871582436	0.992543496271748	0.9933719966859984	0.9743164871582436	0.9768019884009942	0.991714995857498	0.9710024855012428	0.9892294946147472	0.9908864954432476
ENSPPAT00000032519	0.9743164871582436	0.9875724937862468	0.9751449875724938	0.9950289975144988	0.9743164871582436	1.0	0.9743164871582436	0.9734879867439934	0.9975144987572494	0.9850869925434964	0.9734879867439934	0.9908864954432476	0.9743164871582436	0.9726594863297432
ENSMFAT00000009491	0.9884009942004972	0.980115990057995	0.9991714995857498	0.975973487986744	0.992543496271748	0.9743164871582436	1.0	0.9942004971002486	0.9751449875724938	0.9768019884009942	0.9942004971002486	0.9718309859154929	0.991714995857498	0.9966859983429992
ENSCATT00000050469	0.9875724937862468	0.9792874896437448	0.9950289975144988	0.9751449875724938	0.9933719966859984	0.9734879867439934	0.9942004971002486	1.0	0.9743164871582436	0.9768019884009942	0.9933719966859984	0.9710024855012428	0.9942004971002486	0.992543496271748
ENSPTRT00000045974	0.9751449875724938	0.9884009942004972	0.975973487986744	0.995857497928749	0.9743164871582436	0.9975144987572494	0.9751449875724938	0.9743164871582436	1.0	0.9859154929577464	0.9743164871582436	0.991714995857498	0.9751449875724938	0.9734879867439934
ENSNLET00000004485	0.975973487986744	0.9892294946147472	0.9776304888152444	0.9867439933719968	0.9768019884009942	0.9850869925434964	0.9768019884009942	0.9768019884009942	0.9859154929577464	1.0	0.975973487986744	0.984258492129246	0.9768019884009942	0.9751449875724938
ENSTGET00000008263	0.9875724937862468	0.9792874896437448	0.9950289975144988	0.9751449875724938	0.991714995857498	0.9734879867439934	0.9942004971002486	0.9933719966859984	0.9743164871582436	0.975973487986744	1.0	0.9710024855012428	0.9942004971002486	0.992543496271748
ENSGGOT00000008952	0.9718309859154929	0.9850869925434964	0.9726594863297432	0.9908864954432476	0.9710024855012428	0.9908864954432476	0.9718309859154929	0.9710024855012428	0.991714995857498	0.984258492129246	0.9710024855012428	1.0	0.9718309859154929	0.9701739850869926
ENSPANT00000011552	0.9850869925434964	0.980115990057995	0.992543496271748	0.975973487986744	0.9892294946147472	0.9743164871582436	0.991714995857498	0.9942004971002486	0.9751449875724938	0.9768019884009942	0.9942004971002486	0.9718309859154929	1.0	0.9900579950289976
ENSMNET00000044930	0.9867439933719968	0.9784589892294946	0.9975144987572494	0.9743164871582436	0.9908864954432476	0.9726594863297432	0.9966859983429992	0.992543496271748	0.9734879867439934	0.9751449875724938	0.992543496271748	0.9701739850869926	0.9900579950289976	1.0
