,ENSXETT00000025753,ENSXETT00000037993,ENSXETT00000026420,ENSARWT00000030051,ENSAOWT00000014600,ENSXETT00000025611,ENSAHAT00000022649,ENSXETT00000025591,ENSAHAT00000022726,ENSXETT00000037930,ENSXETT00000025726,ENSAOWT00000014772,ENSXETT00000026425,ENSAOWT00000014776,ENSXETT00000038513,ENSXETT00000025566,ENSAHAT00000022327,ENSAOWT00000014759,ENSXETT00000026428,ENSAHAT00000022775,ENSXETT00000025721,ENSAOWT00000014789,ENSXETT00000025767,ENSXETT00000025707,ENSAHAT00000022678
ENSXETT00000025753,1.0,0.6744271988174427,0.6736881005173688,0.5376940133037694,0.5384331116038433,0.7387287509238729,0.745380635624538,0.7265336289726534,0.7028824833702882,0.7398373983739838,0.8252032520325203,0.6836659275683666,0.6729490022172949,0.7006651884700665,0.6810790835181079,0.7069475240206947,0.5384331116038433,0.745380635624538,0.6019955654101996,0.622690317812269,0.9068736141906873,0.622690317812269,0.9571322985957132,0.8229859571322986,0.6836659275683666
ENSXETT00000037993,0.6744271988174427,1.0,0.7002956393200296,0.713229859571323,0.713229859571323,0.7076866223207686,0.6821877309682187,0.6847745750184775,0.6729490022172949,0.7058388765705839,0.713229859571323,0.6071692535107169,0.704730229120473,0.6714708056171471,0.7036215816703622,0.6674057649667405,0.7124907612712491,0.6829268292682927,0.6363636363636364,0.6345158906134516,0.7631189948263118,0.6352549889135255,0.6943828529194382,0.6991869918699187,0.606430155210643
ENSXETT00000026420,0.6736881005173688,0.7002956393200296,1.0,0.5428677014042868,0.5421286031042128,0.6906873614190687,0.6766444937176644,0.7069475240206947,0.6385809312638581,0.664079822616408,0.7195121951219512,0.5916481892091648,0.9645232815964523,0.6356245380635624,0.7365114560236512,0.6592756836659276,0.5428677014042868,0.6759053954175905,0.8710273466371027,0.5646711012564671,0.737989652623799,0.5639320029563932,0.7006651884700665,0.7039911308203991,0.5923872875092387
ENSARWT00000030051,0.5376940133037694,0.713229859571323,0.5428677014042868,1.0,0.9981522542498152,0.516629711751663,0.6023651145602366,0.515890613451589,0.6086474501108647,0.5266075388026608,0.5539541759053954,0.6256467110125646,0.5417590539541759,0.606430155210643,0.540650406504065,0.524759793052476,0.9981522542498152,0.6023651145602366,0.5258684405025869,0.5676274944567627,0.6171470805617147,0.5676274944567627,0.5351071692535108,0.5310421286031042,0.6256467110125646
ENSAOWT00000014600,0.5384331116038433,0.713229859571323,0.5421286031042128,0.9981522542498152,1.0,0.516629711751663,0.6034737620103474,0.515890613451589,0.6097560975609756,0.5266075388026608,0.5546932742054693,0.6274944567627494,0.541019955654102,0.6082779009608278,0.5399113082039911,0.525129342202513,0.9992609016999261,0.6042128603104213,0.5254988913525499,0.5683665927568367,0.6178861788617886,0.5691056910569106,0.5358462675535847,0.532150776053215,0.6267553584626755
ENSXETT00000025611,0.7387287509238729,0.7076866223207686,0.6906873614190687,0.516629711751663,0.516629711751663,1.0,0.7309682187730968,0.9526977087952697,0.6655580192165558,0.9478935698447893,0.7010347376201035,0.6515151515151515,0.6951219512195121,0.6633407243163341,0.6980783444198079,0.9161123429416113,0.516629711751663,0.7309682187730968,0.6260162601626016,0.614929785661493,0.7202512934220251,0.614929785661493,0.7727272727272727,0.778640059127864,0.6515151515151515
ENSAHAT00000022649,0.745380635624538,0.6821877309682187,0.6766444937176644,0.6023651145602366,0.6034737620103474,0.7309682187730968,1.0,0.7250554323725056,0.8968957871396895,0.7054693274205469,0.6844050258684405,0.876940133037694,0.6755358462675536,0.8939393939393939,0.7121212121212122,0.7039911308203991,0.6042128603104213,0.9992609016999261,0.6049519586104952,0.8348115299334812,0.7180339985218034,0.8340724316334073,0.7686622320768662,0.7668144863266815,0.8776792313377679
ENSXETT00000025591,0.7265336289726534,0.6847745750184775,0.7069475240206947,0.515890613451589,0.515890613451589,0.9526977087952697,0.7250554323725056,1.0,0.7002956393200296,0.9168514412416852,0.679970436067997,0.6382113821138211,0.6740576496674058,0.7036215816703622,0.6770140428677014,0.8835920177383592,0.515890613451589,0.7250554323725056,0.6049519586104952,0.6234294161123429,0.6991869918699187,0.6234294161123429,0.7516629711751663,0.7575757575757576,0.6382113821138211
ENSAHAT00000022726,0.7028824833702882,0.6729490022172949,0.6385809312638581,0.6086474501108647,0.6097560975609756,0.6655580192165558,0.8968957871396895,0.7002956393200296,1.0,0.7036215816703622,0.6160384331116039,0.8070953436807096,0.6060606060606061,0.983739837398374,0.6851441241685144,0.6385809312638581,0.6104951958610495,0.8961566888396156,0.5354767184035477,0.8100517368810052,0.6792313377679231,0.8093126385809313,0.7002956393200296,0.697339246119734,0.8078344419807835
ENSXETT00000037930,0.7398373983739838,0.7058388765705839,0.664079822616408,0.5266075388026608,0.5266075388026608,0.9478935698447893,0.7054693274205469,0.9168514412416852,0.7036215816703622,1.0,0.6747967479674797,0.6452328159645233,0.6685144124168514,0.7014042867701404,0.6818181818181818,0.8787878787878788,0.5266075388026608,0.7054693274205469,0.5994087213599408,0.5994087213599408,0.721359940872136,0.5994087213599408,0.7464892830746489,0.7524020694752402,0.6452328159645233
