	ENSPTRT00000089054	ENSPTRT00000097157	ENSPTRT00000088077	ENSPTRT00000086603	ENSGGOT00000051478	ENSCCNT00000032594	ENSPPAT00000024879	ENSPTRT00000098439	ENSPTRT00000091009	ENSFCAT00000067972	ENST00000407184	ENSPTRT00000098683	ENSNLET00000046344	ENSPTRT00000095420	ENST00000396904	ENSPTRT00000078128
ENSPTRT00000089054	1.0	0.9986013986013986	0.9986013986013986	0.9986013986013986	0.9944055944055944	0.8202797202797203	0.9951048951048952	0.997902097902098	0.997902097902098	0.5153846153846153	0.5048951048951049	0.9986013986013986	0.9951048951048952	0.997902097902098	0.7776223776223776	0.997902097902098
ENSPTRT00000097157	0.9986013986013986	1.0	1.0	1.0	0.9944055944055944	0.8209790209790211	0.9951048951048952	0.9993006993006992	0.9993006993006992	0.5160839160839161	0.5055944055944056	0.9986013986013986	0.9965034965034965	0.9993006993006992	0.7783216783216783	0.997902097902098
ENSPTRT00000088077	0.9986013986013986	1.0	1.0	1.0	0.9944055944055944	0.8209790209790211	0.9951048951048952	0.9993006993006992	0.9993006993006992	0.5160839160839161	0.5055944055944056	0.9986013986013986	0.9965034965034965	0.9993006993006992	0.7783216783216783	0.997902097902098
ENSPTRT00000086603	0.9986013986013986	1.0	1.0	1.0	0.9944055944055944	0.8209790209790211	0.9951048951048952	0.9993006993006992	0.9993006993006992	0.5160839160839161	0.5055944055944056	0.9986013986013986	0.9965034965034965	0.9993006993006992	0.7783216783216783	0.997902097902098
ENSGGOT00000051478	0.9944055944055944	0.9944055944055944	0.9944055944055944	0.9944055944055944	1.0	0.8202797202797203	0.990909090909091	0.9937062937062936	0.9951048951048952	0.5167832167832168	0.5062937062937063	0.9930069930069929	0.9944055944055944	0.9937062937062936	0.779020979020979	0.9923076923076924
ENSCCNT00000032594	0.8202797202797203	0.8209790209790211	0.8209790209790211	0.8209790209790211	0.8202797202797203	1.0	0.8251748251748252	0.8216783216783217	0.8216783216783217	0.4699300699300699	0.4594405594405595	0.8195804195804196	0.8195804195804196	0.8216783216783217	0.7321678321678322	0.8195804195804196
ENSPPAT00000024879	0.9951048951048952	0.9951048951048952	0.9951048951048952	0.9951048951048952	0.990909090909091	0.8251748251748252	1.0	0.9944055944055944	0.9944055944055944	0.5202797202797202	0.5097902097902098	0.9937062937062936	0.9916083916083916	0.9944055944055944	0.7825174825174825	0.9930069930069929
ENSPTRT00000098439	0.997902097902098	0.9993006993006992	0.9993006993006992	0.9993006993006992	0.9937062937062936	0.8216783216783217	0.9944055944055944	1.0	0.9986013986013986	0.5160839160839161	0.5062937062937063	0.997902097902098	0.9958041958041958	1.0	0.779020979020979	0.9972027972027973
ENSPTRT00000091009	0.997902097902098	0.9993006993006992	0.9993006993006992	0.9993006993006992	0.9951048951048952	0.8216783216783217	0.9944055944055944	0.9986013986013986	1.0	0.5167832167832168	0.5062937062937063	0.997902097902098	0.9958041958041958	0.9986013986013986	0.779020979020979	0.9972027972027973
ENSFCAT00000067972	0.5153846153846153	0.5160839160839161	0.5160839160839161	0.5160839160839161	0.5167832167832168	0.4699300699300699	0.5202797202797202	0.5160839160839161	0.5167832167832168	1.0	0.2664335664335664	0.5146853146853146	0.5146853146853146	0.5160839160839161	0.5391608391608391	0.5146853146853146
ENST00000407184	0.5048951048951049	0.5055944055944056	0.5055944055944056	0.5055944055944056	0.5062937062937063	0.4594405594405595	0.5097902097902098	0.5062937062937063	0.5062937062937063	0.2664335664335664	1.0	0.5041958041958042	0.5041958041958042	0.5062937062937063	0.7272727272727273	0.5041958041958042
ENSPTRT00000098683	0.9986013986013986	0.9986013986013986	0.9986013986013986	0.9986013986013986	0.9930069930069929	0.8195804195804196	0.9937062937062936	0.997902097902098	0.997902097902098	0.5146853146853146	0.5041958041958042	1.0	0.9965034965034965	0.997902097902098	0.7769230769230769	0.9993006993006992
ENSNLET00000046344	0.9951048951048952	0.9965034965034965	0.9965034965034965	0.9965034965034965	0.9944055944055944	0.8195804195804196	0.9916083916083916	0.9958041958041958	0.9958041958041958	0.5146853146853146	0.5041958041958042	0.9965034965034965	1.0	0.9958041958041958	0.7769230769230769	0.9958041958041958
ENSPTRT00000095420	0.997902097902098	0.9993006993006992	0.9993006993006992	0.9993006993006992	0.9937062937062936	0.8216783216783217	0.9944055944055944	1.0	0.9986013986013986	0.5160839160839161	0.5062937062937063	0.997902097902098	0.9958041958041958	1.0	0.779020979020979	0.9972027972027973
ENST00000396904	0.7776223776223776	0.7783216783216783	0.7783216783216783	0.7783216783216783	0.779020979020979	0.7321678321678322	0.7825174825174825	0.779020979020979	0.779020979020979	0.5391608391608391	0.7272727272727273	0.7769230769230769	0.7769230769230769	0.779020979020979	1.0	0.7769230769230769
ENSPTRT00000078128	0.997902097902098	0.997902097902098	0.997902097902098	0.997902097902098	0.9923076923076924	0.8195804195804196	0.9930069930069929	0.9972027972027973	0.9972027972027973	0.5146853146853146	0.5041958041958042	0.9993006993006992	0.9958041958041958	0.9972027972027973	0.7769230769230769	1.0
