	ENSVURT00010030319	ENSSHAT00000010059	ENSMODT00000058369	ENSPCIT00000009981	ENSVURT00010030353	ENSPCIT00000009989	ENSMODT00000070595	ENSPCIT00000009959	ENSPCIT00000009972	ENSMODT00000085693	ENSCCNT00000017610	ENSMODT00000067020	ENSVVUT00000036485	ENSMOCT00000026591	ENSDNOT00000031381	ENSMODT00000079641	ENSVURT00010030387	ENSTSYT00000031624	ENSMOCT00000026593	ENSMODT00000016285	ENSDORT00000001819
ENSVURT00010030319	1.0	0.780813526096545	0.921097770154374	0.9621416319529528	0.9845626072041166	0.9808870374908112	0.1348934084783141	0.7902474883606959	0.7266601323205096	0.9033325165400636	0.6461651555991179	0.7300906640529282	0.13562852242097526	0.7011761823082577	0.7788532222494486	0.9383729478069099	0.9807645185003676	0.15045332026464098	0.6728742955158049	0.7444253859348199	0.6685861308502818
ENSSHAT00000010059	0.780813526096545	1.0	0.7422200441068365	0.7602303357020338	0.7661112472433227	0.7771379563832393	0.3183043371722617	0.9157069345748592	0.8853222249448665	0.7261700563587355	0.7974761087968635	0.8562852242097525	0.3157314383729478	0.8510169076206812	0.6298701298701299	0.7594952217593727	0.7642734623866699	0.30262190639549136	0.8075226660132321	0.8700073511394266	0.80396961529037
ENSMODT00000058369	0.921097770154374	0.7422200441068365	1.0	0.9005145797598628	0.9067630482724822	0.9181573143837296	0.12680715510904195	0.771379563832394	0.6756922322960058	0.9807645185003676	0.6652781181083068	0.7922077922077922	0.12349914236706695	0.6726292575349179	0.7957608429306543	0.9827248223474638	0.9033325165400636	0.1386914971820632	0.644082332761578	0.8076451850036755	0.6428571428571429
ENSPCIT00000009981	0.9621416319529528	0.7602303357020338	0.9005145797598628	1.0	0.9468267581475128	0.9807645185003676	0.15155599117863272	0.7848566527811811	0.7559421710365106	0.9197500612594952	0.6645430041656457	0.7461406518010292	0.15192354814996326	0.7183288409703504	0.7964959568733153	0.9177897574123988	0.9813771134525852	0.16907620681205593	0.6879441313403577	0.7605978926733644	0.6824307767703994
ENSVURT00010030353	0.9845626072041166	0.7661112472433227	0.9067630482724822	0.9468267581475128	1.0	0.9655721636853712	0.1503308012741975	0.7749326145552561	0.7113452585150698	0.888997794658172	0.6330556236216613	0.7455280568488115	0.15106591521685864	0.6880666503308013	0.7656211712815486	0.9240382259250184	0.9653271257044842	0.1658907130605244	0.6597647635383485	0.7300906640529282	0.6553540798823818
ENSPCIT00000009989	0.9808870374908112	0.7771379563832393	0.9181573143837296	0.9807645185003676	0.9655721636853712	1.0	0.13428081352609655	0.8040921342808135	0.7386669933839746	0.9005145797598628	0.6453075226660132	0.7269051703013967	0.13464837049742706	0.6990933594707179	0.7772604753736829	0.9354324920362656	0.9621416319529528	0.1499632443028669	0.6706689536878216	0.7413624111737319	0.6651555991178633
ENSMODT00000070595	0.1348934084783141	0.3183043371722617	0.12680715510904195	0.15155599117863272	0.1503308012741975	0.13428081352609655	1.0	0.2956383239402107	0.2760352854692477	0.1440823327615781	0.35187454055378586	0.3326390590541535	0.9773339867679491	0.31352609654496444	0.18390100465572168	0.1440823327615781	0.15216858613085027	0.9645920117618232	0.29723107081597644	0.31720166625826995	0.3315363881401617
ENSPCIT00000009959	0.7902474883606959	0.9157069345748592	0.771379563832394	0.7848566527811811	0.7749326145552561	0.8040921342808135	0.2956383239402107	1.0	0.8765008576329331	0.7537368292085274	0.8201421220289145	0.882871845135996	0.2960058809115413	0.8398676794903209	0.653761333006616	0.7541043861798579	0.7715020828228375	0.3113207547169812	0.7968635138446459	0.8973290860083313	0.7906150453320264
ENSPCIT00000009972	0.7266601323205096	0.8853222249448665	0.6756922322960058	0.7559421710365106	0.7113452585150698	0.7386669933839746	0.2760352854692477	0.8765008576329331	1.0	0.692967409948542	0.7613330066160254	0.8221024258760108	0.2799558931634403	0.8153638814016172	0.5951972555746141	0.692967409948542	0.7439353099730458	0.2661112472433227	0.7723597157559422	0.8365596667483459	0.7668463611859838
ENSMODT00000085693	0.9033325165400636	0.7261700563587355	0.9807645185003676	0.9197500612594952	0.888997794658172	0.9005145797598628	0.1440823327615781	0.7537368292085274	0.692967409948542	1.0	0.6845135996079392	0.8114432737074246	0.140774320019603	0.6918647390345504	0.8149963244302867	0.9634893408478314	0.922567998039696	0.15780445969125212	0.6613575104141142	0.8268806665033079	0.660132320509679
