	ENSCHAT00000024716	ENSDCDT00000073930	ENSDCDT00000073920	ENSCHAT00000024760	ENSDCDT00000073935	ENSDCDT00000073937	ENSCHAT00000024796	ENSDCDT00000073938	ENSCHAT00000024733	ENSAMXT00000052720	ENSDCDT00000073940	ENSDCDT00000073939	ENSDCDT00000073942	ENSDCDT00000073943	ENSCHAT00000024774	ENSDCDT00000073926	ENSCHAT00000024745
ENSCHAT00000024716	1.0	0.7484119782214156	0.7624773139745916	0.8425589836660617	0.7872050816696915	0.8198729582577132	0.44396551724137934	0.7926497277676949	0.912885662431942	0.4757259528130672	0.7488656987295825	0.7186932849364791	0.7447822141560798	0.5766787658802178	0.8861161524500908	0.7563520871143375	0.9462341197822142
ENSDCDT00000073930	0.7484119782214156	1.0	0.9802631578947368	0.6483666061705989	0.8484573502722323	0.8836206896551724	0.3756805807622505	0.8502722323049002	0.7005444646098004	0.4487295825771325	0.7890199637023594	0.7647459165154264	0.7849364791288567	0.5739564428312159	0.6810344827586207	0.963929219600726	0.7361615245009074
ENSDCDT00000073920	0.7624773139745916	0.9802631578947368	1.0	0.662431941923775	0.8681941923774955	0.8992740471869328	0.35594373865698725	0.8659255898366606	0.7186932849364791	0.4289927404718693	0.8046733212341198	0.7844827586206896	0.800589836660617	0.5896098003629764	0.6950998185117967	0.9836660617059892	0.7164246823956443
ENSCHAT00000024760	0.8425589836660617	0.6483666061705989	0.662431941923775	1.0	0.6726406533575318	0.7019056261343013	0.5378856624319419	0.6746823956442831	0.7990018148820327	0.3954174228675136	0.7853901996370236	0.6041288566243194	0.7872050816696915	0.6785390199637024	0.9319419237749548	0.6483666061705989	0.7887931034482759
ENSDCDT00000073935	0.7872050816696915	0.8484573502722323	0.8681941923774955	0.6726406533575318	1.0	0.9416969147005444	0.4056261343012704	0.9083484573502724	0.7636116152450091	0.4489564428312161	0.8448275862068966	0.8659255898366606	0.8407441016333939	0.6048094373865699	0.6982758620689655	0.8650181488203267	0.7411524500907442
ENSDCDT00000073937	0.8198729582577132	0.8836206896551724	0.8992740471869328	0.7019056261343013	0.9416969147005444	1.0	0.4212794918330309	0.9666515426497276	0.7624773139745916	0.4550816696914701	0.903130671506352	0.8579854809437386	0.8990471869328494	0.6590290381125227	0.7309437386569873	0.8960980036297641	0.7738203266787659
ENSCHAT00000024796	0.44396551724137934	0.3756805807622505	0.35594373865698725	0.5378856624319419	0.4056261343012704	0.4212794918330309	1.0	0.4546279491833031	0.4820780399274047	0.5208711433756806	0.5104355716878403	0.4730036297640654	0.5063520871143375	0.631578947368421	0.5174682395644283	0.3722776769509981	0.4922867513611615
ENSDCDT00000073938	0.7926497277676949	0.8502722323049002	0.8659255898366606	0.6746823956442831	0.9083484573502724	0.9666515426497276	0.4546279491833031	1.0	0.7352540834845736	0.4884301270417423	0.8697822141560798	0.8913339382940109	0.8656987295825771	0.6923774954627949	0.7037205081669692	0.8627495462794919	0.8071687840290381
ENSCHAT00000024733	0.912885662431942	0.7005444646098004	0.7186932849364791	0.7990018148820327	0.7636116152450091	0.7624773139745916	0.4820780399274047	0.7352540834845736	1.0	0.5011343012704175	0.690562613430127	0.691470054446461	0.6864791288566243	0.6052631578947368	0.809437386569873	0.7046279491833031	0.8591197822141561
ENSAMXT00000052720	0.4757259528130672	0.4487295825771325	0.4289927404718693	0.3954174228675136	0.4489564428312161	0.4550816696914701	0.5208711433756806	0.4884301270417423	0.5011343012704175	1.0	0.3843012704174229	0.5122504537205081	0.3802177858439202	0.33235027223230484	0.3929219600725953	0.4196914700544465	0.5240471869328494
ENSDCDT00000073940	0.7488656987295825	0.7890199637023594	0.8046733212341198	0.7853901996370236	0.8448275862068966	0.903130671506352	0.5104355716878403	0.8697822141560798	0.690562613430127	0.3843012704174229	1.0	0.7611161524500908	0.9904718693284936	0.7481851179673321	0.8223684210526315	0.801497277676951	0.7028130671506352
ENSDCDT00000073939	0.7186932849364791	0.7647459165154264	0.7844827586206896	0.6041288566243194	0.8659255898366606	0.8579854809437386	0.4730036297640654	0.8913339382940109	0.691470054446461	0.5122504537205081	0.7611161524500908	1.0	0.7570326678765881	0.5877949183303085	0.6297640653357531	0.7813067150635209	0.7332123411978222
ENSDCDT00000073942	0.7447822141560798	0.7849364791288567	0.800589836660617	0.7872050816696915	0.8407441016333939	0.8990471869328494	0.5063520871143375	0.8656987295825771	0.6864791288566243	0.3802177858439202	0.9904718693284936	0.7570326678765881	1.0	0.7441016333938294	0.8182849364791288	0.7974137931034483	0.6987295825771325
ENSDCDT00000073943	0.5766787658802178	0.5739564428312159	0.5896098003629764	0.6785390199637024	0.6048094373865699	0.6590290381125227	0.631578947368421	0.6923774954627949	0.6052631578947368	0.33235027223230484	0.7481851179673321	0.5877949183303085	0.7441016333938294	1.0	0.6581215970961888	0.5732758620689655	0.5911978221415608
ENSCHAT00000024774	0.8861161524500908	0.6810344827586207	0.6950998185117967	0.9319419237749548	0.6982758620689655	0.7309437386569873	0.5174682395644283	0.7037205081669692	0.809437386569873	0.3929219600725953	0.8223684210526315	0.6297640653357531	0.8182849364791288	0.6581215970961888	1.0	0.6810344827586207	0.8332577132486388
ENSDCDT00000073926	0.7563520871143375	0.963929219600726	0.9836660617059892	0.6483666061705989	0.8650181488203267	0.8960980036297641	0.3722776769509981	0.8627495462794919	0.7046279491833031	0.4196914700544465	0.801497277676951	0.7813067150635209	0.7974137931034483	0.5732758620689655	0.6810344827586207	1.0	0.7102994555353902
ENSCHAT00000024745	0.9462341197822142	0.7361615245009074	0.7164246823956443	0.7887931034482759	0.7411524500907442	0.7738203266787659	0.4922867513611615	0.8071687840290381	0.8591197822141561	0.5240471869328494	0.7028130671506352	0.7332123411978222	0.6987295825771325	0.5911978221415608	0.8332577132486388	0.7102994555353902	1.0
