,ENSPCIT00000066366,ENSSHAT00000011501,ENSPCIT00000010032,ENSOART00000016632,ENSPCIT00000010037,ENSPCIT00000010029,ENSVURT00010020851,ENSCHIT00000032665,ENSVURT00010020837,ENSVURT00010020821,ENSMODT00000021371,ENSMODT00000053945
ENSPCIT00000066366,1.0,0.8970856102003643,0.8961748633879781,0.807832422586521,0.860655737704918,0.9262295081967213,0.8041894353369763,0.7531876138433515,0.8852459016393442,0.9153005464480874,0.785063752276867,0.8934426229508197
ENSSHAT00000011501,0.8970856102003643,1.0,0.9408014571948998,0.8779599271402551,0.9034608378870674,0.9690346083788707,0.860655737704918,0.8214936247723132,0.9408014571948998,0.9690346083788707,0.8515482695810564,0.9590163934426229
ENSPCIT00000010032,0.8961748633879781,0.9408014571948998,1.0,0.8570127504553734,0.9043715846994536,0.9699453551912568,0.8469945355191257,0.8542805100182149,0.98816029143898,0.9581056466302368,0.8306010928961749,0.9389799635701275
ENSOART00000016632,0.807832422586521,0.8779599271402551,0.8570127504553734,1.0,0.8160291438979964,0.8788706739526412,0.7795992714025501,0.9371584699453552,0.8570127504553734,0.8788706739526412,0.7786885245901639,0.8788706739526412
ENSPCIT00000010037,0.860655737704918,0.9034608378870674,0.9043715846994536,0.8160291438979964,1.0,0.9344262295081968,0.8114754098360656,0.761384335154827,0.8925318761384335,0.9225865209471766,0.7932604735883424,0.9016393442622951
ENSPCIT00000010029,0.9262295081967213,0.9690346083788707,0.9699453551912568,0.8788706739526412,0.9344262295081968,1.0,0.8770491803278688,0.8242258652094717,0.9581056466302368,0.98816029143898,0.8588342440801457,0.9672131147540983
ENSVURT00010020851,0.8041894353369763,0.860655737704918,0.8469945355191257,0.7795992714025501,0.8114754098360656,0.8770491803278688,1.0,0.7249544626593807,0.8579234972677595,0.8879781420765027,0.9699453551912568,0.8579234972677595
ENSCHIT00000032665,0.7531876138433515,0.8214936247723132,0.8542805100182149,0.9371584699453552,0.761384335154827,0.8242258652094717,0.7249544626593807,1.0,0.8542805100182149,0.8242258652094717,0.7222222222222222,0.8224043715846995
ENSVURT00010020837,0.8852459016393442,0.9408014571948998,0.98816029143898,0.8570127504553734,0.8925318761384335,0.9581056466302368,0.8579234972677595,0.8542805100182149,1.0,0.9699453551912568,0.8296903460837887,0.9371584699453552
ENSVURT00010020821,0.9153005464480874,0.9690346083788707,0.9581056466302368,0.8788706739526412,0.9225865209471766,0.98816029143898,0.8879781420765027,0.8242258652094717,0.9699453551912568,1.0,0.8579234972677595,0.9653916211293261
ENSMODT00000021371,0.785063752276867,0.8515482695810564,0.8306010928961749,0.7786885245901639,0.7932604735883424,0.8588342440801457,0.9699453551912568,0.7222222222222222,0.8296903460837887,0.8579234972677595,1.0,0.8879781420765027
ENSMODT00000053945,0.8934426229508197,0.9590163934426229,0.9389799635701275,0.8788706739526412,0.9016393442622951,0.9672131147540983,0.8579234972677595,0.8224043715846995,0.9371584699453552,0.9653916211293261,0.8879781420765027,1.0
