,ENSARWT00000026738,ENSDNVT00000017319,ENSARWT00000026739,ENSARWT00000026740,ENSAHAT00000023949,ENSDNVT00000017288,ENSDNVT00000017357,ENSAHAT00000023953,ENSAHAT00000023899,ENSAOWT00000030788,ENSAHAT00000023920,ENSARWT00000026737
ENSARWT00000026738,1.0,0.9251949317738791,0.9667397660818714,0.9576023391812866,0.7097953216374269,0.9251949317738791,0.19541910331384016,0.741593567251462,0.7870370370370371,0.9822124756335283,0.7905701754385965,0.9883040935672515
ENSDNVT00000017319,0.9251949317738791,1.0,0.9161793372319688,0.9077729044834308,0.6776315789473685,1.0,0.21990740740740744,0.706140350877193,0.7497563352826511,0.9337231968810916,0.7536549707602339,0.9362816764132553
ENSARWT00000026739,0.9667397660818714,0.9161793372319688,1.0,0.9477339181286549,0.7000487329434698,0.9161793372319688,0.22807017543859653,0.7318469785575049,0.7772904483430799,0.9724658869395711,0.7808235867446394,0.9784356725146199
ENSARWT00000026740,0.9576023391812866,0.9077729044834308,0.9477339181286549,1.0,0.7341617933723197,0.9077729044834308,0.23720760233918126,0.7495126705653021,0.7949561403508771,0.9633284600389863,0.777046783625731,0.9692982456140351
ENSAHAT00000023949,0.7097953216374269,0.6776315789473685,0.7000487329434698,0.7341617933723197,1.0,0.6776315789473685,0.413864522417154,0.8044590643274854,0.8931530214424951,0.7235623781676414,0.8855994152046783,0.7214912280701754
ENSDNVT00000017288,0.9251949317738791,1.0,0.9161793372319688,0.9077729044834308,0.6776315789473685,1.0,0.21990740740740744,0.706140350877193,0.7497563352826511,0.9337231968810916,0.7536549707602339,0.9362816764132553
ENSDNVT00000017357,0.19541910331384016,0.21990740740740744,0.22807017543859653,0.23720760233918126,0.413864522417154,0.21990740740740744,1.0,0.4142300194931774,0.3272417153996101,0.20589668615984402,0.3428362573099415,0.20650584795321636
ENSAHAT00000023953,0.741593567251462,0.706140350877193,0.7318469785575049,0.7495126705653021,0.8044590643274854,0.706140350877193,0.4142300194931774,1.0,0.8662280701754386,0.7573099415204678,0.8249269005847953,0.7532894736842105
ENSAHAT00000023899,0.7870370370370371,0.7497563352826511,0.7772904483430799,0.7949561403508771,0.8931530214424951,0.7497563352826511,0.3272417153996101,0.8662280701754386,1.0,0.8027534113060428,0.9350633528265108,0.7987329434697856
ENSAOWT00000030788,0.9822124756335283,0.9337231968810916,0.9724658869395711,0.9633284600389863,0.7235623781676414,0.9337231968810916,0.20589668615984402,0.7573099415204678,0.8027534113060428,1.0,0.8062865497076024,0.9939083820662769
ENSAHAT00000023920,0.7905701754385965,0.7536549707602339,0.7808235867446394,0.777046783625731,0.8855994152046783,0.7536549707602339,0.3428362573099415,0.8249269005847953,0.9350633528265108,0.8062865497076024,1.0,0.8022660818713451
ENSARWT00000026737,0.9883040935672515,0.9362816764132553,0.9784356725146199,0.9692982456140351,0.7214912280701754,0.9362816764132553,0.20650584795321636,0.7532894736842105,0.7987329434697856,0.9939083820662769,0.8022660818713451,1.0
