	ENST00000540238	ENSPTRT00000105323	ENST00000328654	ENSPPYT00000006098	ENSPTRT00000108846	ENSPTET00000044277	ENSGGOT00000058405	ENSPPAT00000063775	ENSGGOT00000051295	ENSPPAT00000063781	ENST00000544181	ENSNLET00000040813	ENSPPAT00000063784	ENSNLET00000031868	ENSNLET00000015898	ENSPTRT00000010398	ENST00000534834
ENST00000540238	1.0	0.19899665551839466	0.24080267558528434	0.1376811594202898	0.20735785953177252	0.2357859531772575	0.20735785953177252	0.20735785953177252	0.19843924191750276	0.24080267558528434	0.8779264214046822	0.1978818283166109	0.19899665551839466	0.2068004459308808	0.2396878483835005	0.24080267558528434	0.20735785953177252
ENSPTRT00000105323	0.19899665551839466	1.0	0.9554069119286509	0.8840579710144928	0.9615384615384616	0.9347826086956522	0.9587513935340022	0.9609810479375696	0.9966555183946488	0.9576365663322184	0.2107023411371237	0.9905239687848384	0.999442586399108	0.9526198439241916	0.9487179487179488	0.9581939799331104	0.9587513935340022
ENST00000328654	0.24080267558528434	0.9554069119286509	1.0	0.8907469342251951	0.9637681159420288	0.9782608695652174	0.9654403567447044	0.9643255295429208	0.9565217391304348	0.9977703455964324	0.2525083612040133	0.9503901895206244	0.9559643255295428	0.959308807134894	0.9921962095875141	0.9972129319955408	0.9665551839464884
ENSPPYT00000006098	0.1376811594202898	0.8840579710144928	0.8907469342251951	1.0	0.8929765886287625	0.8717948717948718	0.8946488294314381	0.8935340022296544	0.8862876254180602	0.8896321070234113	0.2591973244147157	0.8807134894091416	0.8846153846153846	0.8890746934225195	0.8857302118171684	0.8890746934225195	0.8946488294314381
ENSPTRT00000108846	0.20735785953177252	0.9615384615384616	0.9637681159420288	0.8929765886287625	1.0	0.943701226309922	0.9972129319955408	0.999442586399108	0.9587513935340022	0.9659977703455964	0.21906354515050164	0.9526198439241916	0.9609810479375696	0.9910813823857302	0.9576365663322184	0.9665551839464884	0.9972129319955408
ENSPTET00000044277	0.2357859531772575	0.9347826086956522	0.9782608695652174	0.8717948717948718	0.943701226309922	1.0	0.9453734671125976	0.9442586399108138	0.9370122630992196	0.9771460423634336	0.2469342251950948	0.9319955406911928	0.935340022296544	0.9403567447045708	0.9738015607580826	0.9765886287625418	0.9453734671125976
ENSGGOT00000058405	0.20735785953177252	0.9587513935340022	0.9654403567447044	0.8946488294314381	0.9972129319955408	0.9453734671125976	1.0	0.9977703455964324	0.9615384615384616	0.9643255295429208	0.21906354515050164	0.9542920847268672	0.959308807134894	0.9927536231884058	0.959308807134894	0.9637681159420288	0.9988851727982164
ENSPPAT00000063775	0.20735785953177252	0.9609810479375696	0.9643255295429208	0.8935340022296544	0.999442586399108	0.9442586399108138	0.9977703455964324	1.0	0.959308807134894	0.9665551839464884	0.21906354515050164	0.9531772575250836	0.9615384615384616	0.991638795986622	0.9581939799331104	0.9659977703455964	0.9977703455964324
ENSGGOT00000051295	0.19843924191750276	0.9966555183946488	0.9565217391304348	0.8862876254180602	0.9587513935340022	0.9370122630992196	0.9615384615384616	0.959308807134894	1.0	0.9554069119286509	0.21014492753623196	0.9927536231884058	0.9972129319955408	0.9542920847268672	0.9509476031215162	0.9548494983277592	0.9604236343366778
ENSPPAT00000063781	0.24080267558528434	0.9576365663322184	0.9977703455964324	0.8896321070234113	0.9659977703455964	0.9771460423634336	0.9643255295429208	0.9665551839464884	0.9554069119286509	1.0	0.2525083612040133	0.9492753623188406	0.9581939799331104	0.9581939799331104	0.9910813823857302	0.999442586399108	0.9643255295429208
ENST00000544181	0.8779264214046822	0.2107023411371237	0.2525083612040133	0.2591973244147157	0.21906354515050164	0.2469342251950948	0.21906354515050164	0.21906354515050164	0.21014492753623196	0.2525083612040133	1.0	0.20903010033444813	0.2107023411371237	0.21794871794871795	0.25083612040133785	0.2525083612040133	0.21906354515050164
ENSNLET00000040813	0.1978818283166109	0.9905239687848384	0.9503901895206244	0.8807134894091416	0.9526198439241916	0.9319955406911928	0.9542920847268672	0.9531772575250836	0.9927536231884058	0.9492753623188406	0.20903010033444813	1.0	0.9910813823857302	0.9615384615384616	0.9581939799331104	0.9487179487179488	0.9542920847268672
ENSPPAT00000063784	0.19899665551839466	0.999442586399108	0.9559643255295428	0.8846153846153846	0.9609810479375696	0.935340022296544	0.959308807134894	0.9615384615384616	0.9972129319955408	0.9581939799331104	0.2107023411371237	0.9910813823857302	1.0	0.9531772575250836	0.9492753623188406	0.9576365663322184	0.959308807134894
ENSNLET00000031868	0.2068004459308808	0.9526198439241916	0.959308807134894	0.8890746934225195	0.9910813823857302	0.9403567447045708	0.9927536231884058	0.991638795986622	0.9542920847268672	0.9581939799331104	0.21794871794871795	0.9615384615384616	0.9531772575250836	1.0	0.9665551839464884	0.9576365663322184	0.9927536231884058
ENSNLET00000015898	0.2396878483835005	0.9487179487179488	0.9921962095875141	0.8857302118171684	0.9576365663322184	0.9738015607580826	0.959308807134894	0.9581939799331104	0.9509476031215162	0.9910813823857302	0.25083612040133785	0.9581939799331104	0.9492753623188406	0.9665551839464884	1.0	0.9905239687848384	0.959308807134894
ENSPTRT00000010398	0.24080267558528434	0.9581939799331104	0.9972129319955408	0.8890746934225195	0.9665551839464884	0.9765886287625418	0.9637681159420288	0.9659977703455964	0.9548494983277592	0.999442586399108	0.2525083612040133	0.9487179487179488	0.9576365663322184	0.9576365663322184	0.9905239687848384	1.0	0.9637681159420288
ENST00000534834	0.20735785953177252	0.9587513935340022	0.9665551839464884	0.8946488294314381	0.9972129319955408	0.9453734671125976	0.9988851727982164	0.9977703455964324	0.9604236343366778	0.9643255295429208	0.21906354515050164	0.9542920847268672	0.959308807134894	0.9927536231884058	0.959308807134894	0.9637681159420288	1.0
