	ENSCSAVT00000017790	C30C11.4.1	ENSCSAVT00000017792	C30C11.4.2	ENSCSAVT00000017794	ENSCSAVT00000017795	ENSCSAVT00000017796	ENSCSAVT00000017797	ENSCSAVT00000017798	ENSCSAVT00000017791	FBtr0304035	FBtr0304034	FBtr0304037	ENSCSAVT00000017793	YBR169C_mRNA	FBtr0075773	FBtr0075772	FBtr0075771	YPL106C_mRNA	ENSCINT00000001654	FBtr0304036	FBtr0333051
ENSCSAVT00000017790	1.0	0.572047423620611	0.9790241678066576	0.572047423620611	0.9736662106703148	0.9728682170542636	0.9661422708618332	0.981532147742818	0.941062471500228	0.9868901048791608	0.5797993616051071	0.5797993616051071	0.5777473780209759	0.9931600547195624	0.5109439124487004	0.5797993616051071	0.5797993616051071	0.5797993616051071	0.5104879160966712	0.9072047423620612	0.5777473780209759	0.5797993616051071
C30C11.4.1	0.572047423620611	1.0	0.5679434564523483	1.0	0.5507295941632467	0.5898312813497492	0.5832193342453261	0.5673734610123119	0.5710214318285454	0.5758093935248518	0.6207250341997264	0.6207250341997264	0.609781121751026	0.5652074783401733	0.4969220246238031	0.6207250341997264	0.6207250341997264	0.6207250341997264	0.4969220246238031	0.5703374373005016	0.609781121751026	0.6207250341997264
ENSCSAVT00000017792	0.9790241678066576	0.5679434564523483	1.0	0.5679434564523483	0.952690378476972	0.9705882352941176	0.9497264021887823	0.9623803009575924	0.938782489740082	0.9846101231190152	0.5756953944368445	0.5756953944368445	0.5647514819881441	0.9721842225262198	0.4940720474236207	0.5756953944368445	0.5756953944368445	0.5756953944368445	0.4937300501595987	0.8898768809849521	0.5647514819881441	0.5756953944368445
C30C11.4.2	0.572047423620611	1.0	0.5679434564523483	1.0	0.5507295941632467	0.5898312813497492	0.5832193342453261	0.5673734610123119	0.5710214318285454	0.5758093935248518	0.6207250341997264	0.6207250341997264	0.609781121751026	0.5652074783401733	0.4969220246238031	0.6207250341997264	0.6207250341997264	0.6207250341997264	0.4969220246238031	0.5703374373005016	0.609781121751026	0.6207250341997264
ENSCSAVT00000017794	0.9736662106703148	0.5507295941632467	0.952690378476972	0.5507295941632467	1.0	0.9485864113087096	0.9398084815321476	0.957250341997264	0.9202006383948927	0.9626082991336068	0.5767213862289101	0.5767213862289101	0.5746694026447788	0.9688782489740082	0.5078659370725034	0.5767213862289101	0.5767213862289101	0.5767213862289101	0.5074099407204742	0.8857729138166894	0.5746694026447788	0.5767213862289101
ENSCSAVT00000017795	0.9728682170542636	0.5898312813497492	0.9705882352941176	0.5898312813497492	0.9485864113087096	1.0	0.9435704514363884	0.9582763337893296	0.932626538987688	0.9859781121751026	0.5975832193342453	0.5975832193342453	0.5866393068855449	0.9680802553579572	0.5159598723210215	0.5975832193342453	0.5975832193342453	0.5975832193342453	0.5156178750569995	0.8888508891928865	0.5866393068855449	0.5975832193342453
ENSCSAVT00000017796	0.9661422708618332	0.5832193342453261	0.9497264021887823	0.5832193342453261	0.9398084815321476	0.9435704514363884	1.0	0.9476744186046512	0.9117647058823528	0.957592339261286	0.5942772457820338	0.5942772457820338	0.5919972640218878	0.9593023255813954	0.5264477884176927	0.5942772457820338	0.5942772457820338	0.5942772457820338	0.5261057911536707	0.8887368901048791	0.5919972640218878	0.5942772457820338
ENSCSAVT00000017797	0.981532147742818	0.5673734610123119	0.9623803009575924	0.5673734610123119	0.957250341997264	0.9582763337893296	0.9476744186046512	1.0	0.9463064295485636	0.9722982216142272	0.5813953488372093	0.5813953488372093	0.579343365253078	0.9767441860465116	0.5158458732330141	0.5813953488372093	0.5813953488372093	0.5813953488372093	0.5153898768809849	0.9007067943456453	0.579343365253078	0.5813953488372093
ENSCSAVT00000017798	0.941062471500228	0.5710214318285454	0.938782489740082	0.5710214318285454	0.9202006383948927	0.932626538987688	0.9117647058823528	0.9463064295485636	1.0	0.9466484268125857	0.5557455540355677	0.5557455540355677	0.5448016415868673	0.9342225262197904	0.480734154126767	0.5557455540355677	0.5557455540355677	0.5557455540355677	0.4803921568627452	0.8613771089831281	0.5448016415868673	0.5557455540355677
ENSCSAVT00000017791	0.9868901048791608	0.5758093935248518	0.9846101231190152	0.5758093935248518	0.9626082991336068	0.9859781121751026	0.957592339261286	0.9722982216142272	0.9466484268125857	1.0	0.583561331509348	0.583561331509348	0.5726174190606476	0.9821021431828544	0.5019379844961239	0.583561331509348	0.583561331509348	0.583561331509348	0.5015959872321022	0.8994528043775649	0.5726174190606476	0.583561331509348
FBtr0304035	0.5797993616051071	0.6207250341997264	0.5756953944368445	0.6207250341997264	0.5767213862289101	0.5975832193342453	0.5942772457820338	0.5813953488372093	0.5557455540355677	0.583561331509348	1.0	1.0	0.9890560875512996	0.5729594163246694	0.521203830369357	1.0	1.0	1.0	0.5210898312813498	0.5778613771089831	0.9890560875512996	1.0
FBtr0304034	0.5797993616051071	0.6207250341997264	0.5756953944368445	0.6207250341997264	0.5767213862289101	0.5975832193342453	0.5942772457820338	0.5813953488372093	0.5557455540355677	0.583561331509348	1.0	1.0	0.9890560875512996	0.5729594163246694	0.521203830369357	1.0	1.0	1.0	0.5210898312813498	0.5778613771089831	0.9890560875512996	1.0
FBtr0304037	0.5777473780209759	0.609781121751026	0.5647514819881441	0.609781121751026	0.5746694026447788	0.5866393068855449	0.5919972640218878	0.579343365253078	0.5448016415868673	0.5726174190606476	0.9890560875512996	0.9890560875512996	1.0	0.5709074327405381	0.5258777929776561	0.9890560875512996	0.9890560875512996	0.9890560875512996	0.5253077975376197	0.5754673962608299	1.0	0.9890560875512996
ENSCSAVT00000017793	0.9931600547195624	0.5652074783401733	0.9721842225262198	0.5652074783401733	0.9688782489740082	0.9680802553579572	0.9593023255813954	0.9767441860465116	0.9342225262197904	0.9821021431828544	0.5729594163246694	0.5729594163246694	0.5709074327405381	1.0	0.5041039671682627	0.5729594163246694	0.5729594163246694	0.5729594163246694	0.5036479708162335	0.9020747834017327	0.5709074327405381	0.5729594163246694
YBR169C_mRNA	0.5109439124487004	0.4969220246238031	0.4940720474236207	0.4969220246238031	0.5078659370725034	0.5159598723210215	0.5264477884176927	0.5158458732330141	0.480734154126767	0.5019379844961239	0.521203830369357	0.521203830369357	0.5258777929776561	0.5041039671682627	1.0	0.521203830369357	0.521203830369357	0.521203830369357	0.9327405380756952	0.5126538987688098	0.5258777929776561	0.521203830369357
FBtr0075773	0.5797993616051071	0.6207250341997264	0.5756953944368445	0.6207250341997264	0.5767213862289101	0.5975832193342453	0.5942772457820338	0.5813953488372093	0.5557455540355677	0.583561331509348	1.0	1.0	0.9890560875512996	0.5729594163246694	0.521203830369357	1.0	1.0	1.0	0.5210898312813498	0.5778613771089831	0.9890560875512996	1.0
