	ENSAHAT00000007594	ENSAOWT00000008876	FBtr0082480	ENSAOWT00000008901	Y53H1A.1a.1	Y53H1A.1b.1	FBtr0082481	ENSAHAT00000007592	ENSDNVT00000007986	ENSAOWT00000008888	FBtr0082479	ENSAOWT00000008881	ENSARWT00000020264	ENSARWT00000020266
ENSAHAT00000007594	1.0	0.9976948868398994	0.3499580888516345	0.9976948868398994	0.25461022632020125	0.2923302598491199	0.2902347024308466	1.0	0.9893126571668064	0.9976948868398994	0.3562447611064543	0.9976948868398994	0.9972757753562448	0.9972757753562448
ENSAOWT00000008876	0.9976948868398994	1.0	0.3482816429170159	1.0	0.2554484492875104	0.29316848281642915	0.2883487007544007	0.9976948868398994	0.991617770326907	1.0	0.3545683151718357	1.0	0.999371332774518	0.999371332774518
FBtr0082480	0.3499580888516345	0.3482816429170159	1.0	0.3482816429170159	0.3275356244761106	0.3518440905280804	0.7617351215423303	0.3499580888516345	0.34702430846605203	0.3482816429170159	0.9880553227158424	0.3482816429170159	0.34807208717518856	0.34807208717518856
ENSAOWT00000008901	0.9976948868398994	1.0	0.3482816429170159	1.0	0.2554484492875104	0.29316848281642915	0.2883487007544007	0.9976948868398994	0.991617770326907	1.0	0.3545683151718357	1.0	0.999371332774518	0.999371332774518
Y53H1A.1a.1	0.25461022632020125	0.2554484492875104	0.3275356244761106	0.2554484492875104	1.0	0.939019279128248	0.5599329421626152	0.25461022632020125	0.2556580050293378	0.2554484492875104	0.3394803017602682	0.2554484492875104	0.2552388935456831	0.2552388935456831
Y53H1A.1b.1	0.2923302598491199	0.29316848281642915	0.3518440905280804	0.29316848281642915	0.939019279128248	1.0	0.5901089689857502	0.2923302598491199	0.2933780385582565	0.29316848281642915	0.36378876781223796	0.29316848281642915	0.2929589270746018	0.2929589270746018
FBtr0082481	0.2902347024308466	0.2883487007544007	0.7617351215423303	0.2883487007544007	0.5599329421626152	0.5901089689857502	1.0	0.2902347024308466	0.28772003352891873	0.2883487007544007	0.7736797988264879	0.2883487007544007	0.2883487007544007	0.2883487007544007
ENSAHAT00000007592	1.0	0.9976948868398994	0.3499580888516345	0.9976948868398994	0.25461022632020125	0.2923302598491199	0.2902347024308466	1.0	0.9893126571668064	0.9976948868398994	0.3562447611064543	0.9976948868398994	0.9972757753562448	0.9972757753562448
ENSDNVT00000007986	0.9893126571668064	0.991617770326907	0.34702430846605203	0.991617770326907	0.2556580050293378	0.2933780385582565	0.28772003352891873	0.9893126571668064	1.0	0.991617770326907	0.3533109807208717	0.991617770326907	0.9914082145850796	0.9914082145850796
ENSAOWT00000008888	0.9976948868398994	1.0	0.3482816429170159	1.0	0.2554484492875104	0.29316848281642915	0.2883487007544007	0.9976948868398994	0.991617770326907	1.0	0.3545683151718357	1.0	0.999371332774518	0.999371332774518
FBtr0082479	0.3562447611064543	0.3545683151718357	0.9880553227158424	0.3545683151718357	0.3394803017602682	0.36378876781223796	0.7736797988264879	0.3562447611064543	0.3533109807208717	0.3545683151718357	1.0	0.3545683151718357	0.3543587594300084	0.3543587594300084
ENSAOWT00000008881	0.9976948868398994	1.0	0.3482816429170159	1.0	0.2554484492875104	0.29316848281642915	0.2883487007544007	0.9976948868398994	0.991617770326907	1.0	0.3545683151718357	1.0	0.999371332774518	0.999371332774518
ENSARWT00000020264	0.9972757753562448	0.999371332774518	0.34807208717518856	0.999371332774518	0.2552388935456831	0.2929589270746018	0.2883487007544007	0.9972757753562448	0.9914082145850796	0.999371332774518	0.3543587594300084	0.999371332774518	1.0	1.0
ENSARWT00000020266	0.9972757753562448	0.999371332774518	0.34807208717518856	0.999371332774518	0.2552388935456831	0.2929589270746018	0.2883487007544007	0.9972757753562448	0.9914082145850796	0.999371332774518	0.3543587594300084	0.999371332774518	1.0	1.0
