,ENSPANT00000046648,ENSUPAT00010010073,ENSMNET00000031682,ENSPTET00000001226,ENSCATT00000047868,ENSMFAT00000047775,ENSPSMT00000040849,ENSRBIT00000043967,ENSNLET00000057714,ENSMLET00000026096,ENSRROT00000065560,ENSCCNT00000018747
ENSPANT00000046648,1.0,0.7338403041825095,0.9638783269961977,0.9524714828897338,0.9581749049429658,0.9619771863117871,0.7319391634980988,0.9315589353612167,0.8954372623574145,0.9980988593155894,0.9315589353612167,0.4429657794676807
ENSUPAT00010010073,0.7338403041825095,1.0,0.7699619771863118,0.7661596958174905,0.7072243346007605,0.7699619771863118,0.8155893536121673,0.7452471482889734,0.7509505703422054,0.7357414448669202,0.7452471482889734,0.3954372623574145
ENSMNET00000031682,0.9638783269961977,0.7699619771863118,1.0,0.9885931558935361,0.9334600760456274,0.9980988593155894,0.7642585551330798,0.967680608365019,0.9277566539923955,0.9657794676806084,0.967680608365019,0.47528517110266155
ENSPTET00000001226,0.9524714828897338,0.7661596958174905,0.9885931558935361,1.0,0.9239543726235742,0.9866920152091255,0.7604562737642585,0.9657794676806084,0.9239543726235742,0.9543726235741445,0.9657794676806084,0.4695817490494296
ENSCATT00000047868,0.9581749049429658,0.7072243346007605,0.9334600760456274,0.9239543726235742,1.0,0.9315589353612167,0.7034220532319392,0.9277566539923955,0.8688212927756654,0.9581749049429658,0.9277566539923955,0.4809885931558935
ENSMFAT00000047775,0.9619771863117871,0.7699619771863118,0.9980988593155894,0.9866920152091255,0.9315589353612167,1.0,0.7642585551330798,0.9657794676806084,0.9258555133079848,0.9638783269961977,0.9657794676806084,0.47528517110266155
ENSPSMT00000040849,0.7319391634980988,0.8155893536121673,0.7642585551330798,0.7604562737642585,0.7034220532319392,0.7642585551330798,1.0,0.7395437262357415,0.7585551330798479,0.7338403041825095,0.7395437262357415,0.44106463878326996
ENSRBIT00000043967,0.9315589353612167,0.7452471482889734,0.967680608365019,0.9657794676806084,0.9277566539923955,0.9657794676806084,0.7395437262357415,1.0,0.903041825095057,0.9334600760456274,1.0,0.5038022813688213
ENSNLET00000057714,0.8954372623574145,0.7509505703422054,0.9277566539923955,0.9239543726235742,0.8688212927756654,0.9258555133079848,0.7585551330798479,0.903041825095057,1.0,0.8935361216730038,0.903041825095057,0.47338403041825095
ENSMLET00000026096,0.9980988593155894,0.7357414448669202,0.9657794676806084,0.9543726235741445,0.9581749049429658,0.9638783269961977,0.7338403041825095,0.9334600760456274,0.8935361216730038,1.0,0.9334600760456274,0.4429657794676807
ENSRROT00000065560,0.9315589353612167,0.7452471482889734,0.967680608365019,0.9657794676806084,0.9277566539923955,0.9657794676806084,0.7395437262357415,1.0,0.903041825095057,0.9334600760456274,1.0,0.5038022813688213
ENSCCNT00000018747,0.4429657794676807,0.3954372623574145,0.47528517110266155,0.4695817490494296,0.4809885931558935,0.47528517110266155,0.44106463878326996,0.5038022813688213,0.47338403041825095,0.4429657794676807,0.5038022813688213,1.0
