,ENSMGAT00000014819,ENSLACT00000002976,ENSPSIT00000000860,ENSGACT00000010751,ENSMODT00000034459,ENSLOCT00000016081,ENSFALT00000002598,ENSTGUT00000013147,ENSAOWT00000023843,ENSGALT00000093051,ENSSMRT00000020916,ENSSHAT00000006904,ENSCVAT00000008229
ENSMGAT00000014819,1.0,0.7597073719752392,0.8463702870005627,0.6899268429938098,0.7388857625211029,0.5965109735509285,0.8891389983117614,0.8987056837366347,0.7675858187957231,0.9769274057400112,0.6010129431626337,0.8081035453010692,0.7056837366347777
ENSLACT00000002976,0.7597073719752392,1.0,0.803038829487901,0.6927405740011255,0.6882386043894204,0.6212718064153067,0.7608328643781654,0.7597073719752392,0.6831738885762522,0.7658975801913337,0.5419245920090039,0.7664603263927968,0.7158131682611142
ENSPSIT00000000860,0.8463702870005627,0.803038829487901,1.0,0.7090602138435566,0.7715250422059651,0.6252110298255487,0.8413055711873945,0.8441193021947102,0.7794034890264491,0.8508722566122678,0.5959482273494654,0.8435565559932471,0.7236916150815982
ENSGACT00000010751,0.6899268429938098,0.6927405740011255,0.7090602138435566,1.0,0.6325267304445695,0.5846933033202026,0.6961170512099043,0.687113111986494,0.5931344963421497,0.6921778277996623,0.5441755768148565,0.7017445132245357,0.8351153629713
ENSMODT00000034459,0.7388857625211029,0.6882386043894204,0.7715250422059651,0.6325267304445695,1.0,0.5391108610016883,0.7343837929093978,0.7377602701181767,0.6612267867191897,0.7422622397298818,0.5205402363534046,0.8987056837366347,0.6510973550928532
ENSLOCT00000016081,0.5965109735509285,0.6212718064153067,0.6252110298255487,0.5846933033202026,0.5391108610016883,1.0,0.5965109735509285,0.5981992121553179,0.5087225661226786,0.5987619583567811,0.441755768148565,0.6060776589758019,0.6043894203714125
ENSFALT00000002598,0.8891389983117614,0.7608328643781654,0.8413055711873945,0.6961170512099043,0.7343837929093978,0.5965109735509285,1.0,0.963984243106359,0.7968486212718064,0.8998311761395611,0.6162070906021384,0.8024760832864378,0.706809229037704
ENSTGUT00000013147,0.8987056837366347,0.7597073719752392,0.8441193021947102,0.687113111986494,0.7377602701181767,0.5981992121553179,0.963984243106359,1.0,0.8002250984805852,0.9105233539673607,0.6156443444006753,0.8052898142937536,0.7079347214406303
ENSAOWT00000023843,0.7675858187957231,0.6831738885762522,0.7794034890264491,0.5931344963421497,0.6612267867191897,0.5087225661226786,0.7968486212718064,0.8002250984805852,1.0,0.7743387732132808,0.5014068655036579,0.7191896454698931,0.6072031513787282
ENSGALT00000093051,0.9769274057400112,0.7658975801913337,0.8508722566122678,0.6921778277996623,0.7422622397298818,0.5987619583567811,0.8998311761395611,0.9105233539673607,0.7743387732132808,1.0,0.6060776589758019,0.8131682611142375,0.706809229037704
ENSSMRT00000020916,0.6010129431626337,0.5419245920090039,0.5959482273494654,0.5441755768148565,0.5205402363534046,0.441755768148565,0.6162070906021384,0.6156443444006753,0.5014068655036579,0.6060776589758019,1.0,0.5846933033202026,0.5447383230163196
ENSSHAT00000006904,0.8081035453010692,0.7664603263927968,0.8435565559932471,0.7017445132245357,0.8987056837366347,0.6060776589758019,0.8024760832864378,0.8052898142937536,0.7191896454698931,0.8131682611142375,0.5846933033202026,1.0,0.7242543612830613
ENSCVAT00000008229,0.7056837366347777,0.7158131682611142,0.7236916150815982,0.8351153629713,0.6510973550928532,0.6043894203714125,0.706809229037704,0.7079347214406303,0.6072031513787282,0.706809229037704,0.5447383230163196,0.7242543612830613,1.0
