,ENSMODT00000070413,ENSMEUT00000003305,ENSCSAVT00000015241,ENSODET00000023976,ENSVURT00010014878,ENSCPOT00000013555,ENSCSAVT00000015242,ENSPCIT00000055803,ENSCINT00000011275,ENSMODT00000010638
ENSMODT00000070413,1.0,0.6168032786885246,0.4337431693989071,0.7452185792349727,0.8135245901639344,0.7459016393442623,0.4918032786885246,0.5758196721311475,0.3825136612021858,0.8886612021857924
ENSMEUT00000003305,0.6168032786885246,1.0,0.40300546448087426,0.5478142076502732,0.6133879781420765,0.5519125683060109,0.5368852459016393,0.5368852459016393,0.34904371584699456,0.6024590163934426
ENSCSAVT00000015241,0.4337431693989071,0.40300546448087426,1.0,0.5061475409836066,0.5129781420765027,0.505464480874317,0.47540983606557374,0.5129781420765027,0.5853825136612022,0.5150273224043715
ENSODET00000023976,0.7452185792349727,0.5478142076502732,0.5061475409836066,1.0,0.8312841530054644,0.9610655737704918,0.47267759562841527,0.6188524590163934,0.4651639344262295,0.8401639344262295
ENSVURT00010014878,0.8135245901639344,0.6133879781420765,0.5129781420765027,0.8312841530054644,1.0,0.8306010928961749,0.4808743169398907,0.7096994535519126,0.4685792349726776,0.9146174863387978
ENSCPOT00000013555,0.7459016393442623,0.5519125683060109,0.505464480874317,0.9610655737704918,0.8306010928961749,1.0,0.47404371584699456,0.619535519125683,0.4617486338797814,0.8401639344262295
ENSCSAVT00000015242,0.4918032786885246,0.5368852459016393,0.47540983606557374,0.47267759562841527,0.4808743169398907,0.47404371584699456,1.0,0.3784153005464481,0.6543715846994536,0.4774590163934427
ENSPCIT00000055803,0.5758196721311475,0.5368852459016393,0.5129781420765027,0.6188524590163934,0.7096994535519126,0.619535519125683,0.3784153005464481,1.0,0.35997267759562845,0.6762295081967213
ENSCINT00000011275,0.3825136612021858,0.34904371584699456,0.5853825136612022,0.4651639344262295,0.4685792349726776,0.4617486338797814,0.6543715846994536,0.35997267759562845,1.0,0.46448087431693996
ENSMODT00000010638,0.8886612021857924,0.6024590163934426,0.5150273224043715,0.8401639344262295,0.9146174863387978,0.8401639344262295,0.4774590163934427,0.6762295081967213,0.46448087431693996,1.0
