	ENSDCDT00000074215	ENSCHAT00000055608	ENSSFOT00015037204	ENSDCDT00000074225	ENSPKIT00000035288	ENSPKIT00000035289	ENSDCDT00000074213	ENSCHAT00000055579	ENSDCDT00000074219	ENSPKIT00000035292
ENSDCDT00000074215	1.0	0.7135614702154626	0.7135614702154626	0.8935361216730038	0.829531051964512	0.829531051964512	0.9353612167300379	0.8365019011406845	0.9562737642585551	0.7097591888466414
ENSCHAT00000055608	0.7135614702154626	1.0	0.8713561470215463	0.6615969581749049	0.7154626108998733	0.7154626108998733	0.6831432192648923	0.8479087452471483	0.7040557667934094	0.8751584283903675
ENSSFOT00015037204	0.7135614702154626	0.8713561470215463	1.0	0.6780735107731305	0.752851711026616	0.752851711026616	0.6831432192648923	0.7192648922686945	0.7040557667934094	0.8973384030418251
ENSDCDT00000074225	0.8935361216730038	0.6615969581749049	0.6780735107731305	1.0	0.7934093789607097	0.7934093789607097	0.8631178707224335	0.7845373891001267	0.8840304182509505	0.6603295310519645
ENSPKIT00000035288	0.829531051964512	0.7154626108998733	0.752851711026616	0.7934093789607097	1.0	1.0	0.7991128010139417	0.8377693282636248	0.8200253485424588	0.8403041825095057
ENSPKIT00000035289	0.829531051964512	0.7154626108998733	0.752851711026616	0.7934093789607097	1.0	1.0	0.7991128010139417	0.8377693282636248	0.8200253485424588	0.8403041825095057
ENSDCDT00000074213	0.9353612167300379	0.6831432192648923	0.6831432192648923	0.8631178707224335	0.7991128010139417	0.7991128010139417	1.0	0.8060836501901141	0.9258555133079848	0.6793409378960711
ENSCHAT00000055579	0.8365019011406845	0.8479087452471483	0.7192648922686945	0.7845373891001267	0.8377693282636248	0.8377693282636248	0.8060836501901141	1.0	0.8269961977186312	0.7230671736375158
ENSDCDT00000074219	0.9562737642585551	0.7040557667934094	0.7040557667934094	0.8840304182509505	0.8200253485424588	0.8200253485424588	0.9258555133079848	0.8269961977186312	1.0	0.7002534854245881
ENSPKIT00000035292	0.7097591888466414	0.8751584283903675	0.8973384030418251	0.6603295310519645	0.8403041825095057	0.8403041825095057	0.6793409378960711	0.7230671736375158	0.7002534854245881	1.0
