,ENSPMET00000006497,ENSXCOT00000008489,ENSNBRT00000026595,ENSPMET00000023937,ENSLBET00000017533,ENSPLAT00000031599,ENSPRET00000032201,ENSSPAT00000022584,ENSATET00000031750,ENSGAFT00000015145,ENSPLAT00000017729,ENSMZET00005006944
ENSPMET00000006497,1.0,0.976499473868818,0.9309014380918976,1.0,0.9224833391792353,0.9561557348298843,0.9291476674850929,0.9610662925289372,0.9165205191160997,0.9540512101017187,0.9561557348298843,0.9305506839705366
ENSXCOT00000008489,0.976499473868818,1.0,0.9452823570676956,0.976499473868818,0.9375657663977551,0.9726411785338478,0.9438793405822519,0.9694843914415995,0.9309014380918976,0.9757979656260961,0.9726411785338478,0.9449316029463346
ENSNBRT00000026595,0.9309014380918976,0.9452823570676956,1.0,0.9309014380918976,0.9561557348298843,0.9344089793055068,0.9733426867765697,0.952648193616275,0.9649245878639074,0.9235356015433182,0.9344089793055068,0.9992984917572781
ENSPMET00000023937,1.0,0.976499473868818,0.9309014380918976,1.0,0.9224833391792353,0.9561557348298843,0.9291476674850929,0.9610662925289372,0.9165205191160997,0.9540512101017187,0.9561557348298843,0.9305506839705366
ENSLBET00000017533,0.9224833391792353,0.9375657663977551,0.9561557348298843,0.9224833391792353,1.0,0.9323044545773412,0.9561557348298843,0.942827078218169,0.9645738337425465,0.9361627499123115,0.9323044545773412,0.9561557348298843
ENSPLAT00000031599,0.9561557348298843,0.9726411785338478,0.9344089793055068,0.9561557348298843,0.9323044545773412,1.0,0.9396702911259207,0.957207997193967,0.9263416345142056,0.9498421606453876,1.0,0.9340582251841459
ENSPRET00000032201,0.9291476674850929,0.9438793405822519,0.9733426867765697,0.9291476674850929,0.9561557348298843,0.9396702911259207,1.0,0.9463346194317783,0.9614170466502981,0.9214310768151526,0.9396702911259207,0.9733426867765697
ENSSPAT00000022584,0.9610662925289372,0.9694843914415995,0.952648193616275,0.9610662925289372,0.942827078218169,0.957207997193967,0.9463346194317783,1.0,0.9326552086987022,0.9473868817958611,0.957207997193967,0.9522974394949141
ENSATET00000031750,0.9165205191160997,0.9309014380918976,0.9649245878639074,0.9165205191160997,0.9645738337425465,0.9263416345142056,0.9614170466502981,0.9326552086987022,1.0,0.9294984216064539,0.9263416345142056,0.9642230796211856
ENSGAFT00000015145,0.9540512101017187,0.9757979656260961,0.9235356015433182,0.9540512101017187,0.9361627499123115,0.9498421606453876,0.9214310768151526,0.9473868817958611,0.9294984216064539,1.0,0.9498421606453876,0.9231848474219572
ENSPLAT00000017729,0.9561557348298843,0.9726411785338478,0.9344089793055068,0.9561557348298843,0.9323044545773412,1.0,0.9396702911259207,0.957207997193967,0.9263416345142056,0.9498421606453876,1.0,0.9340582251841459
ENSMZET00005006944,0.9305506839705366,0.9449316029463346,0.9992984917572781,0.9305506839705366,0.9561557348298843,0.9340582251841459,0.9733426867765697,0.9522974394949141,0.9642230796211856,0.9231848474219572,0.9340582251841459,1.0
