,ENSMICT00000066537,ENSPCOT00000036820,ENSPTRT00000089521,ENSMICT00000063408,ENSPTRT00000044244,ENSPPAT00000058239,ENSPCOT00000036819,ENSPTRT00000043162,ENSPPAT00000058237,ENST00000335426
ENSMICT00000066537,1.0,0.6496133254015467,0.46400951814396185,0.9660916121356335,0.46400951814396185,0.3825104104699584,0.6817370612730518,0.3831052944675788,0.46341463414634143,0.46817370612730524
ENSPCOT00000036820,0.6496133254015467,1.0,0.4997025580011898,0.6835217132659132,0.4997025580011898,0.4039262343842951,0.9660916121356335,0.4045211183819155,0.49910767400356937,0.4765020820939917
ENSPTRT00000089521,0.46400951814396185,0.4997025580011898,1.0,0.4979179060083283,1.0,0.8976799524092802,0.46579417013682334,0.8982748364069006,0.9994051160023796,0.9726353361094586
ENSMICT00000063408,0.9660916121356335,0.6835217132659132,0.4979179060083283,1.0,0.4979179060083283,0.4039262343842951,0.6496133254015467,0.4045211183819155,0.4973230220107079,0.4747174301011303
ENSPTRT00000044244,0.46400951814396185,0.4997025580011898,1.0,0.4979179060083283,1.0,0.8976799524092802,0.46579417013682334,0.8982748364069006,0.9994051160023796,0.9726353361094586
ENSPPAT00000058239,0.3825104104699584,0.4039262343842951,0.8976799524092802,0.4039262343842951,0.8976799524092802,1.0,0.3825104104699584,0.9994051160023796,0.8982748364069006,0.883402736466389
ENSPCOT00000036819,0.6817370612730518,0.9660916121356335,0.46579417013682334,0.6496133254015467,0.46579417013682334,0.3825104104699584,1.0,0.3831052944675788,0.4651992861392029,0.4699583581201665
ENSPTRT00000043162,0.3831052944675788,0.4045211183819155,0.8982748364069006,0.4045211183819155,0.8982748364069006,0.9994051160023796,0.3831052944675788,1.0,0.8976799524092802,0.8839976204640095
ENSPPAT00000058237,0.46341463414634143,0.49910767400356937,0.9994051160023796,0.4973230220107079,0.9994051160023796,0.8982748364069006,0.4651992861392029,0.8976799524092802,1.0,0.9720404521118382
ENST00000335426,0.46817370612730524,0.4765020820939917,0.9726353361094586,0.4747174301011303,0.9726353361094586,0.883402736466389,0.4699583581201665,0.8839976204640095,0.9720404521118382,1.0
