,ENSGWIT00000029683,ENSGWIT00000029684,ENSSFOT00015025448,ENSHCOT00000003695,ENSPKIT00000023915,FBtr0331641,ENSSFOT00015025438,ENSGWIT00000029681,FBtr0080017,ENSSFOT00015025462,W09C5.1.1,ENSHCOT00000003581
ENSGWIT00000029683,1.0,0.9202006383948929,0.9211126310989513,0.9097127222982216,0.9160966712266302,0.34746922024623805,0.8645690834473324,0.9849521203830369,0.34746922024623805,0.9046967624259006,0.491108071135431,0.7770177838577291
ENSGWIT00000029684,0.9202006383948929,1.0,0.875968992248062,0.8613771089831281,0.8723210214318285,0.28590971272229826,0.875968992248062,0.9352485180118559,0.28590971272229826,0.8568171454628363,0.426812585499316,0.786593707250342
ENSSFOT00015025448,0.9211126310989513,0.875968992248062,1.0,0.9119927040583675,0.9530323757409941,0.3415412676698586,0.937984496124031,0.9352485180118559,0.3415412676698586,0.9808481532147743,0.48244414044687645,0.7870497036023711
ENSHCOT00000003695,0.9097127222982216,0.8613771089831281,0.9119927040583675,1.0,0.9092567259461924,0.3310533515731875,0.8559051527587779,0.9220246238030095,0.3310533515731875,0.9129046967624259,0.49612403100775193,0.8522571819425444
ENSPKIT00000023915,0.9160966712266302,0.8723210214318285,0.9530323757409941,0.9092567259461924,1.0,0.3406292749658002,0.8928408572731418,0.9306885544915641,0.3406292749658002,0.9338805289557683,0.48244414044687645,0.7843137254901961
FBtr0331641,0.34746922024623805,0.28590971272229826,0.3415412676698586,0.3310533515731875,0.3406292749658002,1.0,0.28864569083447333,0.3406292749658002,1.0,0.32512539899680803,0.3506611947104423,0.3693570451436389
ENSSFOT00015025438,0.8645690834473324,0.875968992248062,0.937984496124031,0.8559051527587779,0.8928408572731418,0.28864569083447333,1.0,0.8787049703602371,0.28864569083447333,0.9188326493388053,0.4286365709074327,0.8130414956680346
ENSGWIT00000029681,0.9849521203830369,0.9352485180118559,0.9352485180118559,0.9220246238030095,0.9306885544915641,0.3406292749658002,0.8787049703602371,1.0,0.3406292749658002,0.9160966712266302,0.48426812585499324,0.7893296853625171
FBtr0080017,0.34746922024623805,0.28590971272229826,0.3415412676698586,0.3310533515731875,0.3406292749658002,1.0,0.28864569083447333,0.3406292749658002,1.0,0.32512539899680803,0.3506611947104423,0.3693570451436389
ENSSFOT00015025462,0.9046967624259006,0.8568171454628363,0.9808481532147743,0.9129046967624259,0.9338805289557683,0.32512539899680803,0.9188326493388053,0.9160966712266302,0.32512539899680803,1.0,0.49293205654354766,0.7879616963064295
W09C5.1.1,0.491108071135431,0.426812585499316,0.48244414044687645,0.49612403100775193,0.48244414044687645,0.3506611947104423,0.4286365709074327,0.48426812585499324,0.3506611947104423,0.49293205654354766,1.0,0.3889648882808938
ENSHCOT00000003581,0.7770177838577291,0.786593707250342,0.7870497036023711,0.8522571819425444,0.7843137254901961,0.3693570451436389,0.8130414956680346,0.7893296853625171,0.3693570451436389,0.7879616963064295,0.3889648882808938,1.0
