	ENSCHAT00000025971	ENSDCDT00000007038	ENSDCDT00000006939	ENSDCDT00000007029	ENSDCDT00000006899	ENSIPUT00000032936	ENSEEET00000038000	ENSDCDT00000007046	ENSAMXT00000014325	ENSDCDT00000006972	ENSAMXT00000031902	ENSPNAT00000003849
ENSCHAT00000025971	1.0	0.7641886490807354	0.7755795363709033	0.7396083133493205	0.6550759392486011	0.6446842525979216	0.6163069544364509	0.7587929656274979	0.6448840927258194	0.7851718625099922	0.6508792965627498	0.5777378097521982
ENSDCDT00000007038	0.7641886490807354	1.0	0.8257394084732215	0.9546362909672262	0.6588729016786571	0.6029176658673061	0.7076338928856915	0.9310551558752996	0.5993205435651479	0.9382494004796164	0.5915267785771383	0.5157873701039168
ENSDCDT00000006939	0.7755795363709033	0.8257394084732215	1.0	0.8011590727418065	0.7248201438848921	0.6302957633892886	0.6057154276578737	0.820343725019984	0.6428856914468425	0.8391286970423661	0.635091926458833	0.5583533173461231
ENSDCDT00000007029	0.7396083133493205	0.9546362909672262	0.8011590727418065	1.0	0.6342925659472423	0.5783373301358913	0.6830535571542766	0.9064748201438848	0.5747402078337329	0.9136690647482014	0.5669464428457234	0.49120703437250207
ENSDCDT00000006899	0.6550759392486011	0.6588729016786571	0.7248201438848921	0.6342925659472423	1.0	0.7406075139888091	0.44204636290967225	0.6534772182254197	0.7458033573141487	0.67585931254996	0.7525979216626698	0.7324140687450041
ENSIPUT00000032936	0.6446842525979216	0.6029176658673061	0.6302957633892886	0.5783373301358913	0.7406075139888091	1.0	0.4532374100719425	0.5975219824140687	0.7583932853717026	0.6209032773780975	0.7645883293365308	0.7503996802557954
ENSEEET00000038000	0.6163069544364509	0.7076338928856915	0.6057154276578737	0.6830535571542766	0.44204636290967225	0.4532374100719425	1.0	0.7022382094324541	0.4500399680255796	0.7238209432454037	0.44224620303757006	0.44724220623501204
ENSDCDT00000007046	0.7587929656274979	0.9310551558752996	0.820343725019984	0.9064748201438848	0.6534772182254197	0.5975219824140687	0.7022382094324541	1.0	0.5939248601119105	0.9328537170263788	0.5861310951239008	0.5103916866506795
ENSAMXT00000014325	0.6448840927258194	0.5993205435651479	0.6428856914468425	0.5747402078337329	0.7458033573141487	0.7583932853717026	0.4500399680255796	0.5939248601119105	1.0	0.617505995203837	0.9922062350119903	0.8353317346123101
ENSDCDT00000006972	0.7851718625099922	0.9382494004796164	0.8391286970423661	0.9136690647482014	0.67585931254996	0.6209032773780975	0.7238209432454037	0.9328537170263788	0.617505995203837	1.0	0.6097122302158273	0.5333733013589129
ENSAMXT00000031902	0.6508792965627498	0.5915267785771383	0.635091926458833	0.5669464428457234	0.7525979216626698	0.7645883293365308	0.44224620303757006	0.5861310951239008	0.9922062350119903	0.6097122302158273	1.0	0.8427258193445244
ENSPNAT00000003849	0.5777378097521982	0.5157873701039168	0.5583533173461231	0.49120703437250207	0.7324140687450041	0.7503996802557954	0.44724220623501204	0.5103916866506795	0.8353317346123101	0.5333733013589129	0.8427258193445244	1.0
