	ENSGAFT00000018534	ENSCVAT00000016935	ENSPMET00000030796	ENSPLAT00000003838	ENSFHET00000020223	ENSPLAT00000003856	ENSPFOT00000004211	ENSKMAT00000008892	ENSPMET00000000021	ENSCVAT00000029472	ENSCVAT00000029470	ENSFHET00000032160	ENSGAFT00000018540	ENSXCOT00000009836	ENSXMAT00000034685	ENSPFOT00000028059	ENSPRET00000004043	ENSPMET00000016626
ENSGAFT00000018534	1.0	0.8856416772554002	0.983481575603558	0.9853875476493013	0.738881829733164	0.7001270648030495	0.9847522236340532	0.9358322744599746	0.6988564167725541	0.8284625158831004	0.9415501905972046	0.9237611181702668	0.6925031766200762	0.9618805590851334	0.9891994917407878	0.96569250317662	0.7052096569250318	0.9752223634053367
ENSCVAT00000016935	0.8856416772554002	1.0	0.8881829733163914	0.8894536213468869	0.7382465057179162	0.6785260482846251	0.8881829733163914	0.874841168996188	0.6772554002541296	0.937738246505718	0.9415501905972046	0.9243964421855146	0.6454891994917408	0.8672172808132147	0.8900889453621347	0.8697585768742059	0.6772554002541296	0.8799237611181703
ENSPMET00000030796	0.983481575603558	0.8881829733163914	1.0	0.9968233799237612	0.7363405336721728	0.7090216010165185	0.9987293519695044	0.937738246505718	0.7115628970775095	0.8303684879288437	0.9434561626429478	0.9224904701397711	0.6778907242693774	0.960609911054638	0.9866581956797968	0.9790343074968234	0.7090216010165185	0.9917407878017788
ENSPLAT00000003838	0.9853875476493013	0.8894536213468869	0.9968233799237612	1.0	0.7376111817026684	0.7115628970775095	0.9980940279542568	0.9351969504447268	0.7090216010165185	0.8316391359593392	0.9453621346886912	0.9237611181702668	0.679161372299873	0.9612452350698856	0.9872935196950444	0.9783989834815756	0.7090216010165185	0.9885641677255401
ENSFHET00000020223	0.738881829733164	0.7382465057179162	0.7363405336721728	0.7376111817026684	1.0	0.8392630241423126	0.7363405336721728	0.7268106734434562	0.8379923761118171	0.7382465057179162	0.7382465057179162	0.7966963151207116	0.6130876747141042	0.7255400254129606	0.7426937738246506	0.7287166454891995	0.8570520965692503	0.7280813214739518
ENSPLAT00000003856	0.7001270648030495	0.6785260482846251	0.7090216010165185	0.7115628970775095	0.8392630241423126	1.0	0.7102922490470139	0.6689961880559085	0.9955527318932657	0.6785260482846251	0.6785260482846251	0.7083862770012707	0.7039390088945362	0.6867852604828463	0.7007623888182973	0.7007623888182973	0.9193138500635324	0.7007623888182973
ENSPFOT00000004211	0.9847522236340532	0.8881829733163914	0.9987293519695044	0.9980940279542568	0.7363405336721728	0.7102922490470139	1.0	0.93710292249047	0.7102922490470139	0.8303684879288437	0.9434561626429478	0.9224904701397711	0.679161372299873	0.960609911054638	0.9866581956797968	0.9803049555273188	0.7090216010165185	0.9904701397712834
ENSKMAT00000008892	0.9358322744599746	0.874841168996188	0.937738246505718	0.9351969504447268	0.7268106734434562	0.6689961880559085	0.93710292249047	1.0	0.6709021601016518	0.8157560355781448	0.928843710292249	0.9110546378653112	0.6397712833545108	0.9142312579415502	0.93710292249047	0.9186785260482846	0.6702668360864039	0.9294790343074968
ENSPMET00000000021	0.6988564167725541	0.6772554002541296	0.7115628970775095	0.7090216010165185	0.8379923761118171	0.9955527318932657	0.7102922490470139	0.6709021601016518	1.0	0.6772554002541296	0.6772554002541296	0.7071156289707751	0.7033036848792884	0.6867852604828463	0.7007623888182973	0.7007623888182973	0.9199491740787802	0.7033036848792884
ENSCVAT00000029472	0.8284625158831004	0.937738246505718	0.8303684879288437	0.8316391359593392	0.7382465057179162	0.6785260482846251	0.8303684879288437	0.8157560355781448	0.6772554002541296	1.0	0.8792884371029225	0.8653113087674714	0.6454891994917408	0.8138500635324015	0.8322744599745869	0.8119440914866582	0.6772554002541296	0.8221092757306226
ENSCVAT00000029470	0.9415501905972046	0.9415501905972046	0.9434561626429478	0.9453621346886912	0.7382465057179162	0.6785260482846251	0.9434561626429478	0.928843710292249	0.6772554002541296	0.8792884371029225	1.0	0.9243964421855146	0.6454891994917408	0.9224904701397711	0.945997458703939	0.9250317662007624	0.6772554002541296	0.9351969504447268
ENSFHET00000032160	0.9237611181702668	0.9243964421855146	0.9224904701397711	0.9237611181702668	0.7966963151207116	0.7083862770012707	0.9224904701397711	0.9110546378653112	0.7071156289707751	0.8653113087674714	0.9243964421855146	1.0	0.6817026683608641	0.9053367217280812	0.9294790343074968	0.9040660736975856	0.7109275730622617	0.9142312579415502
ENSGAFT00000018540	0.6925031766200762	0.6454891994917408	0.6778907242693774	0.679161372299873	0.6130876747141042	0.7039390088945362	0.679161372299873	0.6397712833545108	0.7033036848792884	0.6454891994917408	0.6454891994917408	0.6817026683608641	1.0	0.6683608640406608	0.6829733163913596	0.6601016518424396	0.6670902160101652	0.6696315120711563
ENSXCOT00000009836	0.9618805590851334	0.8672172808132147	0.960609911054638	0.9612452350698856	0.7255400254129606	0.6867852604828463	0.960609911054638	0.9142312579415502	0.6867852604828463	0.8138500635324015	0.9224904701397711	0.9053367217280812	0.6683608640406608	1.0	0.97141041931385	0.949174078780178	0.6886912325285895	0.9523506988564168
ENSXMAT00000034685	0.9891994917407878	0.8900889453621347	0.9866581956797968	0.9872935196950444	0.7426937738246506	0.7007623888182973	0.9866581956797968	0.93710292249047	0.7007623888182973	0.8322744599745869	0.945997458703939	0.9294790343074968	0.6829733163913596	0.97141041931385	1.0	0.9675984752223634	0.7064803049555273	0.9783989834815756
ENSPFOT00000028059	0.96569250317662	0.8697585768742059	0.9790343074968234	0.9783989834815756	0.7287166454891995	0.7007623888182973	0.9803049555273188	0.9186785260482846	0.7007623888182973	0.8119440914866582	0.9250317662007624	0.9040660736975856	0.6601016518424396	0.949174078780178	0.9675984752223634	1.0	0.7007623888182973	0.9707750952986024
ENSPRET00000004043	0.7052096569250318	0.6772554002541296	0.7090216010165185	0.7090216010165185	0.8570520965692503	0.9193138500635324	0.7090216010165185	0.6702668360864039	0.9199491740787802	0.6772554002541296	0.6772554002541296	0.7109275730622617	0.6670902160101652	0.6886912325285895	0.7064803049555273	0.7007623888182973	1.0	0.7007623888182973
ENSPMET00000016626	0.9752223634053367	0.8799237611181703	0.9917407878017788	0.9885641677255401	0.7280813214739518	0.7007623888182973	0.9904701397712834	0.9294790343074968	0.7033036848792884	0.8221092757306226	0.9351969504447268	0.9142312579415502	0.6696315120711563	0.9523506988564168	0.9783989834815756	0.9707750952986024	0.7007623888182973	1.0
