,ENSSFOT00015032959,ENSSFOT00015032709,ENSPKIT00000026238,ENSPKIT00000025973,ENSSFOT00015032814,ENSSFOT00015032610,ENSPKIT00000026286,ENSPKIT00000026090,ENSSFOT00015032986,ENSPKIT00000026135,ENSSFOT00015032740,ENSSFOT00015032993,ENSSFOT00015032981
ENSSFOT00015032959,1.0,0.8471115537848606,0.7699203187250996,0.701195219123506,0.8237051792828686,0.897410358565737,0.7036852589641435,0.7116533864541833,0.9233067729083665,0.7749003984063745,0.848605577689243,0.924800796812749,0.9277888446215139
ENSSFOT00015032709,0.8471115537848606,1.0,0.7445219123505976,0.6593625498007968,0.8451195219123506,0.8540836653386454,0.7206175298804781,0.7046812749003984,0.8510956175298805,0.7813745019920318,0.8451195219123506,0.8217131474103586,0.8555776892430279
ENSPKIT00000026238,0.7699203187250996,0.7445219123505976,1.0,0.7923306772908366,0.728585657370518,0.8341633466135459,0.8605577689243028,0.7813745019920318,0.8351593625498008,0.8625498007968128,0.7739043824701195,0.8002988047808764,0.7838645418326693
ENSPKIT00000025973,0.701195219123506,0.6593625498007968,0.7923306772908366,1.0,0.6399402390438247,0.6802788844621513,0.7843625498007968,0.7739043824701195,0.6812749003984063,0.7853585657370518,0.6454183266932271,0.671812749003984,0.726593625498008
ENSSFOT00015032814,0.8237051792828686,0.8451195219123506,0.728585657370518,0.6399402390438247,1.0,0.8396414342629482,0.6897410358565738,0.671812749003984,0.8366533864541833,0.7504980079681275,0.8107569721115537,0.7983067729083665,0.8411354581673307
ENSSFOT00015032610,0.897410358565737,0.8540836653386454,0.8341633466135459,0.6802788844621513,0.8396414342629482,1.0,0.7574701195219123,0.6837649402390438,0.9741035856573705,0.7579681274900398,0.8884462151394422,0.9357569721115537,0.9148406374501992
ENSPKIT00000026286,0.7036852589641435,0.7206175298804781,0.8605577689243028,0.7843625498007968,0.6897410358565738,0.7574701195219123,1.0,0.7524900398406374,0.7544820717131474,0.8336653386454184,0.7818725099601593,0.7340637450199203,0.703187250996016
ENSPKIT00000026090,0.7116533864541833,0.7046812749003984,0.7813745019920318,0.7739043824701195,0.671812749003984,0.6837649402390438,0.7524900398406374,1.0,0.6807768924302788,0.8341633466135459,0.7076693227091634,0.6822709163346613,0.6852589641434262
ENSSFOT00015032986,0.9233067729083665,0.8510956175298805,0.8351593625498008,0.6812749003984063,0.8366533864541833,0.9741035856573705,0.7544820717131474,0.6807768924302788,1.0,0.7549800796812749,0.8854581673306773,0.9616533864541833,0.9407370517928287
ENSPKIT00000026135,0.7749003984063745,0.7813745019920318,0.8625498007968128,0.7853585657370518,0.7504980079681275,0.7579681274900398,0.8336653386454184,0.8341633466135459,0.7549800796812749,1.0,0.7674302788844621,0.7455179282868526,0.7594621513944223
ENSSFOT00015032740,0.848605577689243,0.8451195219123506,0.7739043824701195,0.6454183266932271,0.8107569721115537,0.8884462151394422,0.7818725099601593,0.7076693227091634,0.8854581673306773,0.7674302788844621,1.0,0.8869521912350598,0.826195219123506
ENSSFOT00015032993,0.924800796812749,0.8217131474103586,0.8002988047808764,0.671812749003984,0.7983067729083665,0.9357569721115537,0.7340637450199203,0.6822709163346613,0.9616533864541833,0.7455179282868526,0.8869521912350598,1.0,0.9023904382470119
ENSSFOT00015032981,0.9277888446215139,0.8555776892430279,0.7838645418326693,0.726593625498008,0.8411354581673307,0.9148406374501992,0.703187250996016,0.6852589641434262,0.9407370517928287,0.7594621513944223,0.826195219123506,0.9023904382470119,1.0
