	ENSRBIT00000046359	ENSMLUT00000009714	ENSBMUT00000000261	ENSRBIT00000046360	ENSPVAT00000011999	ENSFDAT00000015196	ENSTSYT00000039482	ENSSDAT00000027319	ENSMLUT00000022444	ENSNGAT00000012439	ENSDNOT00000010934
ENSRBIT00000046359	1.0	0.1707317073170732	0.6142938173567782	0.6250709018718095	0.22461712989222915	0.6103233125354509	0.6154282473057289	0.6165626772546795	0.1673284174702212	0.6097560975609756	0.2268859897901305
ENSMLUT00000009714	0.1707317073170732	1.0	0.3936471922858764	0.3953488372093024	0.7504254112308565	0.3766307430516166	0.3953488372093024	0.3970504821327283	0.9943278502552468	0.38797504254112297	0.8513896766874646
ENSBMUT00000000261	0.6142938173567782	0.3936471922858764	1.0	0.9750425411230856	0.3187748156551333	0.946114577424844	0.9744753261486104	0.9750425411230856	0.3902439024390244	0.9642654566080544	0.4509359047078842
ENSRBIT00000046360	0.6250709018718095	0.3953488372093024	0.9750425411230856	1.0	0.318207600680658	0.9455473624503687	0.9733408961996596	0.973908111174135	0.3919455473624504	0.9614293817356778	0.4526375496313102
ENSPVAT00000011999	0.22461712989222915	0.7504254112308565	0.3187748156551333	0.318207600680658	1.0	0.3051616562677255	0.3204764605785593	0.31934203062960864	0.7447532614861032	0.3204764605785593	0.7294384571752695
ENSFDAT00000015196	0.6103233125354509	0.3766307430516166	0.946114577424844	0.9455473624503687	0.3051616562677255	1.0	0.9415768576290414	0.9466817923993194	0.3732274532047646	0.9313669880884856	0.4288145207033466
ENSTSYT00000039482	0.6154282473057289	0.3953488372093024	0.9744753261486104	0.9733408961996596	0.3204764605785593	0.9415768576290414	1.0	0.9693703913783324	0.3919455473624504	0.9563244469654	0.4515031196823596
ENSSDAT00000027319	0.6165626772546795	0.3970504821327283	0.9750425411230856	0.973908111174135	0.31934203062960864	0.9466817923993194	0.9693703913783324	1.0	0.3936471922858764	0.9625638116846283	0.453771979580261
ENSMLUT00000022444	0.1673284174702212	0.9943278502552468	0.3902439024390244	0.3919455473624504	0.7447532614861032	0.3732274532047646	0.3919455473624504	0.3936471922858764	1.0	0.3845717526942711	0.8457175269427113
ENSNGAT00000012439	0.6097560975609756	0.38797504254112297	0.9642654566080544	0.9614293817356778	0.3204764605785593	0.9313669880884856	0.9563244469654	0.9625638116846283	0.3845717526942711	1.0	0.4418604651162791
ENSDNOT00000010934	0.2268859897901305	0.8513896766874646	0.4509359047078842	0.4526375496313102	0.7294384571752695	0.4288145207033466	0.4515031196823596	0.453771979580261	0.8457175269427113	0.4418604651162791	1.0
