	ENSTGET00000005085	ENSMNET00000042235	ENSNLET00000055807	ENSGGOT00000001771	ENSPANT00000012303	ENST00000259883	ENSMMUT00000010102	ENSPPYT00000019027	ENSMMUT00000082191	ENSPTRT00000032989	ENSCATT00000044373	ENSPPAT00000054391	ENSRROT00000064573	ENSMLET00000056086	ENSCSAT00000006062	ENSRBIT00000031397	ENSMFAT00000004832	ENSMMUT00000103161
ENSTGET00000005085	1.0	0.9895104895104896	0.8337218337218337	0.9685314685314684	0.9949494949494948	0.9685314685314684	0.9891219891219892	0.9685314685314684	0.9149184149184151	0.9665889665889664	0.9945609945609946	0.9665889665889664	0.9825174825174824	0.9926184926184928	0.9856254856254856	0.9832944832944832	0.98989898989899	0.9891219891219892
ENSMNET00000042235	0.9895104895104896	1.0	0.8333333333333334	0.9689199689199688	0.9914529914529916	0.9689199689199688	0.9972804972804972	0.97008547008547	0.9226884226884228	0.9669774669774671	0.9926184926184928	0.9669774669774671	0.9844599844599844	0.9906759906759908	0.9867909867909868	0.9844599844599844	0.998057498057498	0.9972804972804972
ENSNLET00000055807	0.8337218337218337	0.8333333333333334	1.0	0.8438228438228438	0.8344988344988346	0.8442113442113443	0.8329448329448329	0.8457653457653458	0.8702408702408703	0.8422688422688422	0.8360528360528361	0.8418803418803419	0.8356643356643356	0.8337218337218337	0.8360528360528361	0.8364413364413364	0.8337218337218337	0.8329448329448329
ENSGGOT00000001771	0.9685314685314684	0.9689199689199688	0.8438228438228438	1.0	0.9704739704739704	0.996114996114996	0.9685314685314684	0.9856254856254856	0.8951048951048951	0.9949494949494948	0.9716394716394716	0.9949494949494948	0.9731934731934732	0.9696969696969696	0.9724164724164724	0.9739704739704742	0.9693084693084691	0.9685314685314684
ENSPANT00000012303	0.9949494949494948	0.9914529914529916	0.8344988344988346	0.9704739704739704	1.0	0.9704739704739704	0.991064491064491	0.9708624708624708	0.9168609168609168	0.9685314685314684	0.9965034965034965	0.9685314685314684	0.986013986013986	0.9945609945609946	0.9875679875679876	0.9867909867909868	0.9918414918414918	0.991064491064491
ENST00000259883	0.9685314685314684	0.9689199689199688	0.8442113442113443	0.996114996114996	0.9704739704739704	1.0	0.9685314685314684	0.9856254856254856	0.8954933954933955	0.9941724941724942	0.9716394716394716	0.9941724941724942	0.9724164724164724	0.9696969696969696	0.9724164724164724	0.9731934731934732	0.9693084693084691	0.9685314685314684
ENSMMUT00000010102	0.9891219891219892	0.9972804972804972	0.8329448329448329	0.9685314685314684	0.991064491064491	0.9685314685314684	1.0	0.9696969696969696	0.9254079254079254	0.9665889665889664	0.9922299922299922	0.9665889665889664	0.984071484071484	0.9902874902874904	0.9864024864024864	0.984071484071484	0.9984459984459984	1.0
ENSPPYT00000019027	0.9685314685314684	0.97008547008547	0.8457653457653458	0.9856254856254856	0.9708624708624708	0.9856254856254856	0.9696969696969696	1.0	0.8966588966588966	0.9836829836829836	0.9735819735819736	0.9836829836829836	0.9728049728049728	0.9704739704739704	0.9739704739704742	0.9735819735819736	0.9704739704739704	0.9696969696969696
ENSMMUT00000082191	0.9149184149184151	0.9226884226884228	0.8702408702408703	0.8951048951048951	0.9168609168609168	0.8954933954933955	0.9254079254079254	0.8966588966588966	1.0	0.8931623931623932	0.9180264180264179	0.8931623931623932	0.9102564102564102	0.9164724164724164	0.9125874125874126	0.9102564102564102	0.9238539238539238	0.9254079254079254
ENSPTRT00000032989	0.9665889665889664	0.9669774669774671	0.8422688422688422	0.9949494949494948	0.9685314685314684	0.9941724941724942	0.9665889665889664	0.9836829836829836	0.8931623931623932	1.0	0.9696969696969696	0.9968919968919968	0.9704739704739704	0.9677544677544676	0.9712509712509712	0.9712509712509712	0.9673659673659674	0.9665889665889664
ENSCATT00000044373	0.9945609945609946	0.9926184926184928	0.8360528360528361	0.9716394716394716	0.9965034965034965	0.9716394716394716	0.9922299922299922	0.9735819735819736	0.9180264180264179	0.9696969696969696	1.0	0.9696969696969696	0.9864024864024864	0.9957264957264956	0.9902874902874904	0.9871794871794872	0.9930069930069929	0.9922299922299922
ENSPPAT00000054391	0.9665889665889664	0.9669774669774671	0.8418803418803419	0.9949494949494948	0.9685314685314684	0.9941724941724942	0.9665889665889664	0.9836829836829836	0.8931623931623932	0.9968919968919968	0.9696969696969696	1.0	0.9704739704739704	0.9677544677544676	0.9712509712509712	0.9712509712509712	0.9673659673659674	0.9665889665889664
ENSRROT00000064573	0.9825174825174824	0.9844599844599844	0.8356643356643356	0.9731934731934732	0.986013986013986	0.9724164724164724	0.984071484071484	0.9728049728049728	0.9102564102564102	0.9704739704739704	0.9864024864024864	0.9704739704739704	1.0	0.9844599844599844	0.9864024864024864	0.9984459984459984	0.9848484848484848	0.984071484071484
ENSMLET00000056086	0.9926184926184928	0.9906759906759908	0.8337218337218337	0.9696969696969696	0.9945609945609946	0.9696969696969696	0.9902874902874904	0.9704739704739704	0.9164724164724164	0.9677544677544676	0.9957264957264956	0.9677544677544676	0.9844599844599844	1.0	0.9875679875679876	0.9852369852369852	0.991064491064491	0.9902874902874904
ENSCSAT00000006062	0.9856254856254856	0.9867909867909868	0.8360528360528361	0.9724164724164724	0.9875679875679876	0.9724164724164724	0.9864024864024864	0.9739704739704742	0.9125874125874126	0.9712509712509712	0.9902874902874904	0.9712509712509712	0.9864024864024864	0.9875679875679876	1.0	0.9871794871794872	0.9871794871794872	0.9864024864024864
ENSRBIT00000031397	0.9832944832944832	0.9844599844599844	0.8364413364413364	0.9739704739704742	0.9867909867909868	0.9731934731934732	0.984071484071484	0.9735819735819736	0.9102564102564102	0.9712509712509712	0.9871794871794872	0.9712509712509712	0.9984459984459984	0.9852369852369852	0.9871794871794872	1.0	0.9848484848484848	0.984071484071484
ENSMFAT00000004832	0.98989898989899	0.998057498057498	0.8337218337218337	0.9693084693084691	0.9918414918414918	0.9693084693084691	0.9984459984459984	0.9704739704739704	0.9238539238539238	0.9673659673659674	0.9930069930069929	0.9673659673659674	0.9848484848484848	0.991064491064491	0.9871794871794872	0.9848484848484848	1.0	0.9984459984459984
ENSMMUT00000103161	0.9891219891219892	0.9972804972804972	0.8329448329448329	0.9685314685314684	0.991064491064491	0.9685314685314684	1.0	0.9696969696969696	0.9254079254079254	0.9665889665889664	0.9922299922299922	0.9665889665889664	0.984071484071484	0.9902874902874904	0.9864024864024864	0.984071484071484	0.9984459984459984	1.0
