	ENSDCDT00000007812	ENSDCDT00000007806	ENSEEET00000033342	ENSCHAT00000040519	ENSCHAT00000041148	ENSCHAT00000040769	ENSAMXT00000038969	ENSCHAT00000040965	ENSCHAT00000041093	ENSAMXT00000030301	ENSCHAT00000040403	ENSCHAT00000041216	ENSCHAT00000040859	ENSAMXT00000017923	ENSCHAT00000041200
ENSDCDT00000007812	1.0	0.4060301507537689	0.3981909547738693	0.5549748743718593	0.6267336683417085	0.5260301507537688	0.5821105527638191	0.5567839195979899	0.5541708542713568	0.5927638190954774	0.5981909547738693	0.5523618090452261	0.5276381909547738	0.6460301507537688	0.521608040201005
ENSDCDT00000007806	0.4060301507537689	1.0	0.9143718592964823	0.3913567839195979	0.3555778894472361	0.4209045226130653	0.40462311557788944	0.4528643216080401	0.3732663316582915	0.3847236180904523	0.3901507537688442	0.3445226130653266	0.4637185929648241	0.3712562814070352	0.44341708542713576
ENSEEET00000033342	0.3981909547738693	0.9143718592964823	1.0	0.36703517587939705	0.3658291457286432	0.3965829145728643	0.3947738693467336	0.4609045226130653	0.3811055276381909	0.3748743718592965	0.3658291457286432	0.3453266331658291	0.4393969849246231	0.3700502512562813	0.4114572864321608
ENSCHAT00000040519	0.5549748743718593	0.3913567839195979	0.36703517587939705	1.0	0.8323618090452262	0.8180904522613065	0.7764824120603016	0.807035175879397	0.9316582914572864	0.7909547738693468	0.9505527638190956	0.6707537688442211	0.8412060301507538	0.7091457286432161	0.7899497487437186
ENSCHAT00000041148	0.6267336683417085	0.3555778894472361	0.3658291457286432	0.8323618090452262	1.0	0.7151758793969849	0.6564824120603016	0.7398994974874372	0.8709547738693467	0.6709547738693468	0.7997989949748744	0.6	0.7463316582914573	0.7445226130653266	0.687035175879397
ENSCHAT00000040769	0.5260301507537688	0.4209045226130653	0.3965829145728643	0.8180904522613065	0.7151758793969849	1.0	0.6747738693467337	0.8755778894472361	0.770251256281407	0.6892462311557789	0.832964824120603	0.8393969849246231	0.9101507537688442	0.6207035175879397	0.9585929648241206
ENSAMXT00000038969	0.5821105527638191	0.40462311557788944	0.3947738693467336	0.7764824120603016	0.6564824120603016	0.6747738693467337	1.0	0.6908542713567839	0.7390954773869347	0.9801005025125628	0.817889447236181	0.5776884422110553	0.6840201005025126	0.8536683417085427	0.6703517587939698
ENSCHAT00000040965	0.5567839195979899	0.4528643216080401	0.4609045226130653	0.807035175879397	0.7398994974874372	0.8755778894472361	0.6908542713567839	1.0	0.8006030150753769	0.7053266331658291	0.8343718592964824	0.808643216080402	0.8592964824120602	0.6504522613065327	0.895678391959799
ENSCHAT00000041093	0.5541708542713568	0.3732663316582915	0.3811055276381909	0.9316582914572864	0.8709547738693467	0.770251256281407	0.7390954773869347	0.8006030150753769	1.0	0.7535678391959799	0.8990954773869346	0.6687437185929648	0.808643216080402	0.6866331658291457	0.7489447236180905
ENSAMXT00000030301	0.5927638190954774	0.3847236180904523	0.3748743718592965	0.7909547738693468	0.6709547738693468	0.6892462311557789	0.9801005025125628	0.7053266331658291	0.7535678391959799	1.0	0.8323618090452262	0.5871356783919598	0.6984924623115578	0.8735678391959799	0.6797989949748744
ENSCHAT00000040403	0.5981909547738693	0.3901507537688442	0.3658291457286432	0.9505527638190956	0.7997989949748744	0.832964824120603	0.817889447236181	0.8343718592964824	0.8990954773869346	0.8323618090452262	1.0	0.6980904522613065	0.8375879396984924	0.7332663316582915	0.8172864321608041
ENSCHAT00000041216	0.5523618090452261	0.3445226130653266	0.3453266331658291	0.6707537688442211	0.6	0.8393969849246231	0.5776884422110553	0.808643216080402	0.6687437185929648	0.5871356783919598	0.6980904522613065	1.0	0.7628140703517587	0.530251256281407	0.8743718592964824
ENSCHAT00000040859	0.5276381909547738	0.4637185929648241	0.4393969849246231	0.8412060301507538	0.7463316582914573	0.9101507537688442	0.6840201005025126	0.8592964824120602	0.808643216080402	0.6984924623115578	0.8375879396984924	0.7628140703517587	1.0	0.6303517587939699	0.8820100502512562
ENSAMXT00000017923	0.6460301507537688	0.3712562814070352	0.3700502512562813	0.7091457286432161	0.7445226130653266	0.6207035175879397	0.8536683417085427	0.6504522613065327	0.6866331658291457	0.8735678391959799	0.7332663316582915	0.530251256281407	0.6303517587939699	1.0	0.6136683417085427
ENSCHAT00000041200	0.521608040201005	0.44341708542713576	0.4114572864321608	0.7899497487437186	0.687035175879397	0.9585929648241206	0.6703517587939698	0.895678391959799	0.7489447236180905	0.6797989949748744	0.8172864321608041	0.8743718592964824	0.8820100502512562	0.6136683417085427	1.0
