	ENSDNVT00000020619	ENSAOWT00000005573	ENSNPET00000007902	ENSDNVT00000020613	ENSAHAT00000018489	ENSAOWT00000005520	ENSNPET00000007897	ENSAHAT00000018491	ENSARWT00000012595	ENSDNVT00000020625	ENSAOWT00000005572	ENSAHAT00000018484	ENSAHAT00000018486	ENSARWT00000012696	ENSARWT00000012697
ENSDNVT00000020619	1.0	0.8359659781287971	0.9100850546780072	0.970838396111786	0.98906439854192	0.9173754556500608	0.8444714459295262	0.9034021871202916	0.9179829890643986	0.9434993924665857	0.8924665856622114	0.9447144592952612	0.959902794653706	0.893681652490887	0.8371810449574727
ENSAOWT00000005573	0.8359659781287971	1.0	0.8250303766707169	0.8068043742405833	0.8469015795868773	0.8414337788578372	0.7594167679222357	0.8742405832320778	0.8402187120291617	0.8924665856622114	0.9434993924665857	0.8025516403402188	0.8177399756986634	0.94228432563791	0.9987849331713244
ENSNPET00000007902	0.9100850546780072	0.8250303766707169	1.0	0.8809234507897934	0.9106925880923452	0.9629404617253948	0.9337788578371812	0.8256379100850547	0.9635479951397328	0.8541919805589308	0.8809234507897934	0.8663426488456865	0.8815309842041312	0.8821385176184691	0.8262454434993924
ENSDNVT00000020613	0.970838396111786	0.8068043742405833	0.8809234507897934	1.0	0.959902794653706	0.8882138517618469	0.8153098420413123	0.9325637910085056	0.8888213851761847	0.9143377885783718	0.8633049817739976	0.9738760631834752	0.98906439854192	0.8645200486026732	0.8080194410692588
ENSAHAT00000018489	0.98906439854192	0.8469015795868773	0.9106925880923452	0.959902794653706	1.0	0.9277035236938032	0.8450789793438639	0.9143377885783718	0.9258809234507898	0.9325637910085056	0.9034021871202916	0.9556500607533416	0.970838396111786	0.902187120291616	0.8456865127582017
ENSAOWT00000005520	0.9173754556500608	0.8414337788578372	0.9629404617253948	0.8882138517618469	0.9277035236938032	1.0	0.8973268529769137	0.8420413122721749	0.9981773997569866	0.8608748481166464	0.8979343863912516	0.8833535844471446	0.8985419198055893	0.8967193195625759	0.8402187120291617
ENSNPET00000007897	0.8444714459295262	0.7594167679222357	0.9337788578371812	0.8153098420413123	0.8450789793438639	0.8973268529769137	1.0	0.7600243013365735	0.8979343863912516	0.7885783718104495	0.8153098420413123	0.8007290400972054	0.8159173754556501	0.8165249088699879	0.7606318347509113
ENSAHAT00000018491	0.9034021871202916	0.8742405832320778	0.8256379100850547	0.9325637910085056	0.9143377885783718	0.8420413122721749	0.7600243013365735	1.0	0.8402187120291617	0.959902794653706	0.8177399756986634	0.928311057108141	0.9434993924665857	0.8165249088699879	0.8730255164034022
ENSARWT00000012595	0.9179829890643986	0.8402187120291617	0.9635479951397328	0.8888213851761847	0.9258809234507898	0.9981773997569866	0.8979343863912516	0.8402187120291617	1.0	0.8614823815309842	0.8967193195625759	0.8815309842041312	0.8967193195625759	0.8979343863912516	0.8414337788578372
ENSDNVT00000020625	0.9434993924665857	0.8924665856622114	0.8541919805589308	0.9143377885783718	0.9325637910085056	0.8608748481166464	0.7885783718104495	0.959902794653706	0.8614823815309842	1.0	0.8359659781287971	0.8882138517618469	0.9034021871202916	0.8371810449574727	0.893681652490887
ENSAOWT00000005572	0.8924665856622114	0.9434993924665857	0.8809234507897934	0.8633049817739976	0.9034021871202916	0.8979343863912516	0.8153098420413123	0.8177399756986634	0.8967193195625759	0.8359659781287971	1.0	0.8590522478736331	0.8742405832320778	0.9987849331713244	0.94228432563791
ENSAHAT00000018484	0.9447144592952612	0.8025516403402188	0.8663426488456865	0.9738760631834752	0.9556500607533416	0.8833535844471446	0.8007290400972054	0.928311057108141	0.8815309842041312	0.8882138517618469	0.8590522478736331	1.0	0.9848116646415552	0.8578371810449574	0.8013365735115431
ENSAHAT00000018486	0.959902794653706	0.8177399756986634	0.8815309842041312	0.98906439854192	0.970838396111786	0.8985419198055893	0.8159173754556501	0.9434993924665857	0.8967193195625759	0.9034021871202916	0.8742405832320778	0.9848116646415552	1.0	0.8730255164034022	0.8165249088699879
ENSARWT00000012696	0.893681652490887	0.94228432563791	0.8821385176184691	0.8645200486026732	0.902187120291616	0.8967193195625759	0.8165249088699879	0.8165249088699879	0.8979343863912516	0.8371810449574727	0.9987849331713244	0.8578371810449574	0.8730255164034022	1.0	0.9434993924665857
ENSARWT00000012697	0.8371810449574727	0.9987849331713244	0.8262454434993924	0.8080194410692588	0.8456865127582017	0.8402187120291617	0.7606318347509113	0.8730255164034022	0.8414337788578372	0.893681652490887	0.94228432563791	0.8013365735115431	0.8165249088699879	0.9434993924665857	1.0
