,ENSMFAT00000014086,ENSCATT00000033960,ENSPPAT00000037661,ENSPANT00000031284,ENSPANT00000054167,ENSMNET00000063389,ENSMLET00000047788,ENSTGET00000000183,ENSGGOT00000045860,ENSPTRT00000078442
ENSMFAT00000014086,1.0,0.9972789115646259,0.7918367346938775,0.9972789115646259,0.9156462585034013,0.9959183673469387,0.9510204081632653,0.8122448979591836,0.7142857142857143,0.7891156462585034
ENSCATT00000033960,0.9972789115646259,1.0,0.7918367346938775,0.9972789115646259,0.9156462585034013,0.9959183673469387,0.9510204081632653,0.8122448979591836,0.7129251700680272,0.7891156462585034
ENSPPAT00000037661,0.7918367346938775,0.7918367346938775,1.0,0.7918367346938775,0.8040816326530612,0.7904761904761904,0.7877551020408163,0.9102040816326531,0.7238095238095238,0.9972789115646259
ENSPANT00000031284,0.9972789115646259,0.9972789115646259,0.7918367346938775,1.0,0.9156462585034013,0.9959183673469387,0.9510204081632653,0.8122448979591836,0.7142857142857143,0.7891156462585034
ENSPANT00000054167,0.9156462585034013,0.9156462585034013,0.8040816326530612,0.9156462585034013,1.0,0.9142857142857143,0.9115646258503401,0.8231292517006803,0.7210884353741497,0.8013605442176871
ENSMNET00000063389,0.9959183673469387,0.9959183673469387,0.7904761904761904,0.9959183673469387,0.9142857142857143,1.0,0.9496598639455782,0.8108843537414966,0.7129251700680272,0.7877551020408163
ENSMLET00000047788,0.9510204081632653,0.9510204081632653,0.7877551020408163,0.9510204081632653,0.9115646258503401,0.9496598639455782,1.0,0.8081632653061225,0.7496598639455783,0.7863945578231293
ENSTGET00000000183,0.8122448979591836,0.8122448979591836,0.9102040816326531,0.8122448979591836,0.8231292517006803,0.8108843537414966,0.8081632653061225,1.0,0.7238095238095238,0.9074829931972789
ENSGGOT00000045860,0.7142857142857143,0.7129251700680272,0.7238095238095238,0.7142857142857143,0.7210884353741497,0.7129251700680272,0.7496598639455783,0.7238095238095238,1.0,0.7224489795918367
ENSPTRT00000078442,0.7891156462585034,0.7891156462585034,0.9972789115646259,0.7891156462585034,0.8013605442176871,0.7877551020408163,0.7863945578231293,0.9074829931972789,0.7224489795918367,1.0
