,ENSPMET00000005883,ENSXMAT00000018024,ENSAPOT00000025750,ENSKMAT00000007097,ENSPLAT00000002401,ENSAOCT00000021805,ENSAOCT00000027885,ENSCVAT00000008028,ENSFHET00000007348,ENSAPET00000007619,ENSPFOT00000018002
ENSPMET00000005883,1.0,0.960427807486631,0.9133689839572192,0.9026737967914439,0.9946524064171123,0.9197860962566845,0.9475935828877006,0.895187165775401,0.9508021390374332,0.9197860962566845,0.9679144385026738
ENSXMAT00000018024,0.960427807486631,1.0,0.9390374331550803,0.9283422459893048,0.9572192513368984,0.9433155080213904,0.9155080213903743,0.9219251336898395,0.9262032085561497,0.9433155080213904,0.986096256684492
ENSAPOT00000025750,0.9133689839572192,0.9390374331550803,1.0,0.9315508021390374,0.9080213903743316,0.986096256684492,0.9582887700534759,0.9016042780748663,0.9016042780748663,0.986096256684492,0.9368983957219251
ENSKMAT00000007097,0.9026737967914439,0.9283422459893048,0.9315508021390374,1.0,0.8994652406417112,0.9347593582887701,0.906951871657754,0.8962566844919786,0.8962566844919786,0.9358288770053476,0.9283422459893048
ENSPLAT00000002401,0.9946524064171123,0.9572192513368984,0.9080213903743316,0.8994652406417112,1.0,0.9144385026737968,0.9422459893048128,0.893048128342246,0.9454545454545454,0.9144385026737968,0.9711229946524064
ENSAOCT00000021805,0.9197860962566845,0.9433155080213904,0.986096256684492,0.9347593582887701,0.9144385026737968,1.0,0.9721925133689839,0.9037433155080213,0.9037433155080213,0.9967914438502674,0.9433155080213904
ENSAOCT00000027885,0.9475935828877006,0.9155080213903743,0.9582887700534759,0.906951871657754,0.9422459893048128,0.9721925133689839,1.0,0.8759358288770054,0.9229946524064171,0.9689839572192513,0.9155080213903743
ENSCVAT00000008028,0.895187165775401,0.9219251336898395,0.9016042780748663,0.8962566844919786,0.893048128342246,0.9037433155080213,0.8759358288770054,1.0,0.906951871657754,0.9037433155080213,0.9219251336898395
ENSFHET00000007348,0.9508021390374332,0.9262032085561497,0.9016042780748663,0.8962566844919786,0.9454545454545454,0.9037433155080213,0.9229946524064171,0.906951871657754,1.0,0.9026737967914439,0.9272727272727272
ENSAPET00000007619,0.9197860962566845,0.9433155080213904,0.986096256684492,0.9358288770053476,0.9144385026737968,0.9967914438502674,0.9689839572192513,0.9037433155080213,0.9026737967914439,1.0,0.9433155080213904
ENSPFOT00000018002,0.9679144385026738,0.986096256684492,0.9368983957219251,0.9283422459893048,0.9711229946524064,0.9433155080213904,0.9155080213903743,0.9219251336898395,0.9272727272727272,0.9433155080213904,1.0
