,ENSMAMT00000014160,ENSMAMT00000014195,F35G12.3a.1,FBtr0081187,ENSGWIT00000006749,ENSMAMT00000014115,ENSMAMT00000014179,FBtr0081189,ENSCINT00000004017,ENSMAMT00000014139,FBtr0340325,FBtr0340326,YBR059C_mRNA,F35G12.3b.1,F35G12.3a.2,ENSGWIT00000006751,ENSGWIT00000006750
ENSMAMT00000014160,1.0,0.976915356306457,0.5958514553362328,0.5802107728337237,0.7903981264637002,0.9146871863499498,0.983773837403814,0.6730511876881901,0.7842087654734025,0.992305118768819,0.5802107728337237,0.6695383071261292,0.4697223151555705,0.6756440281030445,0.5958514553362328,0.7917363666778187,0.7853797256607561
ENSMAMT00000014195,0.976915356306457,1.0,0.6016226162596185,0.6032954165272666,0.8134827701572432,0.8917698226831716,0.9779190364670458,0.6961358313817331,0.8014386082301773,0.9693877551020408,0.6032954165272666,0.6926229508196722,0.4928069588491134,0.6987286717965875,0.6016226162596185,0.8041987286717965,0.8015222482435597
F35G12.3a.1,0.5958514553362328,0.6016226162596185,1.0,0.4916359986617598,0.6875209100033456,0.6533121445299431,0.5899966543994647,0.6904483104717297,0.7182167949146872,0.5915858146537304,0.4916359986617598,0.6873536299765808,0.46470391435262637,0.8839913014386083,1.0,0.6881063900970225,0.6875209100033456
FBtr0081187,0.5802107728337237,0.6032954165272666,0.4916359986617598,1.0,0.5731013716962194,0.5280194044831047,0.5812144529943125,0.8004349280695885,0.5954332552693209,0.5726831716293075,1.0,0.7979257276681164,0.41585814653730346,0.5887420541987287,0.4916359986617598,0.5638173302107728,0.5615590498494479
ENSGWIT00000006749,0.7903981264637002,0.8134827701572432,0.6875209100033456,0.5731013716962194,1.0,0.8445968551354969,0.791401806624289,0.7713282034125125,0.9026430244228839,0.782870525259284,0.5731013716962194,0.7734192037470726,0.5973569755771161,0.7748410839745734,0.6875209100033456,0.9845265975242556,0.9795918367346939
ENSMAMT00000014115,0.9146871863499498,0.8917698226831716,0.6533121445299431,0.5280194044831047,0.8445968551354969,1.0,0.9138507862161258,0.7272499163599866,0.8415021746403479,0.9223820675811308,0.5280194044831047,0.7237370357979257,0.523921043827367,0.7298427567748411,0.6533121445299431,0.8506189360990297,0.8442622950819673
ENSMAMT00000014179,0.983773837403814,0.9779190364670458,0.5899966543994647,0.5812144529943125,0.791401806624289,0.9138507862161258,1.0,0.6740548678487789,0.7883071261291402,0.991468718634995,0.5812144529943125,0.670541987286718,0.47072599531615933,0.6766477082636333,0.5899966543994647,0.797423887587822,0.7910672465707594
FBtr0081189,0.6730511876881901,0.6961358313817331,0.6904483104717297,0.8004349280695885,0.7713282034125125,0.7272499163599866,0.6740548678487789,1.0,0.793660086985614,0.6655235864837739,0.8004349280695885,0.9961525593844095,0.6140849782535965,0.7875543660086985,0.6904483104717297,0.7620441619270659,0.759785881565741
ENSCINT00000004017,0.7842087654734025,0.8014386082301773,0.7182167949146872,0.5954332552693209,0.9026430244228839,0.8415021746403479,0.7883071261291402,0.793660086985614,1.0,0.7797758447641352,0.5954332552693209,0.7911508865841419,0.6338240214118435,0.8093844095015055,0.7182167949146872,0.8997156239544999,0.897457343593175
ENSMAMT00000014139,0.992305118768819,0.9693877551020408,0.5915858146537304,0.5726831716293075,0.782870525259284,0.9223820675811308,0.991468718634995,0.6655235864837739,0.7797758447641352,1.0,0.5726831716293075,0.662010705921713,0.4621947139511542,0.6681164268986283,0.5915858146537304,0.788892606222817,0.7825359652057544
FBtr0340325,0.5802107728337237,0.6032954165272666,0.4916359986617598,1.0,0.5731013716962194,0.5280194044831047,0.5812144529943125,0.8004349280695885,0.5954332552693209,0.5726831716293075,1.0,0.7979257276681164,0.41585814653730346,0.5887420541987287,0.4916359986617598,0.5638173302107728,0.5615590498494479
FBtr0340326,0.6695383071261292,0.6926229508196722,0.6873536299765808,0.7979257276681164,0.7734192037470726,0.7237370357979257,0.670541987286718,0.9961525593844095,0.7911508865841419,0.662010705921713,0.7979257276681164,1.0,0.6115757778521245,0.7844596855135497,0.6873536299765808,0.7595349615255939,0.7572766811642689
YBR059C_mRNA,0.4697223151555705,0.4928069588491134,0.46470391435262637,0.41585814653730346,0.5973569755771161,0.523921043827367,0.47072599531615933,0.6140849782535965,0.6338240214118435,0.4621947139511542,0.41585814653730346,0.6115757778521245,1.0,0.5618099698895952,0.46470391435262637,0.5880729340916695,0.5858146537303446
F35G12.3b.1,0.6756440281030445,0.6987286717965875,0.8839913014386083,0.5887420541987287,0.7748410839745734,0.7298427567748411,0.6766477082636333,0.7875543660086985,0.8093844095015055,0.6681164268986283,0.5887420541987287,0.7844596855135497,0.5618099698895952,1.0,0.8839913014386083,0.7655570424891268,0.7632987621278019
F35G12.3a.2,0.5958514553362328,0.6016226162596185,1.0,0.4916359986617598,0.6875209100033456,0.6533121445299431,0.5899966543994647,0.6904483104717297,0.7182167949146872,0.5915858146537304,0.4916359986617598,0.6873536299765808,0.46470391435262637,0.8839913014386083,1.0,0.6881063900970225,0.6875209100033456
ENSGWIT00000006751,0.7917363666778187,0.8041987286717965,0.6881063900970225,0.5638173302107728,0.9845265975242556,0.8506189360990297,0.797423887587822,0.7620441619270659,0.8997156239544999,0.788892606222817,0.5638173302107728,0.7595349615255939,0.5880729340916695,0.7655570424891268,0.6881063900970225,1.0,0.9867012378721981
ENSGWIT00000006750,0.7853797256607561,0.8015222482435597,0.6875209100033456,0.5615590498494479,0.9795918367346939,0.8442622950819673,0.7910672465707594,0.759785881565741,0.897457343593175,0.7825359652057544,0.5615590498494479,0.7572766811642689,0.5858146537303446,0.7632987621278019,0.6875209100033456,0.9867012378721981,1.0
