	ENSPTRT00000096518	ENSNLET00000035726	ENSANAT00000024948	ENSCATT00000009498	ENSPPAT00000030700	ENSTGET00000014677	ENSGGOT00000062905	ENSMLET00000030324	ENSPANT00000037594	ENSCCAT00000001101	ENSMFAT00000064689	ENSMNET00000007532
ENSPTRT00000096518	1.0	0.5801801801801801	0.9117117117117116	0.9207207207207208	1.0	0.926126126126126	0.9945945945945946	0.9207207207207208	0.926126126126126	0.9081081081081082	0.9243243243243244	0.926126126126126
ENSNLET00000035726	0.5801801801801801	1.0	0.5297297297297298	0.5891891891891892	0.5801801801801801	0.5945945945945946	0.581981981981982	0.590990990990991	0.5945945945945946	0.527927927927928	0.590990990990991	0.5927927927927928
ENSANAT00000024948	0.9117117117117116	0.5297297297297298	1.0	0.8846846846846846	0.9117117117117116	0.8900900900900901	0.9117117117117116	0.8846846846846846	0.8900900900900901	0.9801801801801802	0.8882882882882883	0.8900900900900901
ENSCATT00000009498	0.9207207207207208	0.5891891891891892	0.8846846846846846	1.0	0.9207207207207208	0.990990990990991	0.9225225225225224	0.9891891891891892	0.9945945945945946	0.8828828828828829	0.9873873873873874	0.9891891891891892
ENSPPAT00000030700	1.0	0.5801801801801801	0.9117117117117116	0.9207207207207208	1.0	0.926126126126126	0.9945945945945946	0.9207207207207208	0.926126126126126	0.9081081081081082	0.9243243243243244	0.926126126126126
ENSTGET00000014677	0.926126126126126	0.5945945945945946	0.8900900900900901	0.990990990990991	0.926126126126126	1.0	0.927927927927928	0.990990990990991	0.9963963963963964	0.8882882882882883	0.9927927927927928	0.9945945945945946
ENSGGOT00000062905	0.9945945945945946	0.581981981981982	0.9117117117117116	0.9225225225225224	0.9945945945945946	0.927927927927928	1.0	0.9225225225225224	0.927927927927928	0.9081081081081082	0.926126126126126	0.927927927927928
ENSMLET00000030324	0.9207207207207208	0.590990990990991	0.8846846846846846	0.9891891891891892	0.9207207207207208	0.990990990990991	0.9225225225225224	1.0	0.9945945945945946	0.8828828828828829	0.9873873873873874	0.9891891891891892
ENSPANT00000037594	0.926126126126126	0.5945945945945946	0.8900900900900901	0.9945945945945946	0.926126126126126	0.9963963963963964	0.927927927927928	0.9945945945945946	1.0	0.8882882882882883	0.9927927927927928	0.9945945945945946
ENSCCAT00000001101	0.9081081081081082	0.527927927927928	0.9801801801801802	0.8828828828828829	0.9081081081081082	0.8882882882882883	0.9081081081081082	0.8828828828828829	0.8882882882882883	1.0	0.8864864864864865	0.8882882882882883
ENSMFAT00000064689	0.9243243243243244	0.590990990990991	0.8882882882882883	0.9873873873873874	0.9243243243243244	0.9927927927927928	0.926126126126126	0.9873873873873874	0.9927927927927928	0.8864864864864865	1.0	0.9981981981981982
ENSMNET00000007532	0.926126126126126	0.5927927927927928	0.8900900900900901	0.9891891891891892	0.926126126126126	0.9945945945945946	0.927927927927928	0.9891891891891892	0.9945945945945946	0.8882882882882883	0.9981981981981982	1.0
