,FBtr0334590,ENSJHYT00000008204,ENSSMRT00000022999,WBGene00021056,WBGene00021057,ENSPVIT00000034217,ENSEBUT00000003671,W06B4.2,ENSSMRT00000022998,W06B4.1,ENSCPUT00000017895,FBtr0083119,ENSCPUT00000017894,ENSEBUT00000003645,FBgn0038321,ENSPMAT00000003817,ENSLCOT00000019544,ENSLCOT00000019543,ENSCPGT00000027400
FBtr0334590,1.0,0.22154222766217868,0.39345128069712176,0.14040404040404042,0.35308246597277826,0.39385104691227135,0.40219178082191775,0.35308246597277826,0.39345128069712176,0.14040404040404042,0.3990038738240177,1.0,0.3990038738240177,0.39931650893796,1.0,0.3969862301896596,0.4562784915043514,0.4388537154281906,0.4054267650158061
ENSJHYT00000008204,0.22154222766217868,1.0,0.37114479874542605,0.09370314842578709,0.27368421052631575,0.33016877637130804,0.22702373706634205,0.27368421052631575,0.37114479874542605,0.09370314842578709,0.3100407055630936,0.22154222766217868,0.3100407055630936,0.2768052516411379,0.22828784119106693,0.27813163481953285,0.9483352468427095,0.9483352468427095,0.4649947753396029
ENSSMRT00000022999,0.39345128069712176,0.37114479874542605,1.0,0.18181818181818188,0.35566298342541436,0.7303994082840237,0.48472622478386174,0.35566298342541436,1.0,0.18181818181818188,0.7072727272727273,0.39345128069712176,0.7072727272727273,0.4785754034501948,0.38736185888353636,0.5458579881656804,0.7070028011204482,0.7183742183742183,0.6956843859974069
WBGene00021056,0.14040404040404042,0.09370314842578709,0.18181818181818188,1.0,0.11421819614021267,0.1834592779177162,0.19705882352941173,0.11421819614021267,0.18181818181818188,1.0,0.2193675889328064,0.14040404040404042,0.2193675889328064,0.18112359550561796,0.16149732620320856,0.14995678478824548,0.26795284030010724,0.26795284030010724,0.22402890695573618
WBGene00021057,0.35308246597277826,0.27368421052631575,0.35566298342541436,0.11421819614021267,1.0,0.31183469004383224,0.35903814262023215,1.0,0.35566298342541436,0.11421819614021267,0.3870710295291301,0.35308246597277826,0.3870710295291301,0.32638389647735444,0.1725874867444327,0.3319386331938633,0.2716244725738397,0.3082579185520362,0.37052341597796146
ENSPVIT00000034217,0.39385104691227135,0.33016877637130804,0.7303994082840237,0.1834592779177162,0.31183469004383224,1.0,0.5144317498496692,0.31183469004383224,0.7303994082840237,0.1834592779177162,0.701010101010101,0.39385104691227135,0.701010101010101,0.5033625730994152,0.38198403648802737,0.5382175705677132,0.6724721819061442,0.6867852604828463,0.6729023893313577
ENSEBUT00000003671,0.40219178082191775,0.22702373706634205,0.48472622478386174,0.19705882352941173,0.35903814262023215,0.5144317498496692,1.0,0.35903814262023215,0.48472622478386174,0.19705882352941173,0.47757575757575754,0.40219178082191775,0.47757575757575754,1.0,0.38491124260355036,0.48187286620061776,0.4809837728194726,0.4885260370697264,0.46742264078416296
W06B4.2,0.35308246597277826,0.27368421052631575,0.35566298342541436,0.11421819614021267,1.0,0.31183469004383224,0.35903814262023215,1.0,0.35566298342541436,0.11421819614021267,0.3870710295291301,0.35308246597277826,0.3870710295291301,0.32638389647735444,0.1725874867444327,0.3319386331938633,0.2716244725738397,0.3082579185520362,0.37052341597796146
ENSSMRT00000022998,0.39345128069712176,0.37114479874542605,1.0,0.18181818181818188,0.35566298342541436,0.7303994082840237,0.48472622478386174,0.35566298342541436,1.0,0.18181818181818188,0.7072727272727273,0.39345128069712176,0.7072727272727273,0.4785754034501948,0.38736185888353636,0.5458579881656804,0.7070028011204482,0.7183742183742183,0.6956843859974069
W06B4.1,0.14040404040404042,0.09370314842578709,0.18181818181818188,1.0,0.11421819614021267,0.1834592779177162,0.19705882352941173,0.11421819614021267,0.18181818181818188,1.0,0.2193675889328064,0.14040404040404042,0.2193675889328064,0.18112359550561796,0.16149732620320856,0.14995678478824548,0.26795284030010724,0.26795284030010724,0.22402890695573618
ENSCPUT00000017895,0.3990038738240177,0.3100407055630936,0.7072727272727273,0.2193675889328064,0.3870710295291301,0.701010101010101,0.47757575757575754,0.3870710295291301,0.7072727272727273,0.2193675889328064,1.0,0.3990038738240177,1.0,0.47757575757575754,0.3813786929274843,0.5543434343434344,0.831143864146107,0.8368832569425722,0.9858585858585859
FBtr0083119,1.0,0.22154222766217868,0.39345128069712176,0.14040404040404042,0.35308246597277826,0.39385104691227135,0.40219178082191775,0.35308246597277826,0.39345128069712176,0.14040404040404042,0.3990038738240177,1.0,0.3990038738240177,0.39931650893796,1.0,0.3969862301896596,0.4562784915043514,0.4388537154281906,0.4054267650158061
ENSCPUT00000017894,0.3990038738240177,0.3100407055630936,0.7072727272727273,0.2193675889328064,0.3870710295291301,0.701010101010101,0.47757575757575754,0.3870710295291301,0.7072727272727273,0.2193675889328064,1.0,0.3990038738240177,1.0,0.47757575757575754,0.3813786929274843,0.5543434343434344,0.831143864146107,0.8368832569425722,0.9858585858585859
ENSEBUT00000003645,0.39931650893796,0.2768052516411379,0.4785754034501948,0.18112359550561796,0.32638389647735444,0.5033625730994152,1.0,0.32638389647735444,0.4785754034501948,0.18112359550561796,0.47757575757575754,0.39931650893796,0.47757575757575754,1.0,0.3846153846153846,0.4842588198069926,0.4910498306724722,0.4970351545955104,0.4732357844045194
FBgn0038321,1.0,0.22828784119106693,0.38736185888353636,0.16149732620320856,0.1725874867444327,0.38198403648802737,0.38491124260355036,0.1725874867444327,0.38736185888353636,0.16149732620320856,0.3813786929274843,1.0,0.3813786929274843,0.3846153846153846,1.0,0.3905292479108635,0.4742664742664743,0.4506936632920885,0.3916998294485503
ENSPMAT00000003817,0.3969862301896596,0.27813163481953285,0.5458579881656804,0.14995678478824548,0.3319386331938633,0.5382175705677132,0.48187286620061776,0.3319386331938633,0.5458579881656804,0.14995678478824548,0.5543434343434344,0.3969862301896596,0.5543434343434344,0.4842588198069926,0.3905292479108635,1.0,0.5896358543417367,0.6055796055796056,0.5460270420448231
ENSLCOT00000019544,0.4562784915043514,0.9483352468427095,0.7070028011204482,0.26795284030010724,0.2716244725738397,0.6724721819061442,0.4809837728194726,0.2716244725738397,0.7070028011204482,0.26795284030010724,0.831143864146107,0.4562784915043514,0.831143864146107,0.4910498306724722,0.4742664742664743,0.5896358543417367,1.0,1.0,0.84593837535014
ENSLCOT00000019543,0.4388537154281906,0.9483352468427095,0.7183742183742183,0.26795284030010724,0.3082579185520362,0.6867852604828463,0.4885260370697264,0.3082579185520362,0.7183742183742183,0.26795284030010724,0.8368832569425722,0.4388537154281906,0.8368832569425722,0.4970351545955104,0.4506936632920885,0.6055796055796056,1.0,1.0,0.8520923520923521
ENSCPGT00000027400,0.4054267650158061,0.4649947753396029,0.6956843859974069,0.22402890695573618,0.37052341597796146,0.6729023893313577,0.46742264078416296,0.37052341597796146,0.6956843859974069,0.22402890695573618,0.9858585858585859,0.4054267650158061,0.9858585858585859,0.4732357844045194,0.3916998294485503,0.5460270420448231,0.84593837535014,0.8520923520923521,1.0
