	ENSPKIT00000014576	ENSMALT00000015184	ENSMAMT00000024001	ENSMALT00000006971	ENSATET00000002141	ENSELUT00000019698	ENSGWIT00000029455	ENSGWIT00000029454	ENSPNYT00000003834	ENSGWIT00000029458	ENSECRT00000034314	ENSHBUT00000005730	ENSLCAT00010014090	ENSPTET00000012414	ENSPTET00000024393	YIL156W_mRNA	ENSATET00000002155	ENSLOCT00000004310	ENSIPUT00000004246	ENSLBET00000024235	ENSPNYT00000003841	C04E6.5.1	ENSECRT00000034308	ENSORLT00000029415	ENSEBUT00000008988
ENSPKIT00000014576	1.0	0.9531048366282971	0.9565890672585556	0.9281216125535541	0.9309864244051	0.9471945491147472	0.9175398750838796	0.9010220409848758	0.9523047540391266	0.8888659474526402	0.9653899757394312	0.9461621844835596	0.9394260052650596	0.9480462499354771	0.929541113921437	0.8913178134517111	0.9283280854797916	0.963454292055954	0.9614153719093584	0.943761936716048	0.940742270169824	0.9416455892221132	0.9643834202240232	0.8717545036907035	0.9329737263201364
ENSMALT00000015184	0.9531048366282971	1.0	0.9523047540391266	0.9313219429102358	0.9321736437309658	0.9860888865947453	0.9175656841996592	0.8999896763536881	0.9549372838486554	0.8878335828214525	0.9572601042688278	0.969364579569504	0.9406132245909256	0.9706034171269292	0.9573891498477262	0.9221338976926652	0.9292314045320808	0.952691890775822	0.9602281525834924	0.9447168739998968	0.9423166262323852	0.9387549682547875	0.9562535487534196	0.8717286945749239	0.93519331027719
ENSMAMT00000024001	0.9565890672585556	0.9523047540391266	1.0	0.9373870851184638	0.9670675682651112	0.9462654209466784	0.9348836008878336	0.9184173850203892	0.980307644660094	0.9051514995096268	0.960253961699272	0.9432457544004542	0.9762814225984616	0.9472719764620864	0.9293862592267588	0.8905951582098798	0.9641253290662262	0.9666288132968563	0.9695710524957416	0.9777009239663448	0.9575698136581842	0.9454137201259484	0.9592474061838642	0.8879368192845714	0.9401228513911112
ENSMALT00000006971	0.9281216125535541	0.9313219429102358	0.9373870851184638	1.0	0.9175398750838796	0.9252826098177876	0.8992928302276364	0.8817168223816652	0.9425747173901822	0.8695607288494296	0.9398131420017549	0.933335053941052	0.9256955556702628	0.9262891653331956	0.9084034480978682	0.869612347080989	0.9145976358849944	0.9276828575852992	0.9342899912249006	0.929979868889692	0.9213854333350541	0.9345222732669178	0.9388065864863471	0.8478552624787075	0.9296959686161153
ENSATET00000002141	0.9309864244051	0.9321736437309658	0.9670675682651112	0.9175398750838796	1.0	0.9261343106385176	0.9153977184741652	0.8984411294069066	0.959763588499458	0.8856656170959583	0.9402002787384504	0.9231146440922934	0.9759717132091056	0.9271408661539255	0.909255148918598	0.8704640479017189	0.9970577608011151	0.9433231817477932	0.9496206059980384	0.9743457389149848	0.937206421308006	0.9256955556702628	0.9391937232230424	0.8682444639446653	0.920378877819646
ENSELUT00000019698	0.9471945491147472	0.9860888865947453	0.9462654209466784	0.9252826098177876	0.9261343106385176	1.0	0.9118360604965674	0.8942600526505962	0.9488979507562072	0.8821039591183606	0.9512207711763796	0.968512878748774	0.9345738914984772	0.9689774428328084	0.9564342125638776	0.9228307438187168	0.9231920714396324	0.9466525576833738	0.9542920559541629	0.9386775409074484	0.9364321478346151	0.9327156351623394	0.9502142156609714	0.8658958344087132	0.9291539771847416
ENSGWIT00000029455	0.9175398750838796	0.9175656841996592	0.9348836008878336	0.8992928302276364	0.9153977184741652	0.9118360604965674	1.0	0.9720487276105921	0.936716048108192	0.9598926340783565	0.9207402054405616	0.9111650234862954	0.9234243534816498	0.9124812883910596	0.8937954885665617	0.8560625612966499	0.9126877613172972	0.930392814742167	0.9347287461931554	0.9274763846590616	0.9285087492902492	0.9016414597635884	0.9197336499251536	0.8565271253806844	0.8975894285861766
ENSGWIT00000029454	0.9010220409848758	0.8999896763536881	0.9184173850203892	0.8817168223816652	0.8984411294069066	0.8942600526505962	0.9720487276105921	1.0	0.9191400402622206	0.9504723068187684	0.9074485108140196	0.8935890156403241	0.9070355649615444	0.8949052805450886	0.8762194807205905	0.8384865534506788	0.8957311722500387	0.9135652712538068	0.9171527383471842	0.9099003768130904	0.9109327414442782	0.8840654519176173	0.9064419552986116	0.8389511175347133	0.8800134207402054
ENSPNYT00000003834	0.9523047540391266	0.9549372838486554	0.980307644660094	0.9425747173901822	0.959763588499458	0.9488979507562072	0.936716048108192	0.9191400402622206	1.0	0.9069839467299852	0.960692716667527	0.9458782842099829	0.9686419243276724	0.9499045062716152	0.9320187890362877	0.8932276880194084	0.9568213493005728	0.9658803489392452	0.9700356165797758	0.9726165281577454	0.9750683941568162	0.9506271615134464	0.9596861611521188	0.8908790584834564	0.9444845919578796
ENSGWIT00000029458	0.8888659474526402	0.8878335828214525	0.9051514995096268	0.8695607288494296	0.8856656170959583	0.8821039591183606	0.9598926340783565	0.9504723068187684	0.9069839467299852	1.0	0.8952924172817839	0.8814329221080885	0.8936922521034429	0.882749187012853	0.8640633871883551	0.8263304599184432	0.8829556599390905	0.9031641975945904	0.9049966448149488	0.8977442832808548	0.8987766479120425	0.8719093583853817	0.8942858617663759	0.8284468074123781	0.8678573272079698
