,ENSSFOT00015016239,ENSSFOT00015016293,ENSPKIT00000034256,ENSPKIT00000034240,ENSPKIT00000026866,ENSPKIT00000026548,ENSPKIT00000026605,ENSSFOT00015026843,ENSSFOT00015016159,ENSSFOT00015026784,ENSSFOT00015016199,ENSPKIT00000034277,ENSPKIT00000026670,ENSPKIT00000026746,ENSSFOT00015026897,ENSPKIT00000026916,ENSPKIT00000026809
ENSSFOT00015016239,1.0,0.725495447241564,0.6807712908409213,0.7404927691483664,0.8042313872522764,0.7865559721478308,0.7723620782003213,0.7662024638457419,0.9515265131226567,0.7814675950723086,0.935457953936797,0.6202463845741831,0.8034279592929834,0.7619175147295126,0.8186930905195501,0.7694161756829138,0.823513658275308
ENSSFOT00015016293,0.725495447241564,1.0,0.7169255490091055,0.740224959828602,0.6234600964113551,0.6057846813069094,0.6218532404927691,0.6138189608998393,0.7038028923406534,0.5977504017139796,0.7198714515265131,0.802356722013926,0.6226566684520621,0.5811462238885913,0.6114086770219603,0.6906802356722014,0.6194429566148902
ENSPKIT00000034256,0.6807712908409213,0.7169255490091055,1.0,0.9365291912158543,0.6322978039635779,0.6146223888591323,0.6012319228709159,0.6491697911087306,0.6355115158007498,0.66336368505624,0.6215854311730048,0.8312801285484734,0.6314943760042849,0.5926620246384574,0.7024638457418318,0.6515800749866095,0.6521156936261382
ENSPKIT00000034240,0.7404927691483664,0.740224959828602,0.9365291912158543,1.0,0.6914836636314944,0.6738082485270488,0.6604177825388323,0.70915907873594,0.695232994108195,0.7233529726834493,0.6813069094804499,0.85457953936797,0.6906802356722014,0.6518478843063739,0.7624531333690412,0.710765934654526,0.7113015532940546
ENSPKIT00000026866,0.8042313872522764,0.6234600964113551,0.6322978039635779,0.6914836636314944,1.0,0.9635779325120514,0.9475093733261918,0.7420996250669524,0.7825388323513658,0.7562935190144617,0.7683449384038564,0.6095340117836101,0.9467059453668988,0.9322442420996251,0.7699517943224424,0.8979646491697911,0.9772362078200322
ENSPKIT00000026548,0.7865559721478308,0.6057846813069094,0.6146223888591323,0.6738082485270488,0.9635779325120514,1.0,0.9839314408141403,0.77289769683985,0.809587573647563,0.7870915907873594,0.7953936797000536,0.5918585966791644,0.9831280128548473,0.9686663095875736,0.7522763792179968,0.8802892340653454,0.9595607927155865
ENSPKIT00000026605,0.7723620782003213,0.6218532404927691,0.6012319228709159,0.6604177825388323,0.9475093733261918,0.9839314408141403,1.0,0.7889662560257097,0.7953936797000536,0.77289769683985,0.8114622388859132,0.6079271558650241,0.9670594536689877,0.952597750401714,0.7380824852704874,0.8963577932512051,0.9434922335297269
ENSSFOT00015026843,0.7662024638457419,0.6138189608998393,0.6491697911087306,0.70915907873594,0.7420996250669524,0.77289769683985,0.7889662560257097,1.0,0.7903053026245314,0.9839314408141403,0.806373861810391,0.6395286555972148,0.7897696839850027,0.7512051419389395,0.9434922335297269,0.7407605784681307,0.7380824852704874
ENSSFOT00015016159,0.9515265131226567,0.7038028923406534,0.6355115158007498,0.695232994108195,0.7825388323513658,0.809587573647563,0.7953936797000536,0.7903053026245314,1.0,0.8055704338510981,0.9839314408141403,0.5985538296732726,0.8264595607927155,0.7849491162292448,0.7734333154793787,0.7477236207820032,0.7785216925549009
ENSSFOT00015026784,0.7814675950723086,0.5977504017139796,0.66336368505624,0.7233529726834493,0.7562935190144617,0.7870915907873594,0.77289769683985,0.9839314408141403,0.8055704338510981,1.0,0.7903053026245314,0.6234600964113551,0.803963577932512,0.7653990358864489,0.9595607927155865,0.724692019282271,0.7522763792179968
ENSSFOT00015016199,0.935457953936797,0.7198714515265131,0.6215854311730048,0.6813069094804499,0.7683449384038564,0.7953936797000536,0.8114622388859132,0.806373861810391,0.9839314408141403,0.7903053026245314,1.0,0.6146223888591323,0.8122656668452062,0.7707552222817354,0.758168184252812,0.7637921799678629,0.7643277986073915
ENSPKIT00000034277,0.6202463845741831,0.802356722013926,0.8312801285484734,0.85457953936797,0.6095340117836101,0.5918585966791644,0.6079271558650241,0.6395286555972148,0.5985538296732726,0.6234600964113551,0.6146223888591323,1.0,0.6087305838243171,0.5698982324584896,0.6371183717193358,0.674879485806106,0.6055168719871451
