	ENSPRNT00000030149	ENSAPET00000029664	ENSAOCT00000005432	ENSGWIT00000005942	ENSAPET00000027031	ENSSPAT00000009154	ENSGWIT00000006124	ENSGWIT00000006114	ENSSPAT00000028170	ENSAPET00000002982
ENSPRNT00000030149	1.0	0.6769650159018628	0.680145388459791	0.6633348477964561	0.6206269877328487	0.5606542480690595	0.6628805088596093	0.663789186733303	0.7019536574284416	0.6524307133121309
ENSAPET00000029664	0.6769650159018628	1.0	0.9195820081781008	0.7333030440708769	0.8455247614720581	0.7178555202180827	0.7296683325761018	0.73284870513403	0.7791912766924125	0.8900499772830531
ENSAOCT00000005432	0.680145388459791	0.9195820081781008	1.0	0.7142208087233076	0.8446160835983644	0.6915038618809632	0.7146751476601545	0.7137664697864607	0.7905497501135847	0.9300318037255793
ENSGWIT00000005942	0.6633348477964561	0.7333030440708769	0.7142208087233076	1.0	0.7455701953657429	0.6569741026805997	0.9931849159472966	0.9977283053157656	0.7283053157655611	0.6874148114493412
ENSAPET00000027031	0.6206269877328487	0.8455247614720581	0.8446160835983644	0.7455701953657429	1.0	0.6987732848705134	0.7410268059972741	0.7446615174920491	0.7060427078600636	0.8155383916401635
ENSSPAT00000009154	0.5606542480690595	0.7178555202180827	0.6915038618809632	0.6569741026805997	0.6987732848705134	1.0	0.6537937301226715	0.6569741026805997	0.6855974557019536	0.671967287596547
ENSGWIT00000006124	0.6628805088596093	0.7296683325761018	0.7146751476601545	0.9931849159472966	0.7410268059972741	0.6537937301226715	1.0	0.9927305770104498	0.7296683325761018	0.6842344388914129
ENSGWIT00000006114	0.663789186733303	0.73284870513403	0.7137664697864607	0.9977283053157656	0.7446615174920491	0.6569741026805997	0.9927305770104498	1.0	0.7278509768287142	0.6869604725124944
ENSSPAT00000028170	0.7019536574284416	0.7791912766924125	0.7905497501135847	0.7283053157655611	0.7060427078600636	0.6855974557019536	0.7296683325761018	0.7278509768287142	1.0	0.7337573830077238
ENSAPET00000002982	0.6524307133121309	0.8900499772830531	0.9300318037255793	0.6874148114493412	0.8155383916401635	0.671967287596547	0.6842344388914129	0.6869604725124944	0.7337573830077238	1.0
